Partition	Input_Domain	Language_A	Language_B	N_Input_Families	N_Common_DR_Informative	N_Both_D_Bearing	N_A_D_B_R	N_A_R_B_D	N_Both_R_No_D	N_Common_With_Mixed_Cell	Both_D_Over_Common	Both_D_Proportion	N_Excluded_Not_Common_Informative	Caution
sensitivity	short-strong-or-mixed-structure	Kolami	Koraga	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Kota	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Kui	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Kurux	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Kuwi	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Malayalam	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Malto	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Manda	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Naiki	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Naikri	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Parji	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Pengo	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Tamil	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Telugu	34	8	0	0	0	8	0	0/8	0.0	26	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Toda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	Tulu	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kolami	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Koraga	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Kota	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Kui	34	4	0	0	1	3	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Kurux	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Kuwi	34	6	0	0	1	5	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Malayalam	34	9	0	0	0	9	0	0/9	0.0	25	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Malto	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Manda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Naiki	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Naikri	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Parji	34	6	0	0	0	6	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Pengo	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Tamil	34	10	0	0	0	10	0	0/10	0.0	24	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Telugu	34	11	0	0	0	11	0	0/11	0.0	23	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Toda	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	Tulu	34	8	0	0	0	8	0	0/8	0.0	26	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Konda	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Kui	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Kurux	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Kuwi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Malayalam	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Malto	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Naikri	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Parji	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Pengo	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Tamil	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Telugu	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Koraga	Tulu	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Kui	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Kurux	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Kuwi	34	5	0	0	1	4	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Malayalam	34	6	0	0	0	6	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Malto	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Manda	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Naiki	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Parji	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Pengo	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Tamil	34	7	0	0	0	7	0	0/7	0.0	27	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Telugu	34	6	0	0	1	5	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Toda	34	6	0	0	0	6	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	Tulu	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kota	markodi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Kurux	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Kuwi	34	5	2	0	0	3	0	2/5	0.4	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Malayalam	34	4	0	1	0	3	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Malto	34	3	0	1	0	2	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Manda	34	2	1	0	0	1	0	1/2	0.5	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Naikri	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Parji	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Pengo	34	3	1	0	0	2	0	1/3	0.333333	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Tamil	34	5	0	2	0	3	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Telugu	34	4	0	1	0	3	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	Tulu	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kui	markodi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Kuwi	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Malayalam	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Malto	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Manda	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Naiki	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Naikri	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Parji	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Pengo	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Tamil	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Telugu	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Toda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	Tulu	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kurux	markodi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Malayalam	34	7	0	1	0	6	0	0/7	0.0	27	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Malto	34	4	0	2	0	2	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Manda	34	3	1	0	0	2	0	1/3	0.333333	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Naiki	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Naikri	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Parji	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Pengo	34	5	1	0	0	4	0	1/5	0.2	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Tamil	34	9	0	3	0	6	0	0/9	0.0	25	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Telugu	34	8	1	1	0	6	0	1/8	0.125	26	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Toda	34	4	0	1	0	3	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	Tulu	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Kuwi	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Malto	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Manda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Naiki	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Naikri	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Parji	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Pengo	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Tamil	34	19	0	0	0	19	0	0/19	0.0	15	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Telugu	34	18	0	0	0	18	0	0/18	0.0	16	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Toda	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	Tulu	34	13	0	0	0	13	0	0/13	0.0	21	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malayalam	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Manda	34	2	0	0	1	1	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Naikri	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Parji	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Pengo	34	2	0	0	1	1	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Tamil	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Telugu	34	4	0	0	1	3	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Toda	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Malto	Tulu	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Naiki	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Naikri	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Parji	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Pengo	34	3	1	0	0	2	0	1/3	0.333333	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Tamil	34	3	0	1	0	2	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Telugu	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Toda	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	Tulu	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Manda	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	Parji	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	Pengo	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	Tamil	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	Telugu	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	Toda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	Tulu	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naiki	markodi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naikri	Parji	34	3	0	0	0	3	0	0/3	0.0	31	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naikri	Pengo	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naikri	Tamil	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naikri	Telugu	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naikri	Tulu	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Naikri	markodi	34	1	0	0	0	1	0	0/1	0.0	33	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Parji	Pengo	34	4	0	0	0	4	0	0/4	0.0	30	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Parji	Tamil	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Parji	Telugu	34	6	0	0	0	6	0	0/6	0.0	28	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Parji	Toda	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Parji	Tulu	34	5	0	0	0	5	0	0/5	0.0	29	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
sensitivity	short-strong-or-mixed-structure	Parji	markodi	34	2	0	0	0	2	0	0/2	0.0	32	Mixed cells remain identifiable; D includes supported displacement-family histories. Shared outcome does not establish one inherited event.
