Entry_ID	Primary_Family_ID	Domain	Onset	C1_Identity	Quantity	Apical_Group	Apical_Structure	V1_Quality	Following_Vowel	Grammatical_Category	Domain_Following_Vowel	Domain_Apical_Group	Domain_V1_Quality	Telugu_Broad_Obligatory_Hypothesis	Raw_C1	Raw_C2	Raw_Quantity	Raw_V2	Raw_Structure	Input_Confidence
d815	d815	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	e	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	r	short	u/zero	singleton	high for full order; uncertain pre-metathesis syncope
d816	d816	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	e	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	r	short	u	singleton	high
d817	d817	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/adjective	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	r	short	i/u/unknown	singleton	high for order; low for exact shared V2
d820	d820	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	e	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	r	short	unknown	singleton	medium for regional order; low for V2
d822	d822	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic-or-alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic-or-alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	r/ṟ	short	a/ay	singleton	high for order and low-vowel root
d826	d826	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	r/ŋ/kk	short	unknown	cluster/uncertain	low
d827	d827	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	mixed/cluster/other	e	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	d/rd?	short	a/unknown	singleton/cluster uncertain	medium for order; low for exact input
d829	d829	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	l	short	zero/a	singleton	high for root; medium for shared formation
d832	d832	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	e	low-a	noun/verb	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	l	short	a	singleton	high regional order; medium inheritance
d833	d833	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	l	short	i/u	singleton	high
d835	d835	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	l	short	i/u	singleton	high for order; medium for vowel grades
d839	d839	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	e	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / e	eligible; obligatory application predicts D	Ø	l	short	u	singleton	high full root; low for makkelu formation
d844	d844	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	geminate	e	low-a	quantifier/pronoun/clitic	short-strong-or-mixed-structure / low-a	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ll	short	a	geminate	high
d845	d845	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	geminate	e	mixed/unknown-formative	adverb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ll	short	i/e	geminate	high regional shape
d846	d846	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	mixed/cluster/other	e	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ll/l	short	a/ay/u	geminate main formation; singleton derivative	high by formation
d856	d856	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	adjective/verb/noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ḷ	short	i/a/u	singleton/strong by formation	high root; medium exact Telugu formation
d857	d857	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ḷ/l	short	unknown/i/u	singleton	high for order; medium for full root
d865	d865	short-strong-or-mixed-structure	vowel-initial	Ø	short	alveolar	mixed/cluster/other	e	mixed/unknown-formative	adjective/noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ/ṯ	short	a/u	singleton and strengthened formations	high regional order; medium deeper cognacy
d869	d869	nasal-or-nasal-cluster-input	vowel-initial	Ø	short	nasal-stop	mixed/cluster/other	e	mixed/unknown-formative	noun/verb	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / nasal-stop	nasal-or-nasal-cluster-input / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	nṯ	short	u/a	nasal-stop cluster	high for cluster
d800	d800	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	i/unknown	singleton	medium for exact input; high regional order contrast
d809	d809	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	mixed/cluster/other	mixed/uncertain-vowel	consonantal/no-vowel	verb	nonapical-or-uncertain-input / consonantal/no-vowel	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	y	short	zero	glide plus dental	high for nonapical root and local Pengo boundary
d837	d837	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	mixed/uncertain-vowel	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	l	short	u	singleton	high for order; medium for exact shared vowels
d851	d851	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	retroflex-approximant	singleton	e	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ẓ	short/long by formation	u/a/unknown	singleton	high root order; low exact eastern V2
d859	d859	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / alveolar	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ	short/long by formation	i/u/a	singleton	high root order; low exact Telugu mm suffix
d860	d860	uncertain-initial-order	mixed/uncertain-onset	Ø/r	short	mixed-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	uncertain-initial-order / mixed/unknown-formative	uncertain-initial-order / mixed-apical	uncertain-initial-order / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø/r	r/ṟ/l	short	i/unknown	singleton	low for common full input
d916	d916	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	mixed-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / mixed-apical	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ/l	long independently attested; immediate displaced input unresolved	u/zero/unknown	singleton	high for comparative long root; low for immediate displaced derivative
d1	deictic-a-i	pronominal-morphology	vowel-initial	Ø	mixed/uncertain-quantity	morphological-dental-labial	mixed/cluster/other	a	mixed/unknown-formative	pronoun/adverb	pronominal-morphology / mixed/unknown-formative	pronominal-morphology / morphological-dental-labial	pronominal-morphology / a	outside narrow classical Telugu domain; no D prediction from that rule	Ø	t/w/b	short deictic input; secondary long formations	a/i/u/variable	morphological dental/labial elements	high for order and morphological augment; medium for exact immediate sequence
d410	deictic-a-i	pronominal-morphology	vowel-initial	Ø	mixed/uncertain-quantity	morphological-dental-labial	mixed/cluster/other	i	mixed/unknown-formative	pronoun/adverb	pronominal-morphology / mixed/unknown-formative	pronominal-morphology / morphological-dental-labial	pronominal-morphology / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	t/w/b	short deictic input; secondary long formations	a/i/u/variable	morphological dental/labial elements	high for order; medium for immediate oblique prehistory
d913	d913	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun/verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / lateral	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	l/ḷ	long southern; northern uncertain	e/a	singleton	medium
d914	d914	long-apical-input	vowel-initial	Ø	long	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	long-apical-input / mixed/unknown-formative	long-apical-input / alveolar	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ	long	zero/u	singleton	high for regional long order
d915	d915	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / alveolar	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṟ	long and independently short extended forms	zero/i/unknown	singleton	high for mixed quantity; low for immediate displaced input
d917	d917	long-apical-input	vowel-initial	Ø	long	alveolar	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	long-apical-input / mixed/unknown-formative	long-apical-input / alveolar	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṯ/ṟ	long	zero/u/an	singleton	high for southern long order
d919	d919	nasal-or-nasal-cluster-input	vowel-initial	Ø	long	mixed-nasal-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	pronoun/adjective	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / mixed-nasal-apical	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	n/l	long	ay/ō	singleton	low for common root, high for attested order
d944	d944	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	o	low-a	verb	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / o	eligible; obligatory application predicts D	Ø	ṭ	short	a	singleton	medium
d946	d946	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	retroflex-stop	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-stop	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short and independently long formations	i/ay	singleton	high for comparative short and long forms
d947	d947	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṭ	short	i/u/a/e	singleton	high for order; medium for root-vowel quality
d949	d949	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	o	high-i	noun	short-vowel-initial-singleton-apical / high-i	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / o	eligible; obligatory application predicts D	Ø	ṭ	short	i	singleton	high for full form
d950	d950	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṭ	short	u/i/a	singleton	high for order
d954	d954	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	mixed/uncertain-vowel	high-u	verb/noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṭ	short	u	singleton	high for order and u-formative; medium for immediate root-vowel quality
d958	d958	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-stop	mixed/cluster/other	o	mixed/unknown-formative	verb/noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / o	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short	u/i/zero	geminate/nasal cluster independently attested; Central formation uncertain	high for strong SD I formation
d959	d959	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-stop	geminate	o	mixed/unknown-formative	noun/verb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / o	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short	u/a	geminate independently supported	high for strong regional form; inherited distribution uncertain
d962	d962	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-stop	mixed/cluster/other	o	high-u	verb	short-strong-or-mixed-structure / high-u	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / o	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short	u	geminate with separate singleton extension	high for strong regional form; medium for full cognacy
d965	d965	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-stop	mixed/cluster/other	o	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / o	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short	u/i	geminate/nasal cluster	high for non-singleton regional input
d967	d967	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	o	mixed/unknown-formative	verb/adjective/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / o	eligible; obligatory application predicts D	Ø	ṭ	short	i/a/unknown	singleton	medium
d985	d985	nonapical-or-uncertain-input	vowel-initial	Ø	short	mixed-lateral-glide	mixed/cluster/other	o	mixed/unknown-formative	adverb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / mixed-lateral-glide	nonapical-or-uncertain-input / o	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ll/yy	short	a/e	geminate lateral/glide	medium
d996	d996	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	lateral	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / lateral	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	l	short root and separately long formations	i/u/zero/a	singleton	high for northern ol-k comparison
d4438	d4438	nasal-or-nasal-cluster-input	consonant-initial	p	mixed/uncertain-quantity	nasal-or-glide	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / nasal-or-glide	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	p	n/y	long regional root; Pengo short	zero/u	nasal in immediate Kuvi input; deeper n/y uncertain	high for immediate Kuvi nasal and length
d4885	d4885	nasal-or-nasal-cluster-input	consonant-initial	m	mixed/uncertain-quantity	nasal	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	n	long independently attested; Pengo/Manda short	zero/u	nasal	high
d4855	d4855	nasal-or-nasal-cluster-input	consonant-initial	m	short	nasal	mixed/cluster/other	i	high-i	noun	nasal-or-nasal-cluster-input / high-i	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / i	outside narrow classical Telugu domain; no D prediction from that rule	m	ṇ	short	i	nasal	high for immediate segment order, medium for common inheritance
d4876	d4876	nasal-or-nasal-cluster-input	consonant-initial	m	mixed/uncertain-quantity	nasal	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	n	short verbal root and independent long star formation	u/zero/unknown	nasal; regional r/ḍ secondary	high for nasal root; medium for immediate long verb
d4737	d4737	short-C-initial-other-apical	consonant-initial	m	short	lateral	singleton	a	low-a	noun	short-C-initial-other-apical / low-a	short-C-initial-other-apical / lateral	short-C-initial-other-apical / a	outside narrow classical Telugu domain; no D prediction from that rule	m	l	short	a	singleton	high for lateral input; medium for exact eastern cognacy
d4756	d4756	mixed-or-uncertain-quantity	consonant-initial	m	mixed/uncertain-quantity	mixed-apical	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / mixed-apical	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	r/ẓ	short and long regional grades; immediate input uncertain	unknown	singleton	high for full apical order, low for exact immediate vowels
d931	d931	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	mixed/cluster/other	o	consonantal/no-vowel	verb	nonapical-or-uncertain-input / consonantal/no-vowel	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / o	outside narrow classical Telugu domain; no D prediction from that rule	Ø	k	short	zero	nonapical velar	high for velar-labial order
d945	d945	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	retroflex-stop	singleton	mixed/uncertain-vowel	low-a	postposition/adverb/verb	mixed-or-uncertain-quantity / low-a	mixed-or-uncertain-quantity / retroflex-stop	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short base with long grammatical variants	a	singleton	high for full compound
d1595	d1595	short-strong-or-mixed-structure	consonant-initial	k	short	alveolar	mixed/cluster/other	i	mixed/unknown-formative	verb/noun/expressive	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / i	outside narrow classical Telugu domain; no D prediction from that rule	k	ṟ	short	u/i/a	singleton and expressive geminate	medium
d3195	d3195	mixed-or-uncertain-quantity	consonant-initial	t	mixed/uncertain-quantity	alveolar	singleton	a	mixed/unknown-formative	verb	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / alveolar	mixed-or-uncertain-quantity / a	outside narrow classical Telugu domain; no D prediction from that rule	t	ṟ	short and long independent grades	i / unknown formative	singleton	high for root order, conditional for exact displaced formative
d3402	d3402	long-apical-input	consonant-initial	t	long	alveolar	mixed/cluster/other	u	high-u	verb/noun	long-apical-input / high-u	long-apical-input / alveolar	long-apical-input / u	outside narrow classical Telugu domain; no D prediction from that rule	t	ṟ/ṯ	long	u	singleton and strong apical formation	medium
d4986	d4986	short-strong-or-mixed-structure	consonant-initial	m	short	lateral	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	m	l	short	zero / a	singleton or preconsonantal lateral	medium
d5078	d5078	short-strong-or-mixed-structure	consonant-initial	m	short	lateral	mixed/cluster/other	e	mixed/unknown-formative	adjective/verb/adverb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / e	outside narrow classical Telugu domain; no D prediction from that rule	m	l	short	i/u/a / zero	singleton and geminate and l-k cluster	high for mel-k order; conditional for Kui exact formative
d2883	d2883	mixed-or-uncertain-quantity	consonant-initial	c/t	mixed/uncertain-quantity	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	c/t	r	short and long grades	i/u/a / unknown	singleton	high for full r order; conditional for exact drop stem
d3119	d3119	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / retroflex-approximant	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	t	ẓ	short	a/i/unknown	singleton	high for order, low for exact displaced formative
d3158	d3158	nasal-or-nasal-cluster-input	consonant-initial	t	long	nasal-stop	mixed/cluster/other	a	high-u	verb	nasal-or-nasal-cluster-input / high-u	nasal-or-nasal-cluster-input / nasal-stop	nasal-or-nasal-cluster-input / a	outside narrow classical Telugu domain; no D prediction from that rule	t	ṇṭ	long	u	nasal-stop cluster	medium
d3244	d3244	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	i	low-a	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / low-a	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / i	eligible; obligatory application predicts D	t	r	short	a	singleton	high for i-r-a in southern strong stem; medium for exact Brahui identity
d3358	d3358	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	t	short	rhotic	singleton	u	mixed/unknown-formative	verb	short-C-initial-r-rhotics-retroflex-approximant / mixed/unknown-formative	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / u	eligible; obligatory application predicts D	t	r	short	u/zero uncertain	singleton	high for order, uncertain for V2 phonemic status
d3367	d3367	short-strong-or-mixed-structure	consonant-initial	t	short	alveolar	mixed/cluster/other	u	mixed/unknown-formative	verb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / alveolar	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	t	ṯ/ṟ	short	u/a	singleton and strong apical formations	high for u-apical order; conditional for affricate formation
d4177	d4177	short-C-initial-r-rhotics-retroflex-approximant	consonant-initial	p	short	rhotic	singleton	mixed/uncertain-vowel	high-i	verb/noun	short-C-initial-r-rhotics-retroflex-approximant / high-i	short-C-initial-r-rhotics-retroflex-approximant / rhotic	short-C-initial-r-rhotics-retroflex-approximant / mixed/uncertain-vowel	eligible; obligatory application predicts D	p	r	short	i	singleton	high for full high-vowel stem
d4183	d4183	short-strong-or-mixed-structure	consonant-initial	p	short	retroflex-approximant	mixed/cluster/other	i	high-i	verb/noun	short-strong-or-mixed-structure / high-i	short-strong-or-mixed-structure / retroflex-approximant	short-strong-or-mixed-structure / i	outside narrow classical Telugu domain; no D prediction from that rule	p	ẓ	short	i	singleton plus nasal-stop derivatives	high for singleton full order; medium for exact cross-language formations
d868	d868	nasal-quotative-morphology	vowel-initial	Ø	mixed/uncertain-quantity	nasal	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	verb/quotative	nasal-quotative-morphology / mixed/unknown-formative	nasal-quotative-morphology / nasal	nasal-quotative-morphology / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	n	short regional roots; long northern grade and grammatical contractions	a/ā/u/zero	nasal with tense-conditioned cluster variants	high for local an+suffix order; medium for phonetic mechanism
d4449	d4449	nasal-or-nasal-cluster-input	consonant-initial	p	mixed/uncertain-quantity	nasal	mixed/cluster/other	mixed/uncertain-vowel	mixed/unknown-formative	noun	nasal-or-nasal-cluster-input / mixed/unknown-formative	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	p	n	long independently established; short regional Pengo/Manda	zero/u	nasal	high
d789	d789	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-rhotic	mixed/cluster/other	e	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / retroflex-rhotic	short-strong-or-mixed-structure / e	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṛ	short initial vowel	e/zero	singleton or cluster input uncertain	high for initial order; low for medial e versus zero
