Entry_ID	Screen	Has_Telugu	Review_Status	Displayed_Input	Evidence_IDs	Independent_Screen_Forms
d561	vowel-initial-nasal-control	1	reviewed	*ukir	f_jbuxdr3o7tqz6	Kui: unguli
d572	vowel-initial-nasal-control	1	reviewed	*ula-kk-V	f_42vpjrgcrbhbq;f_7dqbw7duamap4;f_jznjd45ydinsw;f_noze5yaxl3zku;f_sh2quc2hacyju	Badaga: Ungarasuttukambe | Badaga: ungara | Badaga: ungara maṇi | Badaga: ungara maṇi kaṭtu | Badaga: ungarasuttu
d584	vowel-initial-nasal-control	1	pending	uñaṟṟu	f_wopzm3fgjwrw4	Tulu: onarɯ
d593	vowel-initial-nasal-control	1	reviewed	*Ùḍ-	f_274u6mvsvcety	Kurux: uṇḍrī
d600	vowel-initial-nasal-control	1	pending	*uṇ-	d600;f_24f5wza7pf55w;f_2ffzlk7dx6mqc;f_2qrvu5dsyozxg;f_35vmsxbzza45c;f_3ztlaxugi5ezs;f_433izslyolnxk;f_4qhxilleewvbq;f_5cimp3bifz2jw;f_5hjkqubqknem2;f_5iq37betclrmu;f_5uj2awcwyajci;f_6ezm6ruzt45ss;f_752dt4zl4g7xq;f_7ij3ivfoztlog;f_afml7x4vmixvo;f_ba2jerd4hc5te;f_biyoevtnbvys4;f_bxappxczd3qos;f_cetjjlw4ev34s;f_cj6njylqqwymi;f_darsff4tbbmea;f_dhjaqhaqfdhk2;f_dil77vn273k4c;f_dxcrxl4l57k3g;f_dzwc3x6sbr3aq;f_f4je7k6gj5l52;f_f4kfkm27dwgvo;f_gdmd3tgszmid2;f_gnefd3s6ljexa;f_hjz34fty5oa72;f_ifftzqw7bst34;f_imi63xvx2jqhc;f_is3e4nq2hzg7c;f_j7vrbp6zu57ny;f_jd755ly3wautw;f_jdj2dqvwrng4s;f_jeleofghh26iu;f_jfnyyknlrguqc;f_jmybwnhwd6gyy;f_jrkwh6haka2og;f_kxuaewcdhjhmw;f_merjq7n3qgiek;f_mf4oeitv7o4lw;f_mom5mquotai3s;f_mzsrgclhdlfgo;f_nckmtqmlymaum;f_ohq7lxbigpd6i;f_oi76g4oyihnys;f_ozmuoanby46og;f_pcxuz7vpltvp4;f_pd6wcmkarzb4a;f_q7occtctvmz4q;f_qhugpy2w7s5he;f_qo2mhaudtgvpu;f_quy7qh23ldpm4;f_r2r3fnowd3dec;f_s6qz3a3ybcmlq;f_sbzm6rtmt4w64;f_shelpnzd577oq;f_snwv7axed3ogi;f_susuqhn4uq2to;f_tkorki2bf4adi;f_ttruhqsyeyss6;f_v5n5utbuzvd66;f_wjkvxzdp3zgj2;f_xmqozcwith7tc;f_y3fxmaykm66vi;f_yf2t7dsdbkyzi;f_yziretlvp7ibo;f_z4jaelrhw6o3u	PDr: *uṇ- | Tamil: uṇṇi | Kannada: uṇi | Badaga: unde | PDr: *uṇ | Kuwi: unnai | Kolami: un-(und-) | Badaga: uṇṇa | Gondi: onḍe | markodi: uṇukkinə | Badaga: uṇnṇuvava | Tulu: uṇpini | Tamil: uṇā | Tamil: uṇ | Badaga: unnu | Manda: un- (uc-) | Tulu: uṇasɯ | Tamil: uṇavu | Gondi: un- (uṭ-) | Tamil: uṇa | Konda: uṇ- (uṭ-) | Tulu: uṇkelɯ | Badaga: Anna Male | Gondi: unḍānā (uṭṭ-) | Naiki: un- (unḍ-) | Toda: uṇ-(uḍ-) | Gadaba: un- (unḍ-) | Tulu: oṇasɯ | Malayalam: uṇṇuka | Kota: uṇ- (uḍ-) | Kolami: unip- (unipt-) | Kuwi: onḍa | Toda: uṇ- (uḍ-) | Parji: un- (unḍ-) | Gadaba: uṇpe | Gadaba: unḍke | Tulu: uṇpu | Kuwi: onda | Badaga: uṇṇnāda | Kota: uṇ- | Kodagu: uṇṇ- (umb-, uṇḍ-) | Naikri: un- (unḍ-) | Tulu: uṇupini | markodi: unukkine | Kannada: uṇṇu | Pengo: uṇ- (uṭ-) | Kui: uṇba (uṭ-) | Kannada: uṇ (uṇḍ-) | Gondi: undáná | Malto: onde | Kota: uṇkc- (uṇkc-) | Tamil: uṇṇīr | Malayalam: uṇṇi | Parji: unṭip | Kuwi: uṇ | Kannada: uṇisu | Tamil: uṇṭi | Kuwi: un | PDr: *uṇ / *uṇ-t | Toda: uṇ- | Kannada: uṇṇi | Tamil: uṇṭaṟu | Kannada: uṇike | Malto: óne (onḍ-)
d601	vowel-initial-nasal-control	0	pending	uṇaŋku	f_3snwzholfq3wm;f_5qxpuruocyqxq;f_6udyzcvmfycpe;f_a2kpugpjr6b5k;f_bkhhuxqnfie56;f_bt2oyss5k6kju;f_cnk64zr4cuylu;f_dfwl2utjnu5ug;f_dq4iigs6eatvi;f_dxme5uc2vyixs;f_egsvemiqahlww;f_eroyu2eqaxnm6;f_ezkrehi7jkp26;f_hgzmgelv5mohk;f_hnocvebsewkms;f_j662sdgt5caag;f_jaq7bbmr3jtxs;f_kcyzhdiaiqa3q;f_kf3g23qav5tic;f_mrfgnhl3kgij2;f_pktybmzdv62so;f_qjimox66txrxm;f_qu3peyvezkb7s;f_r6yqrzpcwo43c;f_rlixenomaofdw;f_rxgeiltgailsa;f_s376fylknacnc;f_tcsy47zbofgje;f_thb72jv45qa2c;f_tw3fiuuddoqt2;f_uxampqyvav7hy;f_vcj3x3chtntje;f_w4qwggn5r7es6;f_wg4nib3i6vjsq;f_ytgxqi7md4yek;f_z7yq7punw6epa	Tulu: oṇakaṭṭɯ | Tamil: uṇakku | Kota: oṇg- | Tulu: uṇɯŋgelɯ | Tamil: uṇaŋkal | Malayalam: uṇakku | Tulu: oṇakaṭṭe | Tamil: onar | Tulu: uṇɯŋgu | Kannada: oṇaku | Kota: oṇg- (oṇgy-) | PSD1: *Uṇ-aŋ- | Kota: oṇk- (oṇky-) | Malayalam: uṇakkam | Kodagu: oṇaŋg- (oṇaŋgi-) | Tulu: oṇakelɯ | Tamil: onatt | Malayalam: uṇaŋŋikka | Kannada: oṇagu | Badaga: oṇugu | Badaga: oṇuku | Tamil: uṇattu | Kannada: oṇagisu | Kota: oṇgy- | Malayalam: uṇakkuka | Tulu: oṇɯŋgelɯ | Kodagu: oṇak- (oṇaki-) | Kannada: oṇaka | Kannada: oṇagilu | Malayalam: uṇaŋŋuka | Tamil: uṇaŋku | Badaga: oṇaku | Tamil: uṇakkam | Kannada: oṇa | Badaga: onṇnagu
d602	vowel-initial-nasal-control	1	pending	uṇaci-mīnu	f_3qw2incbdq5m4;f_ux6kn64ymsjue	PSTDr: *uṇaci-mīnu | Kannada: uṇaci-mīnu
d603	vowel-initial-nasal-control	0	pending	uṇar	f_55tmymo33cusq;f_6dauhtdtwm6ku;f_a5u4kyppm624u;f_abtlqfzf5jew6;f_etjwpu5cpjwes;f_hcthxtzorpphk;f_kv6aupe4a24sy;f_lqaneryvk5b4e;f_n2xvrkk4gpdna;f_q7u7ufcxremr4;f_qarlp3fzm5ije;f_tav5xw7ldbgxg;f_usojlndwxlqpc;f_utujvdbiaf53y;f_vpeag5be4h64u;f_xammlovje6756	Badaga: oṇapu | Tamil: uṇarcci | Tamil: uṇartti | Tamil: uṇarppu | Malayalam: uṇaruka | Tamil: uṇarvu | Kannada: oṇar | Malayalam: uṇarttikka | PSD1: *uṇar (-v-, -nt-) | Tamil: uṇar | Tamil: uṇarttu | Malayalam: uṇarttuka | Malayalam: uṇarcca | Badaga: uṇarci | Malayalam: uṇarvvu
d604	vowel-initial-nasal-control	0	pending	uṇṇi	f_22u36cmfzyi36;f_2ubmzvsd2pj3c;f_63njzifjwnno6;f_ji2uimzriyn44;f_jvz5cntefa4w6;f_n7cnugcm7aa4q;f_rdwjg5oq6mqju;f_shvg5cpcqt5o4;f_tw5fwsrwlu36a	PSD1: *uṇ- | Kannada: uṇṇe | Tamil: uṇṇi | Kannada: uṇṇi | Koraga: uṇga | Kota: uṇy | Malayalam: uṇṇi | Tulu: uṇɯŋgɯ | Kannada: uṇuŋgu
d624	vowel-initial-nasal-control	0	pending	unti	f_7ek7h4eaa6qri;f_mycd5sqhb5s3u;f_u4g56ucrq6sci	Malayalam: unti | Tamil: unti | PSD1: *unti
d625	vowel-initial-nasal-control	0	pending	untu	f_6q5k7bz5z4p6u;f_73bbocd6zj6b4;f_aedffbqg4hew2;f_ewi3ywakgewrk;f_ewop546lwbbkk;f_i2i6k3kcqp4hs;f_ye35x5uto765q	Malayalam: untikka | PSD1: *untu (unti-) | Malayalam: untuka | Malayalam: untu | Badaga: undu | Tamil: untu
d639	vowel-initial-nasal-control	0	pending	umpal	f_gj6z3pp7e5bk4;f_is45lg6ykw2ti	Toda: en mox uba· | Toda: en maṟy uba·
d640	vowel-initial-nasal-control	0	pending	umpnā	f_vizbg2cqfuzhs	PKMDr: *unṛp
d664	vowel-initial-nasal-control	1	reviewed	*urVḷ-	f_45rewolhwzpeu;f_7utdwdbbb6mkw;f_axkkpwhm3ujk2;f_d2nlg5yse5c6k;f_d7ajnz7jdenac;f_des6ut6oyagnc;f_dnswm7xchznro;f_etrm6hduopr3c;f_hkzrpjjsqjbi6;f_mxkzs2zrvkxuk;f_utpdbtwsjre7s;f_x4jt5wjabmw74;f_z4k277kwgpcko;f_zaw6jcgamomnm;f_zgtzczp6rzu2e;f_zo7ozu65kw4bo	Kuwi: uṇḍa | Kota: uṇḍ | Konda: uṇḍa | Gadaba: unḍa | Kuwi: uṇḍḷa | Kannada: uṇṭu | Kuwi: unḍe | Tamil: uṇṭai | Gondi: undā | Tulu: uṇḍuḷuga | Kannada: uṇḍalige | Malayalam: uṇṭa | Kannada: uṇḍe | Tulu: uṇḍɛ | Tulu: uṇḍluga | Kota: uṇḍy
d672	vowel-initial-nasal-control	0	reviewed	ulakkai	f_7nejdynwg2w7k;f_bsxqkxlqh4vkq;f_xw2j5zcezvucu;f_zrniigghnsvdo	Kannada: onake | Kannada: onike | Kannada: oṇikE | Badaga: oṇake
d677	vowel-initial-nasal-control	0	pending	*ullā	f_vgy3nmyltrfia	Kurux: undul
d678	vowel-initial-nasal-control	0	pending	uvaṭṭu	f_tvqluzulbc33y;f_wcczswreuhzms	Malto: unɣlatre | Malto: ungláre
d697	vowel-initial-nasal-control	1	reviewed	*uḷ-	f_2mabnhyufh6gm;f_3ymhtftggrjhm;f_4w7x3ygchdwai;f_6bs3g24z5vd4u;f_76e25z3kkhnyq;f_a2dl6cplnzdhm;f_avpizk4ceycym;f_bluqt5fggwvr6;f_jyaxhrspmtrlk;f_nxmec23wj5z2g;f_p4ahfecebczvm;f_pqbkc6iadt3m6;f_qs676ts6kwww2;f_s2dq2rcs75kce;f_ujb5oa6fec7n6;f_x2dis7afrnyvq	Naikri: anḍ | Kannada: uṇmu | PDr: *uṇṭ-u | Malayalam: oṇma | Kannada: uṇṭu | OMal: oṇṭu | PDr: *uṇṭ-u (< *uḷ-nt-) | Badaga: uṇdu | Badaga: unme | Kolami: an- (anḍ-) | Malayalam: uṇṭu | Brahui: anning | Badaga: -undige | Naikri: *uṇṭu. ? | Tamil: uṇmai | Malayalam: uṇma
d698	vowel-initial-nasal-control	1	reviewed	*uḷḷ-am	f_ihigpda5z4oxw;f_p3yhv76xsgb5i	Kuwi: oṇp- (-it-) | Kuwi: onpinai
d710	vowel-initial-nasal-control	1	reviewed	*coṯ-ac-	f_lj35aqnckplhg;f_pbxcrssn5oww4	Tulu: untuni | Tulu: untāvuni
d725	vowel-initial-nasal-control	0	pending	*und_-	d725;f_5vdeqpvoxsxxm;f_fh63wcewqy4wi;f_gmmgxhjvfy77w;f_jyuuxperkryng;f_oz2jkctggxo26;f_rwzrrziwxqkzq;f_s5sw2f7vr4eow;f_y4cngcphr3lra	PDr: *und_- | Gadaba: unḍ | Parji: und | Gadaba: uṇ- (uṇḍ-) | Gadaba: uṇup | Gadaba: unḍ-ēr | Parji: untip- (untit-)
d726	vowel-initial-nasal-control	1	pending	uni	f_6uwhin4vtbzqm;f_dcjnfmfi6wph6;f_jvnlpjzdzuysy	Kannada: uni | PSTDr: *uni | Kannada: unisu
d727	vowel-initial-nasal-control	1	pending	*un-	d727;f_5x7juridmwcd4;f_7kdkvrhybwfi6;f_bzgcxr6gd7pee;f_di7zkhei7az7k;f_fhhzjn5kjpdzc;f_fhsakknauueps;f_hb52vmsqumfzg;f_jqb3xy2z2itw2;f_ktfxsnsbkqcbk;f_kxq7tsnfvvel4;f_l2kcapzdehobm;f_mmwd3k5hae4ko;f_nftq7tjzj3e3k;f_qmujlfk7zj4vw;f_rvkajxkfqzxum;f_tk7sh6p52qqny;f_tvh2cub6bsclq;f_w4f6iwd7t5qmo;f_yw5uhphdjhtt4	PDr: *un- | Kota: uny- (unc-) | Toda: uny- | Toda: unc- | Kannada: unnisu | Badaga: unisu | Kota: unc- | Malayalam: unnam | Kota: uny | Kuwi: onpinai | Kota: unyp | Kota: unypga·rn | Kota: uny- | Toda: unyp | Toda: uny- (unc-) | Badaga: unupu | Malayalam: unnuka | Malayalam: unnikka
d741	vowel-initial-nasal-control	1	pending	*ū(n)d-	f_qvwcgdynij5ng	Kolami: unḍ
d744	vowel-initial-nasal-control	1	pending	ūdra	f_flcu54jevoyhm;f_lydwktqvvhcbs;f_s5wryem2vu5rw;f_zxxszhpzjqvpm	Gondi: unḍ | Gondi: unḍul | Gondi: unḍuli
d763	vowel-initial-nasal-control	1	pending	*ūnd_-	f_2vgue4yrwnry4;f_auje5jlj5rym6;f_mdqtdacqt2wai;f_rmzttp6bedx6m	Kuwi: oṇpu | Konda: uṇs- (-t-) | Parji: untip- (untit-) | Gadaba: unḍup- (unḍut-)
d764	vowel-initial-nasal-control	0	pending	*e-	f_3iax64v3l24p6;f_7esyrwr6w2o3g;f_l24x4tzvliehs;f_plqn2rln6phu6	Pengo: eneŋ | Kuwi: enika | Manda: eni
d766	vowel-initial-nasal-control	1	pending	eḵku	f_c4w73aw2g4aic;f_f2zvl6olvgdvw;f_hw7eacv6t7dpa	Kui: engasi | Kuwi: engali | Kuwi: enginai
d771	vowel-initial-nasal-control	1	pending	ekkala	f_tqyax77thcx2y	Badaga: Andotṭtikka Haḷḷa
d780	vowel-initial-nasal-control	1	pending	*enk-	d780;f_f2zex7rajmun2;f_hj57spgzho7zq;f_ktlfggmbf2nio;f_lwcukcdrp3fcm;f_vjii7vcyy5eha;f_zvt3c7szjrp3g	PDr: *enk- | PDr: *enk | PSTDr: *enk- | Konda: enz- (-it-) | Badaga: enjalu | Badaga: enjala | PDr: *enk-al
d783	vowel-initial-nasal-control	0	pending	*eṇ	d783;f_dlev5mjfzx7rc	PDr: *eṇ | PDr: *eṇ-ṭṭu
d784	vowel-initial-nasal-control	1	pending	*eṇ- (-nṭ-)	d784;f_24cbm5rokz3pw;f_37rm6sdpgfnnk;f_3undulvaskx6s;f_6ajytytpqh3wo;f_6tp3zbzowuhm6;f_a2w4bjjodgyry;f_ck6x7ju6ub45c;f_clqrywltszarg;f_etc7sm7fkgmk4;f_gyc7hzgbyiek6;f_h4tc7ulcvbfis;f_hqgmh77ebyhve;f_lgsj6djvxczg4;f_ljv67v3yiahas;f_n527u7cpy7mb6;f_o5w2smby54r6w;f_rllo4qgowa456;f_t4m6qaqjuzaiq;f_xyj7hcjxc6cjk;f_yopgjpn7vybmi;f_zayutbvrnyyug	PDr: *eṇ- (-nṭ-) | Tamil: eṇvar | Kolami: enumdi | Tamil: eṇṇūṟu | Malayalam: eṇmar | Kannada: eṇ-pattu | Kolami: enmāṭar | Tamil: eṇṇ-eṭṭu | Gondi: enmīdī | Malayalam: eṇ-patu | Kannada: eṇṭu | Tulu: eṇɯma | Tulu: eṇpa | Tamil: eṇ-patu | Tamil: eṇmar | Kolami: enmāter | Malayalam: eṇṇūṟu | Kannada: eṇbar | Kolami: enumadī | Tulu: eṇma | Kolami: enumidī
d793	vowel-initial-nasal-control	1	pending	*eṇ	d793;f_2l7dgphz4mcs6;f_7igfer2lwpwbo;f_aqpyutgijg4bo;f_c36dt2qwrfrvu;f_cttfnzvy5rfcg;f_eka6jsezoiid4;f_epr3tkb2fdurs;f_h7nxipv5y4t5c;f_hjfgkyxkteaow;f_i6qt5hu7axpes;f_j7taycz5pjcsi;f_lfi4dessrtegk;f_nalcz54sa3fps;f_ngrqhvv5ohol4;f_p2mkoxb4rkd5u;f_plmwuwxw2dnrg;f_pyaezqg632kj2;f_q54tyzt3dww5s;f_raftrmm46xqwu;f_s5jqsi7zdielk;f_trfi34qxt7en2;f_v65l4p7si2u4a;f_xi3nb4rrdoowy;f_xqii5del4vml6;f_ybqxnchkfadmo;f_yxgu2hpmqlkbc;f_ze5racqv4mdey;f_zold3jsu5lb7q	PDr: *eṇ | Malayalam: eṇṇikka | Malayalam: eṇ | Tamil: eṇṇalar | Tulu: eṇike | Tamil: eṇṇikkai | Tamil: eṇṇu | Kannada: eṇusu | Malayalam: eṇṇam | Tulu: eṇṇige | Tulu: eṇke | Tamil: eṇṇar | Malayalam: eṇṇuka | Kannada: eṇisu | Tamil: eṇ | Tamil: eṇṇal | Tamil: eṇṇam | Kannada: eṇike | Kannada: eṇṇike | PDr: *eṇ-ṭṭu | Badaga: enṇu | Tulu: eṇe | PDr: *eṇ- | Kannada: eṇasu | Tulu: eṇṇuni | Kannada: eṇṇisu | Kannada: eṇṇu
d794	vowel-initial-nasal-control	0	pending	eṇṭu	f_7l42b6wvryrn2;f_duuh6izugydoo;f_utvxbau2dogf4	Kannada: eṇṭu | Tulu: eṇṭɯ | PSD1: *eṇṭu
d801	vowel-initial-nasal-control	0	pending	endᵉxnā	f_jtsw5sla5thc4;f_mgnypl5xfhkr6;f_xscdjl6m2h6yu	Kurux: endxa'ānā | Kurux: endᵉxnā | PKMDr: *endq
d802	vowel-initial-nasal-control	0	pending	endr	f_4ubcvoqiox3tk;f_5wyll54l47eno;f_pjsdgpcwitvuy;f_pn5mtvk45vwue	Gadaba: indr | Parji: enderp- (endert-) | PCDr: *endr- | Parji: endr
d805	vowel-initial-nasal-control	1	pending	**iyVncV-	f_rvhzv3ahlff5k	Kurux: ińjnā
d809	vowel-initial-nasal-control	1	reviewed	*ej-	f_e25abxfv73svc	Kolami: end- (ent-)
d823	vowel-initial-nasal-control	0	pending	*ar-ē	f_5jcfw4ape7cp4;f_k5upzg5qqdmps	Brahui: anning | Naiki: en- (ed-/edd-)
d829	vowel-initial-nasal-control	1	reviewed	*el	f_hya2nfh6xfnju	PDr: *en-ṯu
d846	vowel-initial-nasal-control	1	reviewed	ellai	f_v7oeaags7el64	Badaga: ondu boqddelle
d851	vowel-initial-nasal-control	1	reviewed	*eẓ-c-	f_nuunwahosqyl4;f_stfyi7cdsmh3k;f_v4dqpewgint4g	PDr: *enǯ- | Koraga: eṇṇi | Koraga: eṇṇali
d854	vowel-initial-nasal-control	0	pending	eḷ	f_32urpywvtqie6;f_45qjxflchew6y;f_4qtleo4kirs5k;f_55a6nj42lh5ya;f_5ed7ptag52rto;f_5h24cadtfvhfo;f_6df45o7hdeoj6;f_f42qlcnwfudj2;f_hjpevjsdpzqzy;f_mcksc2j5wy25i;f_nyl3dg5p52hc4;f_skwhcxezsxiwm;f_yh4chzsevj4ck	Badaga: eṇṇe hūsu | Tulu: eṇme | Badaga: enne hāki gōru | Badaga: enne | Malayalam: eṇṇa | markodi: eṇṇa | Tulu: eṇṇe | Kota: eṇ | Badaga: enne hūsu | Tamil: eṇ | Kannada: eṇṇe | Tamil: eṇ ṇey
d855	vowel-initial-nasal-control	0	pending	eḷi	f_esa2bx3nn2b5g	Tamil: eṇmai
d856	vowel-initial-nasal-control	1	reviewed	eḷimai	f_4mxslg2a66rtq	Tamil: eṇmai
d857	vowel-initial-nasal-control	1	reviewed	*eḷ-V-ñc-	f_yqe5lkkgm4oj2	Tamil: eṇku
d868	vowel-initial-nasal-control	1	reviewed	*aHn-	f_2dmmbrm3vssjw;f_2eubmlj3y4ow6;f_2jsi2f4zgdkgi;f_2lqz66qq6dyw6;f_4iatoaohm3cya;f_6fxxth67yhj4q;f_6gwn4tp5qwzhi;f_7zzobz23rtvi4;f_a7epf7ldqw2kc;f_asvzsvzgjimfw;f_bw7mxdoe4ka4i;f_e3g6ponuujqdq;f_ecaicjfla7oe4;f_eivlju7iqc4ly;f_fggonkdugma54;f_gijbhpij3c3mg;f_gnmd5x2y6gqam;f_hmoieyghebn44;f_httxmrly437ru;f_ibxf2tcy4ar4g;f_itjngj757xm2k;f_jbr3j346ldzkq;f_l7a35h5gme4qs;f_lwda65u3nvugy;f_mfr5xwqplg42s;f_mmqavx5wmgnl6;f_mu4h6ugr5oqvw;f_nvldcrgi524uu;f_nwfvk2orozn22;f_o3amuyyybh7nu;f_p5lcugcgwfgl2;f_pejfhirb4kvbq;f_q3stzj3nsisde;f_r72oao5qo4yiy;f_rsft66odty67a;f_txfdewlfhmrdu;f_usfg5eecdksha;f_v7k5nub23liqa;f_vwk7gnmcblpqw;f_wci6oxj7in4gy;f_whpxkvitcfmo4;f_wllifrvwklu72;f_wwpkkjsu56y6i;f_zibc67stghvii;f_zqld74a5zw73s	Gondi: indānā (inj-) | Gondi: in- (-t-) | Tulu: anpini | Kui: inba (is-) | Kannada: ennu | Kannada: anasu | Gondi: ind- (itt-) | Badaga: ennu | Parji: en- (end-, ett-) | Kannada: en (end-) | Kannada: ennike | Kannada: ennisu | Badaga: endu | Naiki: en- (enḍ-) | Kodagu: *enn- (emb-, end-) | Kannada: anisu | Kannada: enasu | Kuwi: in- (icc-) | Kannada: enuha | Kannada: an (and-) | Kannada: annu | Kannada: ennuvike | Malto: áne | Kolami: en- (ent-) | Naikri: en- (ent-) | Kuwi: innai | Tulu: inpini | Kannada: annuvike | Badaga: annu | Kannada: enisu | Pengo: in- (ic-) | Manda: in- (ic-) | Malayalam: ennuka | Kolami: in | Kannada: annisu | Tulu: endruni | Gadaba: in | Kuwi: inmbu | Konda: in- (iR-) | Kuwi: injali | Kota: in- (iḏ-)
d869	vowel-initial-nasal-control	1	reviewed	*en-ṯ-	d869;f_iawbvqgnfnlzu;f_ixy6ezo7x7ahc;f_nmszbelwl4o5e	PDr: *en-ṯ- | PDr: *end_- | PDr: *en-ṯ
d887	vowel-initial-nasal-control	0	pending	ēṇ	f_73pmpllhylsfo	Tamil: eṇ
d888	vowel-initial-nasal-control	1	pending	ē̃ḍikōla	f_d4uk3rreswpky	Konda: entikarra
d895	vowel-initial-nasal-control	0	pending	*ēnd-	f_24rghni25kawu;f_4o5igkp6btu5y;f_ex5mourjdtusy;f_krjqes2vy3q5g;f_mq7qrkzbgohuu;f_qo5ys4nq22n56	Gadaba: endk | Gadaba: endikp- (endikt-) | Malto: énḍr-naqe | Parji: enkip- (enkit-) | Parji: enk | Kuwi: endali
d905	vowel-initial-nasal-control	1	pending	*ēl_-	f_gfqr5c7j764lo	Pengo: en- (-t-)
d923	vowel-initial-nasal-control	0	pending	oanju	f_ot3nbyph5li2a	Kui: one
d936	vowel-initial-nasal-control	0	pending	oŋgkʰnā	f_ap7jeg6b2blnw;f_dgykosg6nzmws;f_paazklqcchcig	Malto: onqtre | Malto: onqe | Malto: onq-male
d958	vowel-initial-nasal-control	1	reviewed	*oṭ-	f_yyxcazgjkfhq6	Tamil: oṇṭu
d965	vowel-initial-nasal-control	1	reviewed	*oḍḍ-	f_ke2mme6peq73g	Kannada: oṇḍi
d968	vowel-initial-nasal-control	1	pending	oṭṭu-kkaṭukkaṉ	f_a4usoupqrsjdk;f_dfk2rxicxbdkk;f_gkrydzzirbjdi;f_ri7c65kzvmndy	Malayalam: oṇṭya | PSTDr: *onṭ- | Kannada: oṇṭi | Tulu: oṇṭi
d969	vowel-initial-nasal-control	0	pending	*onḍ-	d969;f_cxf4bgpaancb6;f_dyhulbtb2sg6u;f_mzkxlyvgdwcxk;f_xibgflgxst3yk	PDr: *onḍ- | Gadaba: onḍa | Tamil: oṇtu | Irula: oṇḍal
d970	vowel-initial-nasal-control	1	pending	oṇṭu	f_asxft2mi5l5ew;f_fnbvoqlxyxvw2	PSTDr: *oṇṭu | Kannada: oṇṭu
d971	vowel-initial-nasal-control	1	pending	oṇṭgyn	f_ip3aljha6bwf4;f_mcbocqnoly7fs	PSTDr: *onṭ-gĭn | Kota: oṇṭgyn
d976	vowel-initial-nasal-control	0	pending	**oyVttVr-	f_bcw3gbeufu5ei;f_xsz4maxj72etm	Malto: ondre | Kurux: ondᵒrnā (ondras)
d979	vowel-initial-nasal-control	1	pending	ontu	f_4uphw6kq4mbc6;f_gqopi3equnyeg;f_ltmzic4vbrd2a;f_u2mj5ialn6ncc;f_u7byqnpdx7pwc;f_ycfb2e44spcr2	Tulu: ontu | Kannada: ontu | Tulu: ontigɛ | Tulu: onti | PSTDr: *ontu
d980	vowel-initial-nasal-control	0	pending	onali	f_2xp4dg63hkg3w;f_2z6loojyyojju;f_6zignkwwwxqmm;f_dysflpjwr4ze2;f_fzlh32srk6wfo;f_kcvpuxin4komm;f_phngvno65qusc;f_rri7rxddur6f2;f_xsxfvg2yuznom	PSD1: *ondri | Kannada: ondari | Kannada: onali | Kannada: onasu | Kodagu: onali | Kannada: ondri | PSD1: *onali | Kannada: onisu | PSD1: *ondari
d990	vowel-initial-nasal-control	1	pending	*okk-	f_2tey72xnmvnls;f_33ft7locrxhvk;f_3b3ue4usp64em;f_3bpiol4rd24ue;f_3hhn2hutwongo;f_3jgpvcw35hrru;f_3y6i7zsxyzrhk;f_4iq2nptsrfyri;f_4w6ihcms2edis;f_ac7lnvk4bu6fi;f_addp2gk2hw2eq;f_cwwcz2e3gnawq;f_dbj5ilxfxbmz4;f_ddnt6hoekb4yg;f_e4elx6xyavvvk;f_fq3v7ftbeicja;f_fyitim6uijyp4;f_gsgemrxixbs7i;f_haveoecmchjra;f_hg74tf4zpur5e;f_hkxfhifl3qz62;f_i3xnwamy2hvsg;f_ijislj5ehlscq;f_lfzrahb44haoy;f_lmgvfrjw7pniu;f_ls6gpneldi5ck;f_mwgqcmxswflym;f_n743t3rgjfcm2;f_nqtuylnvzqfbe;f_o7swm3hzqqbsq;f_oco5n7vgujz3u;f_pjqxexhfvgxjo;f_q4t22dsm6qlge;f_q5wuc6s6jpkf2;f_queaip5i645zi;f_rhc73udni46ca;f_rsjufb6yl5dvo;f_rxheparjd6uce;f_u2kcf5rd2anxo;f_u5yrhdccyfht6;f_uee236cicwdgg;f_umhpnypzuhzmq;f_wlhijtpo7yhda;f_wobceiglcsmgw;f_wrqlestzvgk34;f_x6um5bb3es5ek;f_xbbzhmekjdles;f_yahsgprllnmb4;f_yfxoqmrjbs4dm;f_ytwhzlabfwte4;f_zqqcpdrsmiya4	Badaga: ondu boqddelle | Gondi: undī | Gondi: uncā | Badaga: ondāroṭṭu | Malayalam: onn-āka | PDr: *on-ṯu | Toda: onūṟ | Badaga: ondoṭṭu | Gondi: uṇḍī | Badaga: ondārutaṭe | Badaga: onduṭṭtu | Malayalam: onnalan | Tulu: oṇṭige | Gondi: undi | Malayalam: onnikka | Badaga: Andotṭtikka Haḷḷa | Kannada: ondu | Badaga: ondāvadu | Gondi: unṭʰal | Kannada: ondige | Badaga: ondāroṭṭtu | Malayalam: onnuka | Badaga: ondugadi | Gondi: unḍi | Kodagu: ondɨ | Kurux: oṇṭā | Malayalam: onnu | Kannada: oṇṭigitti | Tulu: oṇṭi | PDr: **onṯV | Tulu: onduni | Badaga: ondāsu | Kodagu: onna·ndɨ | Gondi: onḍ | Kannada: ondisu | Tulu: ondigɛ | Malto: ond | Kannada: oṇṭiga | Badaga: annondāvadu | Kota: ond- (ondy-) | Malto: ononti | Badaga: ondu | Konda: unṟi | Badaga: annondu | Kannada: oṇṭi | Kannada: ondike | Tulu: ondikɛ
