Entry_ID	Family_ID	Language_ID	Language_Outcome	Observed_Outcome	Evidence_Form	Form_ID	Record_Origin	Linked_Database_IDs	Database_Language_ID	Research_Correction	Original	Gloss	Source	Tags	Description	Borrowed_In_Path	Outcome_Note
d4876	d4876	Kurux	R	R	bincō	f_fz7pfqqu6wk7c	database	f_fz7pfqqu6wk7c	Kurux		bincō	firefly	dedr;burrow-emeneau1972den1[p. 413, entry 3994]			0	Initial m>b and quantity formation.
d4876	d4876	Kurux	R	R	bīnkō	f_vilmpumtrafme	database	f_vilmpumtrafme	Kurux		bīnkō	star	dedr			0	Initial m>b and quantity formation.
d4876	d4876	Kuwi	M	R	miṇs	f_ut3fdp7ebcmve	database	f_ut3fdp7ebcmve	Kuwi		miṇs-	to lighten	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Kuwi	M	R	miṇig	f_pnozxluairuqk	database	f_pnozxluairuqk	Kuwi		miṇig-	to shine	dedr;Mah-Kuwi		Mah.	0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Kuwi	M	R	mirsi mannai	f_o6l2xqz6vwx4k	database	f_o6l2xqz6vwx4k	Kuwi		mirsi mannai	to scintillate	dedr;S-Kuwi		S.	0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Kuwi	M	D	mṇih- (mṇist-)	f_mw27qjo2l2b5c	database	f_mw27qjo2l2b5c	Kuwi		mṇih- (mṇist-)	to lighten	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Kuwi	M	D	mṇīh- (mṇīst-)	f_zandevrtawxwy	database	f_zandevrtawxwy	Kuwi		mṇīh- (mṇīst-)	id., glitter	dedr;Isr-Kuwi		Isr.	0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Kuwi	M	D	mṇispu	f_2lttjyb5wtxxe	database	f_2lttjyb5wtxxe	Kuwi		mṇispu	lightening	dedr			0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Kuwi	M	D	mrih'nai	f_btyufpgvaac6y	database	f_btyufpgvaac6y	Kuwi		mrih'nai	to sparkle	dedr			0	Retained nasal/rhotic and displaced short/long variants.
d4876	d4876	Malayalam	R	R	minnuka	f_fvq5dtwsvwokw	database	f_fvq5dtwsvwokw	Malayalam		minnuka	to flash, shine	dedr			0	Separate short/long formations.
d4876	d4876	Malayalam	R	R	minnu	f_iv5ezh5kutvb2	database	f_iv5ezh5kutvb2	Malayalam		minnu	lightning	dedr			0	Separate short/long formations.
d4876	d4876	Malayalam	R	R	minnal	f_pxbgfjxlviklg	database	f_pxbgfjxlviklg	Malayalam		minnal	lightning	dedr			0	Separate short/long formations.
d4876	d4876	Malayalam	R	R	minuŋŋuka	f_unqrlbwhki6dk	database	f_unqrlbwhki6dk	Malayalam		minuṅṅuka	to glitter	dedr			0	Separate short/long formations.
d4876	d4876	Malayalam	R	R	minukkuka	f_ri5bkwoaqtlve	database	f_ri5bkwoaqtlve	Malayalam		minukkuka	to polish, varnish, make glitter	dedr			0	Separate short/long formations.
d4876	d4876	Malayalam	R	R	mīn	f_fxxg6zydeeq4e	database	f_fxxg6zydeeq4e	Malayalam		mīn	star	dedr			0	Separate short/long formations.
d4876	d4876	Malto	R	R	bínḍke	f_xohwfurej7yem	database	f_xohwfurej7yem	Malto		bínḍke	star	dedr			0	Initial m>b, retained vowel-before-nasal cluster.
d4876	d4876	Parji	R	R	minnal	f_x4zifkhvrhxja	database	f_x4zifkhvrhxja	Parji		minnal	spark	dedr			0	Strong nasal.
d4876	d4876	Tamil	R	R	miṉ	f_3gzf6ubvv4qvq	database	f_3gzf6ubvv4qvq	Tamil		miṉ	flash, glitter, lightning	dedr			0	Short nasal root and long star.
d4876	d4876	Tamil	R	R	miṉṉu	f_xe5wxn6c5qbcq	database	f_xe5wxn6c5qbcq	Tamil		miṉṉu (miṉṉi-)	to emit lightning, shine, glitter	dedr	verb Tamil-class-3 weak	(miṉṉi-)	0	Short nasal root and long star.
d4876	d4876	Tamil	R	R	miṉṉal	f_xcly27c5u5vuo	database	f_xcly27c5u5vuo	Tamil		miṉṉal	lightning; bright coin	dedr			0	Short nasal root and long star.
d4876	d4876	Tamil	R	R	miṉuŋku	f_e3xbdzwbwr3nw	database	f_e3xbdzwbwr3nw	Tamil		miṉuṅku (miṉuṅki-)	to glitter, shine, appear bright	dedr	verb Tamil-class-3 weak	(miṉuŋki-)	0	Short nasal root and long star.
d4876	d4876	Tamil	R	R	miṉukku	f_yyxrrsdnvynge	database	f_yyxrrsdnvynge	Tamil		miṉukku (miṉukki-)	to polish, brighten, beautify, make a display	dedr	verb Tamil-class-3 weak	(miṉukki-)	0	Short nasal root and long star.
d4876	d4876	Tamil	R	R	miṉmiṉi	f_hduu3sicjtnlo	database	f_hduu3sicjtnlo	Tamil		miṉmiṉi	firefly	dedr			0	Short nasal root and long star.
d4876	d4876	Tamil	R	R	mīṉ	f_hanpoldj244fi	database	f_hanpoldj244fi	Tamil		mīṉ	star	dedr			0	Short nasal root and long star.
d4876	d4876	Telugu	R	R	minuku	f_eeerujkaw4vh4	database	f_eeerujkaw4vh4	Telugu		min(u)ku	twinkling, twinkle, glitter, flash, ray of light; (K. also) to glitter, shine	dedr	verb		0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	minku	f_zdac3dluyegu6	database	f_zdac3dluyegu6	Telugu		min(u)ku	twinkling, twinkle, glitter, flash, ray of light; (K. also) to glitter, shine	dedr	verb		0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	miṇuku	f_xrvrpduxa7idi	database	f_xrvrpduxa7idi	Telugu		miṇuku	to glimmer, sparkle; glimmer, glimmering, sparkling	dedr	noun		0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	mincu	f_g6oxn5l54k3zw	database	f_g6oxn5l54k3zw	Telugu		mincu	a flash of lightning, shining, brilliancy; (K. also) to shine as lightning, shine	dedr	verb		0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	miṇũgu	f_gub7ugxbqwpfs	database	f_gub7ugxbqwpfs	Telugu		miṇũgu	spark of fire, firefly	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	miṇũguṟu	f_govtyxfjt2pjy	database	f_govtyxfjt2pjy	Telugu		miṇũguṟu	spark of fire, firefly	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	miḍũgu	f_tijmqwm7lsbd4	database	f_tijmqwm7lsbd4	Telugu		miḍũgu	spark of fire, firefly	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	miḍũguṟu	f_ntt4kimg4uxse	database	f_ntt4kimg4uxse	Telugu		miḍũguṟu	spark of fire, firefly	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	minna	f_vuepx772547kk	database	f_vuepx772547kk	Telugu		minna	a gem	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	minamina	f_dj55miiwszpgw	database	f_dj55miiwszpgw	Telugu		minamina	glitter, shining	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	minukkuranu	f_77ho3mtigr4fc	database	f_77ho3mtigr4fc	Telugu		minukkuranu	to twinkle	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Telugu	R	R	minuku-minukum-anu	f_mkqdkere4pzoc	database	f_mkqdkere4pzoc	Telugu		minuku-minukum-anu	to twinkle	dedr			0	Medial syncope and nasal/stop variations, no initial displacement.
d4876	d4876	Toda	R	R	mic- (mič-)	f_u7l5snpglkxrs	database	f_u7l5snpglkxrs	Toda		mic- (mič-)	to flash, lighten	dedr			0	Cluster loss in verb; long star retained.
d4876	d4876	Toda	R	R	mic	f_3wdeycd3zzz2e	database	f_3wdeycd3zzz2e	Toda		mic	lightning (in songs)	bhaskararao-toda2025[p. 104, entry 22]	noun		0	Cluster loss in verb; long star retained.
d4876	d4876	Toda	R	R	mic	f_w27oop76raccq	database	f_w27oop76raccq	Toda		mic	lightning (in songs)	dedr			0	Cluster loss in verb; long star retained.
d4876	d4876	Toda	R	R	mi·n	f_b5qg7b2j7yhp2	database	f_b5qg7b2j7yhp2	Toda		mi·n	star	dedr			0	Cluster loss in verb; long star retained.
d4876	d4876	Toda	R	R	mīn	f_54qoy5heol326	database	f_54qoy5heol326	Toda		miːn	fish; star, poːl-miːn ‘comet (tail-star)’; kwaːṛ-koːlt-s̱ poːn-s̱ miːn koḍy- pïk muḍ-ïyi ‘It is not possible to see stars in the sky in monsoon season’ (lit. monsoon-in sky-in stars for-seeing not.possible)	bhaskararao-toda2025[p. 106, entry 11];bhaskararao-toda-notes[p. 77, 207]	noun		0	Cluster loss in verb; long star retained.
d4876	d4876	Tulu	R	R	miṇuku	f_aqdcj5k6pk5u6	database	f_aqdcj5k6pk5u6	Tulu		miṇuku	sparkling	dedr			0	Retained nasal, vowel variants.
d4876	d4876	Tulu	R	R	meṇuku	f_5fxeq6mrefiwg	database	f_5fxeq6mrefiwg	Tulu		meṇuku	sparkling	dedr			0	Retained nasal, vowel variants.
d4876	d4876	Tulu	R	R	meṇakɯ	f_mlqbsilcq7ia6	database	f_mlqbsilcq7ia6	Tulu		meṇaků	sparkling	dedr			0	Retained nasal, vowel variants.
d4876	d4876	Tulu	R	R	minukuni	f_bsmtuktvqwdj4	database	f_bsmtuktvqwdj4	Tulu		minukuni	to shine, sparkle, glitter	dedr			0	Retained nasal, vowel variants.
d4876	d4876	Tulu	R	R	miñcuni	f_224wrmnljiiqg	database	f_224wrmnljiiqg	Tulu		miñcuni	to shine, sparkle, glitter	dedr			0	Retained nasal, vowel variants.
d4876	d4876	Tulu	R	R	meñcuni	f_nfsvizcvpwac2	database	f_nfsvizcvpwac2	Tulu		meñcuni	to shine, sparkle, glitter	dedr			0	Retained nasal, vowel variants.
d4876	d4876	Tulu	R	R	miṇimiṇi	f_f3zliu7u7uotu	database	f_f3zliu7u7uotu	Tulu		miṇimiṇi	twinkling, glistening, dimly shining	dedr			0	Retained nasal, vowel variants.
d4876	d4876	markodi	R	R	idiminnal	f_xjrv7xuwcsszw	database	f_xjrv7xuwcsszw	markodi		idiminːʌl	Lightning	canvin2025	dialect:markodi:markodi_vannarkadav:Vannarkadav		0	Compound lightning term.
d4737	d4737	Gondi	R	R	malanji	f_53am7zb2l7s22	database	f_53am7zb2l7s22	Gondi		malanj(i)	eel-like fish	dedr	dialect:Gondi:maria:Maria	Ma.	0	Full and reduced lateral forms.
d4737	d4737	Gondi	R	R	malanj	f_fcx4qxs6jqpbi	database	f_fcx4qxs6jqpbi	Gondi		malanj(i)	eel-like fish	dedr	dialect:Gondi:maria:Maria	Ma.	0	Full and reduced lateral forms.
d4737	d4737	Gondi	R	R	malāj	f_fg67n7jemknbw	database	f_fg67n7jemknbw	Gondi		malāj	fish called tambū in Hindi (<i>Voc.</i> 2750)	dedr;Tr-Gondi	dialect:Gondi:betul:Betul	Tr.	0	Full and reduced lateral forms.
d4737	d4737	Konda	R	R	malŋu moya	f_ettgihwhq3oos	database	f_ettgihwhq3oos	Konda		malŋu moya	a kind of fish	dedr			0	Medial syncope, fish compound.
d4737	d4737	Kui	D	D	mrāu ( mrānga)	f_ijpzwnmwc64zk	database	f_ijpzwnmwc64zk	Kui		mrāu ( mrānga)	eel	dedr	pl		0	Displaced lateral-derived cluster.
d4737	d4737	Kurux	O	O	mińj	f_hqgq43eurggvq	database	f_hqgq43eurggvq	Kurux		mińj	id. DED (S, N) 3877	dedr			0	Possible medial lateral loss, not secure initial exchange.
d4737	d4737	Kuwi	A	A	mṇiya	f_w7toprxfneht4	database	f_w7toprxfneht4	Kuwi		mṇiya	id	dedr;Isr-Kuwi		Isr.	0	Possible secondary nasal in displaced cluster; vowel/taxonomy unresolved.
d4737	d4737	Tamil	R	R	malaŋku	f_c32idc2skdht4	database	f_c32idc2skdht4	Tamil		malaṅku	eel	dedr			0	Full low-vowel lateral.
d4737	d4737	Telugu	R	R	malũgu	f_mwnw7dw5d3fl4	database	f_mwnw7dw5d3fl4	Telugu		malũgu	a sort of fish	dedr			0	Lateral retained, variable ending.
d4737	d4737	Telugu	R	R	maluga	f_oi32qky25xxiq	database	f_oi32qky25xxiq	Telugu		maluga	a kind of eel	dedr;B-Telugu		B.	0	Lateral retained, variable ending.
d4737	d4737	Tulu	R	R	malejji	f_osy6mh54etvsk	database	f_osy6mh54etvsk	Tulu		malejji	a kind of fish	dedr;B-K-Tulu		B-K.	0	Lateral retained, ending differs.
d4756	d4756	Gondi	R	R	maṛso ( -rk)	f_l35cjgbh6ycjm	database	f_l35cjgbh6ycjm	Gondi		maṛso ( -rk)	husband	dedr	pl dialect:Gondi:yavatmal:Yavatmal	Y.	0	Full apical stems; mans variant preserved.
d4756	d4756	Gondi	R	R	maṛsur	f_ley5keoqroewi	database	f_ley5keoqroewi	Gondi		maṛsur	husband	dedr		F-H.	0	Full apical stems; mans variant preserved.
d4756	d4756	Gondi	R	R	māṛsāl	f_xescmkez72oo4	database	f_xescmkez72oo4	Gondi		māṛsāl	man	dedr;W-Gondi;Ph-Gondi	dialect:Gondi:mandla:Mandla	W. Ph.	0	Full apical stems; mans variant preserved.
d4756	d4756	Gondi	R	R	māṛsālor	f_h4vupt5cgb4s2	database	f_h4vupt5cgb4s2	Gondi		māṛsālor	mankind	dedr			0	Full apical stems; mans variant preserved.
d4756	d4756	Gondi	R	R	mai-mansāl	f_aitmj3bfxq47k	database	f_aitmj3bfxq47k	Gondi		mai-mansāl	man and wife, male and female (<i>Voc.</i> 2747)	dedr;Tr-Gondi	dialect:Gondi:betul:Betul	Tr.	0	Full apical stems; mans variant preserved.
d4756	d4756	Kui	D	D	mṛeha	f_3msd6avrtamqs	database	f_3msd6avrtamqs	Kui		mṛeha	male	dedr			0	Displaced base plus gender formations.
d4756	d4756	Kui	D	D	mṛehenju	f_smjmd2jbnm37y	database	f_smjmd2jbnm37y	Kui		mṛehenju	man, boy, husband	dedr			0	Displaced base plus gender formations.
d4756	d4756	Kui	D	D	mṛehali	f_6qrvd6dmedt54	database	f_6qrvd6dmedt54	Kui		mṛehali	woman, girl, wife	dedr			0	Displaced base plus gender formations.
d4756	d4756	Kuwi	D	D	mṛeha	f_5t5alwgr3g6aq	database	f_5t5alwgr3g6aq	Kuwi		mṛeha	man	dedr	dialect:Kuwi:sunkar:Sunkarametta	Su.	0	Displaced cluster with secondary rhotic/lateral/nasal variants.
d4756	d4756	Kuwi	D	D	mṛēha	f_hd2b7zasgc7ni	database	f_hd2b7zasgc7ni	Kuwi		mṛēha	man	dedr;F-Kuwi		F.	0	Displaced cluster with secondary rhotic/lateral/nasal variants.
d4756	d4756	Kuwi	D	D	mleha	f_twwnqnrmftb6o	database	f_twwnqnrmftb6o	Kuwi		mleha	man	dedr;S-Kuwi		S.	0	Displaced cluster with secondary rhotic/lateral/nasal variants.
d4756	d4756	Kuwi	D	D	mneha	f_f4ml7zh4xgcje	database	f_f4ml7zh4xgcje	Kuwi		mneha	man	dedr;S-Kuwi		S.	0	Displaced cluster with secondary rhotic/lateral/nasal variants.
d4756	d4756	Kuwi	D	D	mṇēha	f_i76yjnpma6xya	database	f_i76yjnpma6xya	Kuwi		mṇēha	id., husband	dedr;Isr-Kuwi		Isr.	0	Displaced cluster with secondary rhotic/lateral/nasal variants.
d4756	d4756	Malto	R	R	muṛse	f_qesgtjwokob7c	database	f_qesgtjwokob7c	Malto		muṛse	man, i.e. male	dedr			0	Independent full apical forms.
d4756	d4756	Malto	R	R	muṛso	f_gnnck2nfkctbm	database	f_gnnck2nfkctbm	Malto		muṛso	male, with reference to plants. DEDS 772	dedr			0	Independent full apical forms.
d4756	d4756	Malto	R	R	muṛsoti	f_rn7j3yrtwggqg	database	f_rn7j3yrtwggqg	Malto		muṛsoti	of man, belonging to man	dedr			0	Independent full apical forms.
d4756	d4756	Malto	R	R	muṛs-maqe	f_xsopkbftfs53m	database	f_xsopkbftfs53m	Malto		muṛs-maqe	male child	dedr			0	Independent full apical forms.
d4756	d4756	Malto	R	R	muṛsti	f_zvtahuaqpxxrm	database	f_zvtahuaqpxxrm	Malto		muṛsti	of man, belonging to man	dedr			0	Independent full apical forms.
d931	d931	Gadaba	A	A	oskap- (oskat-)	f_kqzm37jz4eveu	database	f_kqzm37jz4eveu	Gadaba		oskap- (oskat-)	to remove	dedr;Oll-Gadaba		Oll.	0	Additional s complicates exact formation.
d931	d931	Gondi	A	A	akanā	f_eag776tudko7y	database	f_eag776tudko7y	Gondi		akanā	to take, bring, carry (<i>Voc.</i> 1)	dedr;L-Gondi	dialect:Gondi:maria:Maria	L.	0	Vocalism/formation comparison uncertain.
d931	d931	Konda	R	R	ok- (-t-)	f_fwb6554unwhys	database	f_fwb6554unwhys	Konda		ok- (-t-)	to carry on the head or shoulder in a container	dedr			0	Nonapical root and alternative causative.
d931	d931	Konda	R	R	okis	f_2r6cf5adfp7au	database	f_2r6cf5adfp7au	Konda		okis-	to carry on the head or shoulder in a container	dedr	caus		0	Nonapical root and alternative causative.
d931	d931	Kui	R	R	opka (&lt; ok-p-; okt-)	f_ej6yqr6zxl3iy	database	f_ej6yqr6zxl3iy	Kui		opka (&lt; ok-p-; okt-)	to remove in loads, cart; carting, cartage	dedr	noun		0	No apical event; k-p>p-k recorded separately.
d931	d931	Kuwi	R	R	okʰ'nai	f_whhvimxmktnzm	database	f_whhvimxmktnzm	Kuwi		okh'nai	to remove	dedr;S-Kuwi		S.	0	Retained nonapical base.
d931	d931	Parji	R	R	okp- (okt-)	f_tjsfmo6xctd76	database	f_tjsfmo6xctd76	Parji		okp- (okt-)	to remove in loads, cart	dedr			0	Retained velar-labial formative.
d931	d931	Pengo	R	R	ok- (-t-)	f_gilmy7mjdm5jo	database	f_gilmy7mjdm5jo	Pengo		ok- (-t-)	to carry harvest from field	dedr			0	Nonapical base.
d945	d945	Kannada	R	R	oḍan	f_obt243e6o4lj6	database	f_obt243e6o4lj6	Kannada		oḍan	union, together, as soon as; with	dedr			0	Full compound and base.
d945	d945	Kannada	R	R	oḍam	f_h4pi2mhwstsig	database	f_h4pi2mhwstsig	Kannada		oḍam	union, together, as soon as; with	dedr			0	Full compound and base.
d945	d945	Kannada	R	R	oḍa	f_ebt2nr6hne3ni	database	f_ebt2nr6hne3ni	Kannada		oḍa	union, together, as soon as; with	dedr			0	Full compound and base.
d945	d945	Kannada	R	R	oḍam-baḍu	f_hsvsx4znkafea	database	f_hsvsx4znkafea	Kannada		oḍam-baḍu	to agree, consent	dedr			0	Full compound and base.
d945	d945	Kannada	R	R	oḍa-baḍu	f_pzc26eulf2ipc	database	f_pzc26eulf2ipc	Kannada		oḍa-baḍu	to agree, consent	dedr			0	Full compound and base.
d945	d945	Kannada	R	R	oḍa-baḍike	f_3kqbxfwljt4hm	database	f_3kqbxfwljt4hm	Kannada		oḍa-baḍike	agreement, treaty	dedr			0	Full compound and base.
d945	d945	Kota	R	R	o·ṛ	f_ssvy7ba6p3ojo	database	f_ssvy7ba6p3ojo	Kota		-o·ṛ	id	dedr			0	Comitative suffix, source hyphen lost in database.
d945	d945	Malayalam	R	R	uṭan	f_c3mvr7vjjkwr6	database	f_c3mvr7vjjkwr6	Malayalam		uṭan	together with, at once	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	uṭam-peṭuka	f_67yxcrx3svxb2	database	f_67yxcrx3svxb2	Malayalam		uṭam-peṭuka	to agree	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	uṭam-paṭi	f_pqebtbbwfqau4	database	f_pqebtbbwfqau4	Malayalam		uṭam-paṭi	agreement, contract	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	uṭanma	f_hcd5qhon44alw	database	f_hcd5qhon44alw	Malayalam		uṭanma	friendship, relation	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	uṭama	f_rltmkwqbmlfy4	database	f_rltmkwqbmlfy4	Malayalam		uṭama	friendship, relation	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	uṭappam	f_ghlvja3dv4nus	database	f_ghlvja3dv4nus	Malayalam		uṭappam	friendship, relation	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	oṭu	f_qna3qufqh76i4	database	f_qna3qufqh76i4	Malayalam		-oṭu	with	dedr			0	Same structure with morphology/assimilation.
d945	d945	Malayalam	R	R	ōṭu	f_hxnl67w2zjoos	database	f_hxnl67w2zjoos	Malayalam		-ōṭu	with	dedr			0	Same structure with morphology/assimilation.
d945	d945	Tamil	R	R	uṭaṉ	f_dlempusmulmdw	database	f_dlempusmulmdw	Tamil		uṭaṉ	together with, altogether, immediately after, at once	dedr			0	Base, compounds and grammatical forms.
d945	d945	Tamil	R	R	uṭam-paṭu	f_526s5jljo5psu	database	f_526s5jljo5psu	Tamil		uṭam-paṭu	to harmonize	dedr			0	Base, compounds and grammatical forms.
d945	d945	Tamil	R	R	uṭaṉ-paṭu	f_mm6dhw5kd2kns	database	f_mm6dhw5kd2kns	Tamil		uṭaṉ-paṭu	to agree, yield	dedr			0	Base, compounds and grammatical forms.
d945	d945	Tamil	R	R	uṭaṉ-pāṭu	f_mjecmj4togxgi	database	f_mjecmj4togxgi	Tamil		uṭaṉ-pāṭu	consent, concord	dedr			0	Base, compounds and grammatical forms.
d945	d945	Tamil	R	R	uṭam-paṭikkai	f_v267njruttrxy	database	f_v267njruttrxy	Tamil		uṭam-paṭikkai	contract, agreement, promise	dedr			0	Base, compounds and grammatical forms.
d945	d945	Tamil	R	R	oṭu	f_rhlg5s67ou2hu	database	f_rhlg5s67ou2hu	Tamil		-oṭu	with	dedr			0	Base, compounds and grammatical forms.
d945	d945	Tamil	R	R	ōṭu	f_q5tdffu5hexe2	database	f_q5tdffu5hexe2	Tamil		-ōṭu	with	dedr			0	Base, compounds and grammatical forms.
d945	d945	Telugu	R	R	oḍam-baḍu	f_boh2xgn5soehs	database	f_boh2xgn5soehs	Telugu		oḍam-baḍu	to consent, agree	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Telugu	R	R	oḍã-baḍu	f_bwy3j6ihqp7da	database	f_bwy3j6ihqp7da	Telugu		oḍã-baḍu	to consent, agree	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Telugu	R	R	oḍam-baḍika	f_iush2p4luhw7s	database	f_iush2p4luhw7s	Telugu		oḍam-baḍika	agreement, consent, treaty	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Telugu	R	R	oḍã-baḍika	f_ctdqva4dt4rys	database	f_ctdqva4dt4rys	Telugu		oḍã-baḍika	agreement, consent, treaty	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Telugu	R	R	oḍam-baṟacu	f_7n4ymhbjuw2si	database	f_7n4ymhbjuw2si	Telugu		oḍam-baṟacu	to persuade	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Telugu	R	R	oḍã-baṟacu	f_64jd3qtgd5hjq	database	f_64jd3qtgd5hjq	Telugu		oḍã-baṟacu	to persuade	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Telugu	R	R	oḍã-bāṭu	f_vauftgg2y5a3i	database	f_vauftgg2y5a3i	Telugu		oḍã-bāṭu	consent, assent. DED(S) 798	dedr			0	Full initial vowel preserved; nasal boundary variants.
d945	d945	Toda	R	R	-vɨṛ	f_7zb4jab5luxle	database	f_7zb4jab5luxle	Toda		-wïṛ	(1) of the sociative case, with, along with, possessed of	bhaskararao-toda2025[p. 275, entry 9];emeneau-toda1984[p. 84];bhaskararao-toda-notes[p. 193]	suffix		0	Suffix and together form, separate prosody.
d945	d945	Toda	R	R	-vɨṛ	f_ncbygu723qjee	database	f_ncbygu723qjee	Toda		-wïṛ	(2) (with S of a verb + agreement suffix) if, when (subordinate C)	bhaskararao-toda2025[p. 275, entry 10];emeneau-toda1984[p. 138]	suffix		0	Suffix and together form, separate prosody.
d945	d945	Toda	R	R	vɨṛ	f_wahabpr2o4vvu	database	f_wahabpr2o4vvu	Toda		-wïṛ	with, after	dedr			0	Suffix and together form, separate prosody.
d945	d945	Toda	R	R	vɨṭk	f_ue7vz4io6p37q	database	f_ue7vz4io6p37q	Toda		wïṭk	together, undivided	dedr			0	Suffix and together form, separate prosody.
d945	d945	Toda	R	R	vɨṭk	f_vxsvdqavufr6y	database	f_vxsvdqavufr6y	Toda		wïṭk	together, undivided	bhaskararao-toda2025[p. 276, entry 16]	adv		0	Suffix and together form, separate prosody.
d945	d945	Tulu	A	R	oḍa	f_lbwzcdltnvfoa	database	f_lbwzcdltnvfoa	Tulu		oḍa	with	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	R	oḍam-baḍipuni	f_ezwcblbsf47fw	database	f_ezwcblbsf47fw	Tulu		oḍam-baḍipuni	to consent, agree, be pleased	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	R	oḍam-baḍigɛ	f_gzcree32e4zdq	database	f_gzcree32e4zdq	Tulu		oḍam-baḍigè	agreement, consent, treaty	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	R	oḍam-baḍikɛ	f_p5parcwzgg3uu	database	f_p5parcwzgg3uu	Tulu		oḍam-baḍikè	agreement, consent, treaty	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	A	dambaḍipuni	f_jbpz77o6sq2dw	database	f_jbpz77o6sq2dw	Tulu		dambaḍipuni	to please, reconcile, appease, persuade	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	A	dambaḍiyuni	f_nqtork3w3hqtk	database	f_nqtork3w3hqtk	Tulu		dambaḍiyuni	to please, reconcile, appease, persuade	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	A	dambaḍisuni	f_hrb3d3vatnwji	database	f_hrb3d3vatnwji	Tulu		dambaḍisuni	to please, reconcile, appease, persuade	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d945	d945	Tulu	A	A	dambaḍigɛ	f_etefmkpqdadqq	database	f_etefmkpqdadqq	Tulu		dambaḍigè	delight, pleasure, love, acquiescence, persuasion	dedr			0	Full versus aphaeretic compound; not diagnosed as literal exchange.
d1595	d1595	Badaga	A	A	kiri moguḍu	f_woapi3pfi6yxk	database	f_woapi3pfi6yxk	Badaga		kiri moguḍu	large ball of hay or cloth, ca 0.8 m in diameter, which is put inside the topmost ko:lu of a gudikaṭ to complete the funerary structure	hockings-pilotraichoor1992[p. 172, col. 1]	noun uncertain		0	Uncertain semantic linkage.
d1595	d1595	Brahui	R	R	kirrefing	f_srub3m5ir5kl6	database	f_srub3m5ir5kl6	Brahui		kirrefing	to turn a hand-mill	emeneau1997brahui[p. 444, §10]	verb tr caus		0	Directly checked new causative in Emeneau 1997 p.444 §10.
d1595	d1595	Gondi	R	R	kīrkand	f_ktw7qwnlqkkj4	database	f_ktw7qwnlqkkj4	Gondi		kīrkand	a whirligig, water-beetle (<i>Voc.</i> 710)	dedr;Tr-Gondi	dialect:Gondi:betul:Betul	Tr.	0	Long compound derivative.
d1595	d1595	Kannada	R	R	giṟi	f_4wgdv7qzenigu	database	f_4wgdv7qzenigu	Kannada		giṟi	whirling, going round	dedr			0	Variable suffixes and gemination.
