Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status	Scope	In_Independent_Input_Screen	In_Prior_Cluster_Triage	In_Local_Stop_Process_Audit
d4370	pūvam		dedr-reflex	5	3	0	Malayalam;Tamil	*Pū(v)-	f_saj77bso6sswa				entry	not-in-current-full-casebook	0	0	0
d4371	pūval		dedr-reflex	5	3	0	Gondi;Malayalam;Tamil	*Pū(v)-al	f_pozetkln7naqy		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4372	pūvaṉ		dedr-reflex	5	3	0	Malayalam;Tamil;Tulu	*pū-	f_p4pyqqm36j7to				entry	not-in-current-full-casebook	0	0	0
d4373	pūvan		dedr-reflex	14	12	1	Badaga;Kannada;Konda;Koraga;Kota;Malayalam;Telugu;Tulu	*pūnǯ-	f_qybw3vfrv7yds	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical	punju	entry	not-in-current-full-casebook	0	0	0
d4374	pūṛ̆		dedr-reflex	13	11	2	Kannada;Konda;Kota;Tamil;Telugu;Tulu	*pūr-	f_pzeahq6mz737w	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	puriḍi-piṭṭa | pūrēḍu	entry	not-in-current-full-casebook	1	0	0
d4375	pɨł̣moζm		dedr-reflex	6	4	0	Kodagu;Tamil;Toda	*pūẓ-i	f_zqhfzdyags2tk	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4376	*pūẓ-		merriam-pdr	39	37	5	Badaga;Kannada;Kodagu;Kolami;Kota;Kurux;Malayalam;Naikri;Telugu;Toda;pampa	*pūẓ-	d4376;f_2svwfquo74ofw	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	pūḍupu | pūḍpu | pūḍucu | pūḍu | pūḍcu	entry	not-in-current-full-casebook	1	0	0
d4377	pūḷ		dedr-reflex	11	9	0	Badaga;Malayalam;Toda;Tulu	*pūḷ-	f_y62vqwbtah2ay	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4378	pūḷai		dedr-reflex	6	4	0	Malayalam;Tamil	*Pūḷ-ai	f_lbtw6uws2b3c4	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4379	*pūr_-		merriam-pdr	10	8	1	Brahui;Kodagu;Malayalam;Tamil;Telugu;Tulu	*pūr_-	d4379;f_n254hhct3fmow	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical	pūḍa	entry	not-in-current-full-casebook	1	0	0
d438	iṭi		dedr-reflex	17	15	0	Badaga;Gondi;Kota;Malayalam;Tamil;Toda;markodi	*iṭi (-pp-, -tt-)	f_thmaz2zzxlwcs	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4380	*pūn-		merriam-pdr	5	3	2	Parji;Telugu	*pūn-	d4380;f_2oixqsvwz5szg	long-vowel-apical-control	long-vowel-apical-control	poṇaka | pūne	entry	not-in-current-full-casebook	0	0	0
d4381	peŋga		dedr-reflex	7	5	1	Kannada;Telugu;Tulu	*peŋk-	f_slsr4r3p7qmxw		nonapical-control	peŋke	entry	not-in-current-full-casebook	0	0	0
d4382	*pē-		merriam-pdr	19	17	0	Gadaba;Gondi;Parji	*pē-	d4382;f_v6tvkocb5gego		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4383	besada		dedr-reflex	5	3	1	Kannada;Telugu	*bes- (*v-) (?)	f_qtox43lduoaxc	nonapical-control	nonapical-control	besta	entry	not-in-current-full-casebook	0	0	0
d4384	*poc-		merriam-pdr	6	4	3	Parji;Telugu	*poc-	d4384;f_pquywym7awp5m	nonapical-control	nonapical-control	peccu | peccika | pecce	entry	not-in-current-full-casebook	0	0	0
d4385	*peṇ-kk-	tile	krishnamurti-pfeiffer	23	19	3	Gondi;Kannada;Kodagu;Kuwi;Malto;Pengo;Telugu;Tulu	*peṇ-kk- | *peṇ-kk | *pīṇ-	d4385;f_2noeuhu3ssjzo;f_6n5vlcxyvjfs6;f_w6oe3wswe3k4u	long-vowel-apical-control;postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical	pencika | pencu | peŋku	entry	not-in-current-full-casebook	1	0	0
d4386	*peḍ-		merriam-pdr	14	12	6	Kannada;Kolami;Malayalam;Telugu	*peḍ-	d4386;f_7jbhgzq7gtqam	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	peṭilu | peḍulu | peṭapeṭal-āḍu | peṭulu | peṭapeṭa | peṭlu	entry	not-in-current-full-casebook	1	0	0
d4387	*peṭ-		merriam-pdr	7	5	1	Kannada;Kolami;Malayalam;Tamil;Telugu	*peṭ-	d4387;f_vatfnkyv2toqs	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	baṭṭa	entry	not-in-current-full-casebook	1	0	0
d4388	*peṭṭi	box	krishnamurti-pfeiffer	22	19	1	Badaga;Kannada;Kodagu;Malayalam;Parji;Tamil;Telugu;Toda;Tulu	*peṭṭi | *peṭ-	d4388;f_xgogockcgfkfi;f_yd2xpv457o744	geminate-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peṭṭe	entry	not-in-current-full-casebook	1	0	0
d4389	*Peṭ-		merriam-pdr	12	10	1	Badaga;Kannada;Kolami;Kota;Telugu;Tulu	*Peṭ-	d4389;f_l4fultv2whcx2	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peṭṭu	entry	not-in-current-full-casebook	1	0	0
d4390	heṭṭu		dedr-reflex	7	5	1	Kannada;Konda;Koraga;Telugu	*Peṭ-	f_uuhrbtbi4skcy	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	peṭṭu	entry	not-in-current-full-casebook	1	0	0
d4391	peṭṭu		dedr-reflex	5	3	0	Kodagu;Tamil	*peṭ-	f_cjlc5ktud6prw	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4392	veṭṭaṉavu		dedr-reflex	42	40	10	Badaga;Kannada;Kota;Kui;Kurux;Tamil;Telugu;Tulu	*veṭ-	f_f4yvy34jbnl3c	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	beṭṭidapu | beṭṭidūḍu | peṭuku | beṭṭidurālu | beṭṭidamu | beṭṭa | beṭṭu | beḍiyu | beḍāda | beḍidamu	entry	not-in-current-full-casebook	1	0	0
d4393	peṭṭ-eṉal		dedr-reflex	8	6	0	Kota;Malayalam;Tamil;Tulu	*peṭ-	f_dupqddi3mqw4w	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4394	peṭṭe		dedr-reflex	19	17	1	Badaga;Gondi;Kannada;Konda;Kuwi;Telugu;Tulu	*beḍ-a	f_opzt4nqmjvagu	short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peḍḍa	entry	not-in-current-full-casebook	1	0	0
d4395	*peṇ	female of an animal/bird; woman; marriage	krishnamurti-pfeiffer	145	135	8	Badaga;Brahui;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kuwi;Malayalam;Malto;Naiki;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu;markodi	*peṇ | *pēn | *peṇ-(ḍ)li | *peṭ- | *peṇ-li | *peṇ-ṭṭ-i | *peṇ-ḍli	d4395;f_36i43w5b54vmc;f_3dlwuwefpthre;f_gedigpvltukma;f_i2noa7ded3g3u;f_nlx6mpx7uavxc;f_nsk7pmqj4cu7k;f_svxttmvcir6xy;f_vay5rxwfgmdci;f_yavbmcz56jfg4	long-vowel-apical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peḷḷi | peṇḍlamu | peṇḍili | peṇṭi | peṇḍli | peṭṭa | peṇḍlāmu | pelli	entry	not-in-current-full-casebook	1	0	0
d4396	beṇe		dedr-reflex	5	3	0	Kannada;Tulu	*vēṇ-ai (*b-)	f_luxitqkjuvidm	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d4397	*penḍ-		merriam-pdr	8	6	0	Gadaba;Kannada;Konda;Kuwi;Tulu	*penḍ-	d4397;f_kgt7jjnylzydu	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d4398	*penḍ-		merriam-pdr	8	6	0	Gondi;Kui;Parji	*penḍ-	d4398;f_f3pxqb2vxxa5a	postapical-cluster;short-vowel-apical	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d4399	peṇḍeya		dedr-reflex	8	6	5	Kannada;Telugu	*penḍ- (?)	f_t4snc4a4x3knu	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	peṇḍeramu | peṇḍēramu | peṇḍaramu | peṇḍemu | peṇḍāramu	entry	not-in-current-full-casebook	0	0	0
d44	ajara-nīli		dedr-reflex	6	4	0	Kannada;Tulu	*aǯara	f_mcce6fwxobtzm		nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d440	iḍi		dedr-reflex	6	4	0	Kannada;Kodagu;Tulu;pampa	*iḍ-i-	f_7v7tod3z2tlsk	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4400	*pedav-		merriam-pdr	13	11	1	Gadaba;Gondi;Kolami;Konda;Naiki;Naikri;Telugu;Tulu	*pedav-	d4400;f_nx6pnxunuqk7a	nonapical-control	long-vowel-apical-control;nonapical-control;short-vowel-apical	pedavi	entry	not-in-current-full-casebook	1	0	0
d4401	bidaṟ		dedr-reflex	31	29	5	Kannada;Konda;Kuwi;Telugu;Tulu	*bedar_-	f_iqqmzbuhxepvy	nonapical-control	nonapical-control	bedarupōtu | bedarincu | bedaru | beduru | bedarimpu	entry	not-in-current-full-casebook	0	0	0
d4402	petek		dedr-reflex	8	6	0	Kuwi;Pengo	*pVteka	f_nhwy4n7nmojyg		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4403	benda (bendi-)		dedr-reflex	8	6	0	Kui;Kuwi	*pend- (caus. *pet-)	f_gp3gekecggjk6	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d4404	*pend-		merriam-pdr	4	2	0	Gondi;Parji	*pend-	d4404;f_lwhozcb6dkjds	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d4405	pendala-kaḍa		dedr-reflex	7	5	4	Konda;Telugu	*pendal-	f_zbb6vcavi6s3u	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	pendalāḍan | pendala-kaḍan | pendalāḍa | pendala-kaḍa	entry	not-in-current-full-casebook	0	0	0
d4406	*bebḍ-		merriam-pdr	6	4	0	Gondi;Kolami;Naikri	*bebḍ-	d4406;f_jzpjr2jskdij6	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4407	*poy- / *poy-t-		krishnamurti-pfeiffer	38	34	2	Badaga;Gondi;Kannada;Kodagu;Kolami;Koraga;Kota;Kurux;Kuwi;Malayalam;Malto;Naiki;Tamil;Telugu	*poy- / *poy-t- | *poj- | *poy- / *poy-t | **poy	d4407;f_czegjk7eaotry;f_y3teujrlhdnim;f_zexymmt756fr4	nonapical-control	nonapical-control	pō̃ta | pōyu	entry	not-in-current-full-casebook	0	0	0
d4408	pey		dedr-reflex	11	9	1	Kota;Tamil;Telugu;Toda	*pej-	f_mz6u5oeb2ue7y	nonapical-control	nonapical-control	pēru	entry	not-in-current-full-casebook	0	0	0
d4409	peyar		dedr-reflex	19	17	0	Malayalam;Tamil;Tulu	*pis-Vr-	f_3dav2ppdadjxo	nonapical-control	long-vowel-apical-control;nonapical-control		entry	not-in-current-full-casebook	1	0	0
d441	iṭiñcil		dedr-reflex	4	2	0	Malayalam;Tamil	*iṭiñcil	f_qc7dq72mw6vlk	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4412	*per-		merriam-pdr	14	12	2	Gondi;Kolami;Tamil;Telugu;Toda;Tulu	*per-	d4412;f_dvnagmnnqhkiy	short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	pera | perayī̃ga	entry	not-in-current-full-casebook	1	0	0
d4413	perukilai		dedr-reflex	9	6	0	Malayalam;Tamil	*PIr-ag- | *Per-ug-	f_ae744rjxnp376;f_t24rizjfdbwi6	short-vowel-apical	short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4414	*ber-		merriam-pdr	12	10	2	Kui;Kuwi;Parji;Tamil;Telugu	*ber-	d4414;f_p2wpgubx2u3ne	short-vowel-apical	postapical-cluster;short-vowel-apical	perugu | pempu	entry	not-in-current-full-casebook	1	0	1
d4415	perukku		dedr-reflex	11	9	1	Kannada;Malayalam;Tamil;Telugu	*par-	f_7nwevnirwefjs	short-vowel-apical	short-vowel-apical	poraka	entry	not-in-current-full-casebook	1	0	0
d4416	peruccāḷi		dedr-reflex	6	4	0	Kodagu;Malayalam;Tamil	*per-cāẓ- (?)	f_pqpwrcnn3mipg	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4417	**perV		krishnamurti-pfeiffer	16	14	2	Badaga;Kannada;Kurux;Telugu;Tulu	**perV | *PIr-	d4417;f_anwuia3k7mmt4	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	beraḍu | baraḍu	entry	not-in-current-full-casebook	1	0	0
d4419	*pēẓ-		merriam-pdr	12	10	1	Kannada;Parji;Tamil;Telugu;Tulu	*pēẓ-	d4419;f_yg7vpvlwsblec	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical	pelukuṟu	entry	not-in-current-full-casebook	1	0	0
d4420	beḷava		dedr-reflex	6	4	2	Kannada;Telugu	*beḷ- (*v-)	f_ojpvckalbq5ys	short-vowel-apical	short-vowel-apical	beḷava | beḷa-guvva	entry	not-in-current-full-casebook	1	0	0
d4421	*pēṯ-	curd; to curdle	krishnamurti-pfeiffer	45	40	4	Badaga;Gadaba;Kannada;Kodagu;Kolami;Kota;Kuwi;Malayalam;Naikri;Parji;Tamil;Telugu;Toda;Tulu	*pēṯ- | *per_- | *pēṯ | *peṯ-uku | *peṯ-V	d4421;f_4t4mgyiqoqwno;f_lp7mswcen27ts;f_q54t75icjzm76;f_zeowzlblzcwna	long-vowel-apical-control;postapical-cluster;short-vowel-apical	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	pēruḍu | perũgu | pēru | pēṟu	entry	not-in-current-full-casebook	1	0	0
d4422	*ped_-		merriam-pdr	87	85	2	Badaga;Gondi;Kannada;Kodagu;Kolami;Kota;Malayalam;Naikri;Parji;Tamil;Telugu;Toda;Tulu	*ped_-	d4422;f_7nphrbzoyjqwm	nonapical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peṭṭu | perayu	entry	not-in-current-full-casebook	1	0	0
d4423	*peṯ- / *peṯ-t-		krishnamurti-pfeiffer	56	52	3	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Koraga;Kui;Kurux;Kuwi;Malayalam;Malto;Naikri;Parji;Tamil;Telugu;Toda;Tulu	*peṯ- / *peṯ-t- | *ped_- | **peṯV | *peṯ- / *peṯ-t	d4423;f_apbhla6e3zw2e;f_b7gns6gi5kmg2;f_exwrzdr4vntjq	nonapical-control;postapical-cluster;short-vowel-apical	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peṟuku | perku | peruku	entry	not-in-current-full-casebook	1	0	1
d4424	peṟ- (peRt-)		dedr-reflex	4	2	0	Konda;Pengo	*pez-	f_yw6nlgpisxfma		short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4425	peṟṟam		dedr-reflex	14	12	2	Malayalam;Tamil;Telugu;Tulu	*ped_-	f_4v6qgeufntx5y	nonapical-control	geminate-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peṟũgu | peṟugu	entry	not-in-current-full-casebook	1	0	0
d4426	be·		dedr-reflex	6	4	0	Gondi;Kota;Kurux	*bē	f_xf37scmxsccbc				entry	not-in-current-full-casebook	0	0	0
d4427	bē'enā (biccyas)		dedr-reflex	4	2	0	Kurux;Malto	*bej-	f_czakfv7cwzmlc	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4428	bēk		dedr-reflex	6	4	0	Brahui;Kurux;Malto	*bēk- (*v-) (?)	f_g4lbnex4whxzq		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4429	pēca		dedr-reflex	8	6	1	Kannada;Kodagu;Telugu;Tulu	*pēč-	f_667ujr52gvtbc			pēci	entry	not-in-current-full-casebook	0	0	0
d4431	e·c pa·c		dedr-reflex	20	18	0	Kannada;Kodagu;Kota;Toda;Tulu	*pēS-	f_zloj5h5xazt7w				entry	not-in-current-full-casebook	0	0	0
d4432	pēnj- (pēnc-)		dedr-reflex	5	3	0	Kui;Kuwi;Pengo	*pēnǯ-	f_naro4qpeltlim	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	0	0	0
d4433	**pēcV-		krishnamurti-pfeiffer	11	8	0	Konda;Kui;Kurux;Kuwi;Malto;Manda;Pengo	**pēcV- | **pēcV | *pēnǯ-	d4433;f_dxowjlbekkupw;f_ea3qmowthn5ne	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d4434	pēṭi		dedr-reflex	37	35	2	Badaga;Kannada;Kodagu;Malayalam;Tamil;Telugu;Tulu;pampa	*pēḍ-	f_jha3wqo5w5as2	long-vowel-apical-control	long-vowel-apical-control	pēḍe | pēḍi	entry	not-in-current-full-casebook	1	0	0
d4435	pēṭu		dedr-reflex	4	2	0	Malayalam;Tamil	*pēṬ-	f_ziy73kfwuqzdi	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4436	pēṇ		dedr-reflex	20	18	6	Badaga;Malayalam;Tamil;Telugu	*pēṇ-	f_dyr6rnxmm3j5e	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	pempu | penucu | penupu | pempuḍu | pempakamu | pencu	entry	not-in-current-full-casebook	1	0	0
d4437	*pēd-		merriam-pdr	18	16	6	Badaga;Gadaba;Kannada;Tamil;Telugu;Tulu	*pēd-	d4437;f_esofmrt5usebw		long-vowel-apical-control;nonapical-control	pēda | pēdatanamu | pēdaṟikamu | pēdaṟimi | pēdarālu | pēdagilu	entry	not-in-current-full-casebook	1	0	0
d4439	bēroṇ		dedr-reflex	5	3	0	Kui;Manda;Pengo	*bēr-ʔoṛi	f_a6oqsseo34a6m	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4440	bēru		dedr-reflex	4	2	0	Kannada;Tulu	*bēr- (*v-)	f_pin7x6cn45lgs	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4441	*pēṇṭ-V	cattle dung	krishnamurti-pfeiffer	27	23	4	Badaga;Gondi;Kolami;Konda;Naikri;Telugu	*pēṇṭ-V | *pēṇṭ-V (< *pēḷ-nt-) | *pēnḍ-	d4441;f_brd2f7cjh26ga;f_wcfxylffwwn7c;f_wipj4gtxr45bq	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical	pē̃ḍa | peṇṭa | peṇṭika | peṇḍa	entry	not-in-current-full-casebook	1	0	0
d4442	pēṛ̆ai		dedr-reflex	9	7	0	Kodagu;Kuwi;Malayalam;Tamil;Toda	*pēẓ-	f_bw3lojtz34ecq	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4443	pēṛ̆ai-maram		dedr-reflex	6	4	0	Malayalam;Tamil	*Pēẓ-ai	f_6syvsc3e37yok	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4444	pa·ḷ		dedr-reflex	15	13	1	Badaga;Kannada;Kodagu;Kota;Telugu;Toda;Tulu	*bēḷ-	f_c5ogatwk7pm6w	long-vowel-apical-control	long-vowel-apical-control;nonapical-control	bēḍalu	entry	not-in-current-full-casebook	1	0	0
d4445	bēḷ		dedr-reflex	6	4	1	Kannada;Telugu	*bēḷ- (*v-)	f_jmaeulm3gu7cy	long-vowel-apical-control	long-vowel-apical-control	bēla	entry	not-in-current-full-casebook	1	0	0
d4446	*pēd_- (*-r_-)		merriam-pdr	37	35	7	Badaga;Gadaba;Gondi;Kannada;Kodagu;Konda;Kota;Kuwi;Malayalam;Malto;Manda;Pengo;Tamil;Telugu;Tulu	*pēd_- (*-r_-)	d4446;f_3m7jho23ynsfo		geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	peṟikāṭamu | pērcu | peṟuku | pērupu | pērucu | pērpu | peṟika	entry	not-in-current-full-casebook	1	0	0
d4447	pēṟ- (-it-)		dedr-reflex	11	9	0	Konda;Kui;Kuwi;Manda;Pengo	*pēR-	f_qweynrh5qi6fo	long-vowel-apical-control	long-vowel-apical-control;nonapical-control		entry	not-in-current-full-casebook	1	0	0
d4448	pe·r		dedr-reflex	6	4	0	Kota;Toda	*pēr_-	f_wvoz4hxdscvum	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d4450	pai		dedr-reflex	24	22	1	Badaga;Kannada;Malayalam;Tamil;Telugu;Tulu	*pas-	f_7bdftgna4erfy	nonapical-control	nonapical-control	asimi	entry	not-in-current-full-casebook	0	0	0
d4451	pai		dedr-reflex	5	3	2	Kannada;Telugu	*paj-	f_2aoyw2wprysok	nonapical-control		pai | payi	entry	not-in-current-full-casebook	0	0	0
d4452	*po-	; to perforate	krishnamurti-pfeiffer	137	71	5	Badaga;Gadaba;Gondi;Kannada;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Naikri;Parji;Pengo;Tamil;Telugu;Tulu	*po- | *po | **pottV | *pot- | *pō-k- | *pō- | *pō-kk-	d4452;f_aoqvr6d7ybce4;f_gffjzuame5oku;f_j3w4bhttudgie;f_mjekv6tv5rdwc;f_oohp7qhj72haa;f_pvatlpqgehmno;f_spstomcc2ydri	nonapical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	bokki | bokka | bonda | pokka | botta	entry	not-in-current-full-casebook	1	0	0
d4454	*pok-Vḷ-	; imperial pigeon	krishnamurti-pfeiffer	16	11	0	Gondi;Kolami;Kurux;Kuwi;Malayalam;Malto;Parji	*pok-Vḷ- | *pok-Vḷ | **pokV | *pogVn-	d4454;f_7gvdwr6efkpko;f_cciocbqrl3e6o;f_gpzfnzed6ldg6;f_xx4wzol6ve6ho	nonapical-control	long-vowel-apical-control;nonapical-control		entry	not-in-current-full-casebook	1	0	0
d4455	*pok-		merriam-pdr	51	49	4	Gondi;Kannada;Kodagu;Kolami;Kota;Kurux;Kuwi;Malayalam;Malto;Manda;Naiki;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*pok-	d4455;f_rhcw5vv6qe4ok	nonapical-control	long-vowel-apical-control;nonapical-control	bugga | pō̃ta | bobba | pokku	entry	not-in-current-full-casebook	1	0	0
d4456	pukai		dedr-reflex	8	6	3	Tamil;Telugu;Tulu	*pog-	f_usz6niqslxcxc	nonapical-control	nonapical-control	pogulu | povulu | pokku	entry	not-in-current-full-casebook	0	0	0
d4457	pohānā		dedr-reflex	8	6	0	Gondi;Konda	*poh-	f_amvblmxijdgf4	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4458	*bokaṇ-		merriam-pdr	14	12	6	Kannada;Kolami;Malayalam;Tamil;Telugu;Tulu	*bokaṇ-	d4458;f_7iix7nm5umkrc	nonapical-control	nonapical-control	bokkaniya | bokkaṇamu | poŋkanamu | bokkena | bokkasamu | boŋkaṇamu	entry	not-in-current-full-casebook	0	0	0
d4459	pokkam		dedr-reflex	18	16	6	Kannada;Kuwi;Malayalam;Tamil;Telugu;Tulu	*pos-	f_6wuj655rmm7ia	nonapical-control	nonapical-control	boŋkulā̃ḍu | boŋkincu | boŋku | boŋkari | poccemu | boŋkulā̃ḍi	entry	not-in-current-full-casebook	0	0	0
d4460	*pok-kuẓ-V-	navel	krishnamurti-pfeiffer	67	61	2	Badaga;Belari;Brahui;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Koraga;Kota;Kui;Kurux;Kuwi;Malayalam;Manda;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*pok-kuẓ-V- | *pok-kuẓ-V | *pod-k-	d4460;f_2z45sr6mg72jq;f_itfzl42zu7rci;f_qiuuk2sgcibaa;f_xss2nyteknsqg;f_ztgbux5cndvqy	nonapical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	boḍḍu | pokkili	entry	not-in-current-full-casebook	1	0	0
d4461	*pok-		merriam-pdr	5	3	1	Kolami;Naikri;Telugu	*pok-	d4461;f_3ffhjiq5yl7os	nonapical-control	nonapical-control	poka	entry	not-in-current-full-casebook	0	0	0
d4462	pokᵒl		dedr-reflex	5	3	0	Kurux;Malto	*pokl	f_vbf4mutp2s27y	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4463	**pokV		krishnamurti-pfeiffer	16	14	0	Gondi;Kannada;Kolami;Kota;Kurux;Malto;Parji;Tamil;Toda	**pokV | *bonck- (?)	d4463;f_h2ogb2x5ukhw2	nonapical-control;postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d4464	*bokṛ-		merriam-pdr	6	4	0	Gondi;Naiki	*bokṛ-	d4464;f_c6xuukkvjyvdy	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4465	pōkṛa		dedr-reflex	9	7	0	Konda;Kui;Kuwi;Pengo	*pokl-a	f_gptppp6btqnp6	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4466	boggã		dedr-reflex	7	5	0	Kannada;Tulu	*bogg-	f_een6s7aeexx6g	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d4467	*bog- (*posaŋ-?)		merriam-pdr	10	8	1	Brahui;Gadaba;Kolami;Kuwi;Malto;Parji;Telugu	*bog- (*posaŋ-?)	d4467;f_yob2vhh7r3mys	nonapical-control	nonapical-control	boggu	entry	not-in-current-full-casebook	0	0	0
d4468	poŋgara		dedr-reflex	7	5	0	Badaga;Kannada;Tulu	*poŋar-	f_2qwd4nfgbsdqw		postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
