Partition	Family_ID	Entry_IDs	Language_ID	Raw_Language_IDs	Outcome_State	Has_D	Has_R	Has_O	Has_A	Has_B	Attested	Reviewed	Has_Unreviewed_Attested_Member	N_Database_Records	N_Unique_Cited_Form_IDs	Evidence_IDs	Evidence_Forms
sensitivity	sensitivity:d919	d919	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_dtvv7f7vi6gmw;f_ythridsqv4z6a	ēṉai
sensitivity	sensitivity:d919	d919	Telugu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d919	d919	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	5	5	f_b3fxye4zdewuq;f_eplqynjgkuy4u;f_eyqsca5dp55fa;f_kpnccpj5nw7kk;f_xfveb57p7ridi	oḍar;oḍarcisu;oḍarcu;oḍaricu;oḍarisu
sensitivity	sensitivity:d944	d944	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Malayalam		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_xonljylst26m6	oḍamu
sensitivity	sensitivity:d944	d944	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d944	d944	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Badaga	Badaga	R-bearing-no-D	0	1	0	0	0	1	1	0	10	6	f_dgcmezux4n27q;f_im6cxisx6siru;f_jqvxjo6bt4ezo;f_nx7jsdvar7kb6;f_w25c6r73y63hy;f_zejx5qjkn57n6	hode;iluode;ode;odeda ilu
sensitivity	sensitivity:d946;d949	d946;d949	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Gadaba	Gadaba	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_u5lthtgq477iu	or
sensitivity	sensitivity:d946;d949	d946;d949	Gondi	Gondi	R-bearing-no-D	0	1	0	1	0	1	1	0	20	19	f_2mheadgxnahqs;f_3pam2m3xjnoxc;f_5y573cdccjpp2;f_6y77yosquwugu;f_ccudzufsp436q;f_dbjo7fkrv4446;f_e4khtqcmollvu;f_gj66jfa2gjanm;f_h5hwhznnjwk7e;f_ic3btus7w5a3o;f_jwx6bw23e2p5w;f_kfinkt5dusk42;f_m53hrsxfq5jbg;f_m6vvzyi76nysg;f_mocf22vvkxk5u;f_nprcf27vkesm4;f_pgviull563yik;f_pwb2amox55v54;f_yuj4ynrfvb6yc	ohtānā;orih;orsahtānā;oruŋ;ureht;urih;uris;uruht;urung;urut;urŋg;vōhtānā;vōṛānā;ōh;ōr
sensitivity	sensitivity:d946;d949	d946;d949	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	10	10	f_a7whzsnk3ccmm;f_ar6fxppvwycee;f_b2nq432nxazm6;f_ccai5kxzv3kke;f_cyj2njeeos7k4;f_frmo7unko7xxo;f_fuolmijxtlqu4;f_shivpfaayggji;f_sy4kov6jwpxq2;f_zspg7ek33ak4s	oḍaka;oḍaku;oḍe;oḍi;oḍisu;oṭṭe;uḍi;uḍisu;ōṭe
sensitivity	sensitivity:d946;d949	d946;d949	Kodagu	Kodagu	R-bearing-no-D	0	1	0	0	0	1	1	0	4	4	f_i34pukz24dqqw;f_l6xtr2xed6gts;f_rdt7u6xcpmj2y;f_wb53yd7odaxz6	oḍa- (oḍap- oḍat-);oḍe;oḍe- (oḍev-, oḍand-);oḍeve
sensitivity	sensitivity:d946;d949	d946;d949	Kolami	Kolami	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_ie2u5zw3625q6;f_ulmwa57et4dlu	o·ḍ- (o·ḍt-);o·ṭ- (o·ṭt-)
sensitivity	sensitivity:d946;d949	d946;d949	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Koraga	Koraga	R-bearing-no-D	0	1	0	0	0	1	1	0	4	4	f_5hkjfrqgtewva;f_axec6g2tj4yna;f_hzmzymx55ikum;f_uvp3nk3dwprj6	oḍi;oḍpu;uḍe
sensitivity	sensitivity:d946;d949	d946;d949	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	11	6	f_36ylfoweagkeo;f_3z65ev3edilq6;f_blf5dgjt4b5km;f_czmftlfvv2ppi;f_evmsniodrkjr4;f_xweflpsin652s	o·ṭ;oṛ;oṛc- (oṛc-);oṛv- (oṛd-);ōṭ
sensitivity	sensitivity:d946;d949	d946;d949	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Kui	Kui	R-bearing-no-D	0	1	0	0	0	1	1	0	3	1	f_6ecr3n2xtr4vo	ōja (ōji-)
sensitivity	sensitivity:d946;d949	d946;d949	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Kuwi	Kuwi	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_bbmtexckjnhhi;f_vmllg3zgg2qkg	ōh- (ōst-);ōy- (-it-)
sensitivity	sensitivity:d946;d949	d946;d949	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	10	8	f_gzh24yhtogasy;f_hlf44wggbfr3m;f_jrorjfmcnz6rw;f_lfmhejoabhod6;f_smkyf33q7udba;f_stoha43vss4mc;f_ugkax6swmb7aq;f_uhpruwliuubjk	oṭappu;oṭicil;oṭikka;oṭiyuka;oṭiśil;uṭayuka;uṭekka;ōṭṭa
sensitivity	sensitivity:d946;d949	d946;d949	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Naiki	Naiki	R-bearing-no-D	0	1	0	0	0	1	1	0	4	3	f_7qxwzvpqnpgi2;f_thzmg7aczjsbq;f_zel4x35juklwi	oṭp;uṭup;ōṛ- (ōṭṭ-)
sensitivity	sensitivity:d946;d949	d946;d949	Naikri	Naikri	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_dgeix5dvsydje;f_qu2mqq6zj5ezk	ōṛ;ōṭ
sensitivity	sensitivity:d946;d949	d946;d949	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Parji	Parji	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_bngvlrbbawcb6;f_i7vixgxyu7hzw	ōḍ;ōṭip- (ōṭit-)
sensitivity	sensitivity:d946;d949	d946;d949	Pengo	Pengo	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_ft4lzpqr7omrk	ōh- (ōst-)
sensitivity	sensitivity:d946;d949	d946;d949	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	11	9	f_2m5hf4apfa5me;f_3kvrpbdwhstmk;f_4du62vsivgg6g;f_6gq74khsn32ru;f_ehxqtl6dmoxv4;f_eico5vnju5k2c;f_lezcaxozqg3wk;f_wen74ee4ysi4o;f_yefc3mscxvc7u	noṭi;oṭi;oṭicil;oṭipu;oṭivu;uṭai;uṭaippu;uṭaivu;ōṭṭai
sensitivity	sensitivity:d946;d949	d946;d949	Telugu	Telugu	R-bearing-no-D	0	1	0	1	0	1	1	0	12	12	f_6cxpxo4sb2uim;f_7hutfmnq652hm;f_a3cbv6dnc5bgk;f_emxjfkbzjimb2;f_k4dxgy5pl5sh6;f_ll4gg5ma5tdam;f_me42mnggarnti;f_r4cr3l7kqdnf6;f_rohipkyxygvdm;f_ur45wnxpnvdva;f_xwidhwwm63rua;f_zdnudiw5vkyhk	oḍapi;oḍisela;oḍiyu;oḍucu;ōḍincu;ōḍu;ōṭami;ōṭamu;ōṭaṟu;ōṭi;ōṭu;ōṭāṟu
sensitivity	sensitivity:d946;d949	d946;d949	Toda	Toda	R-bearing-no-D	0	1	0	0	0	1	1	0	13	5	f_dmvk6lqtpyego;f_jhwpqg4h6kc62;f_kpd3njlemixdi;f_styex3lw2jzgk;f_y6swdkmyrrrbo	vaṛ aḍy;vaṛ- (vaṛQ-);vaṛf- (vaṛt-);vɨṛy- (vɨṛs-)
sensitivity	sensitivity:d946;d949	d946;d949	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	13	9	f_4yqart634d2ao;f_52xcgu67qmvi6;f_cqxvlyp6lzire;f_eklq2hpbqvske;f_eu323dit5sexy;f_gs7hox4ohr7jq;f_izwuw33wqnogi;f_mfqqizbqnzine;f_oh3ywme5irw6m	oḍepuni;oḍeyuni;oḍipuni;oḍiyuni;oḍka;oḍpuni;oṭṭe;uḍepuni;uḍevuni
sensitivity	sensitivity:d946;d949	d946;d949	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d946;d949	d946;d949	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Badaga	Badaga	R-bearing-no-D	0	1	0	0	0	1	1	0	3	3	f_gqjor4i6mfbh2;f_gw53kte63rw3w;f_ip3ghvloofqp2	ode;ode hūva sāstira;ode hūvadu
sensitivity	sensitivity:d947	d947	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	9	9	f_7xscppto7n7kk;f_cieknbfj4lghu;f_gyp5kmneiqp4u;f_hz7orilxm5mdg;f_j4olvwdpjee2a;f_kefi7mix7rkzc;f_qll34bjooen62;f_r4ssg36ushd2e;f_w3af7rty4bfoo	uḍa;uḍalu;uḍe;uḍi;uḍil;uḍlu;uḍu;uḍulu
sensitivity	sensitivity:d947	d947	Kodagu	Kodagu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_wv4p2htthe4lq	oḍi katti
sensitivity	sensitivity:d947	d947	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kota	Kota	R-bearing-no-D	0	1	0	0	0	1	1	0	3	3	f_6v42476kqn474;f_d5ulaeyv5wosk;f_u3dtlwu3qvhhy	oṛ;oṛ kaṭ;oṛkaṭ
sensitivity	sensitivity:d947	d947	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Malayalam	Malayalam	R-bearing-no-D	0	1	0	1	0	1	1	0	6	4	f_54khjkwc4gfie;f_edhtbbnvgexps;f_tc2fceo7qhjhy;f_u4jqcwkjxlhs2	oṭi;oṭuku;uṭa;uṭampu
sensitivity	sensitivity:d947	d947	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Naikri	Naikri	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_5s6n2h7ol34l4	oḍḍi
sensitivity	sensitivity:d947	d947	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Tamil		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_cgnu6ylmljwls;f_wzr5zbjqbykfu	oḍi;oḍi-kaṭṭu
sensitivity	sensitivity:d947	d947	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Tulu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d947	d947	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Badaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	5	5	f_bg3hogdvx63qo;f_daeyg7iv4y33w;f_eubbxyzkmu5wg;f_qmsesyz4jrsma;f_wavcfng32a5wm	oḍise;oḍucu;uḍacu;uḍi;uḍucu
sensitivity	sensitivity:d950	d950	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kolami		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kota		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kudiya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kurux		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Kuwi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	MalaMalasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	MalaPulaya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Malasar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Malayalam	Malayalam	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_olsldmd63erfk;f_wurk5vl6tjp22	oṭikkuru;oṭuvu
sensitivity	sensitivity:d950	d950	Malto		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Manda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Mannan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Muduga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Muthuvan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Naiki		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Naikri		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Paliya		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	PaluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Parji		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Pengo		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Sholaga		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Tamil	Tamil	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_53tnbctqwe2mc;f_unhmc2b7pbppy	oṭu;oṭu-kkaṭṭi
sensitivity	sensitivity:d950	d950	Telugu	Telugu	R-bearing-no-D	0	1	0	0	0	1	1	0	2	2	f_hhssj6t2t7jlq;f_m6lm7i263q2q6	oḍise-gaḍḍa;vaḍise-gaḍḍa
sensitivity	sensitivity:d950	d950	Toda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	Tulu	Tulu	R-bearing-no-D	0	1	0	0	0	1	1	0	1	1	f_f646foecdm64a	oḍi
sensitivity	sensitivity:d950	d950	Urali		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d950	d950	markodi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	AluKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Badaga	Badaga	other-no-DR	0	0	1	0	0	1	1	0	1	1	f_ktraht4pd6cwe	okku
sensitivity	sensitivity:d954	d954	Belari		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	BettaKurumba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Brahui		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Eravallan		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Gadaba		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Gondi		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Irula		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Kadar		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Kannada	Kannada	R-bearing-no-D	0	1	0	0	0	1	1	0	5	5	f_ky66dlg7oa7ls;f_q7ois6kk7rx6s;f_t3xnoapa6lyse;f_vyevjlnd4hp7o;f_wiobnmejjstve	uḍagisu;uḍagu;uḍugisu;uḍugu;uḍukisu
sensitivity	sensitivity:d954	d954	Kodagu		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Kolami	Kolami	uncertain-no-DR	0	0	0	1	0	1	1	0	2	2	f_7m6rmnthcfms4;f_pg6n22bqose32	ūrp;ūḍp
sensitivity	sensitivity:d954	d954	Konda		missing	0	0	0	0	0	0	0	0	0	0		
sensitivity	sensitivity:d954	d954	Koraga		missing	0	0	0	0	0	0	0	0	0	0		
