ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status	Research_Group	DEDR_ID	Accepted_Root_ID	Immediate_Parent_ID	Immediate_Kind	Borrowed_In_Path	Clade	Is_Dravidian	Candidate_Flags	Database_Language_ID	Research_Correction	Record_Origin	Linked_Database_IDs	Annotation_Entry_ID	Annotation_Family_ID	Individually_Cited_Evidence	Observed_Token_Outcome	Language_Review_Status
f_v7zhpqil333c4	Pengo	guspaṭi	short			guspaṭi	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_v7zhpqil333c4	d1851	d1851	0	not-individually-adjudicated	O
f_vfq273fq4xusu	Badaga	kunda	weak man, deficient man; male nickname			kunda			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 183, col. 2]	Hockings and Pilot-Raichoor cite DEDR 1851			d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Badaga		database	f_vfq273fq4xusu	d1851	d1851	0	not-individually-adjudicated	R
f_vgfignfzqc7tk	Pengo	guhuṭi	short			guhuṭi	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_vgfignfzqc7tk	d1851	d1851	0	not-individually-adjudicated	O
f_vkuh7dnbh5noa	PDr	*koṯ-a	to become short			*koṯ-a				merriam2026dravidiandb[record 6206, DEDR 1851];krishnamurti	Upstream reconstruction attribution: Krishnamurti, 2003.			d1851	d1851	d1851	d1851	variant	0	Old Dravidian	1	short-vowel-apical	PDr		database	f_vkuh7dnbh5noa	d1851	d1851	0	not-individually-adjudicated	not-reviewed
f_vlh66wrsm7jnc	Koraga	kudde	dwarf			kudde	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	nonapical-control	Koraga		database	f_vlh66wrsm7jnc	d1851	d1851	1	O	O
f_vrc3kwynjrr5g	Badaga	cinnakutti	small finger			cinnakutti			noun uncertain	hockings-pilotraichoor1992[p. 260, col. 2]	Hockings and Pilot-Raichoor cite DEDR 2594, 1851			d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Badaga		database	f_vrc3kwynjrr5g	d1851	d1851	0	not-individually-adjudicated	R
f_vrvipwqcov7da	Tamil	kuṟu	to become short, contract, shrink			kuṟu (-pp-, -tt-)	0:	(-pp-, -tt-)	verb Tamil-class-6 strong	dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_vrvipwqcov7da	d1851	d1851	1	R	R
f_w72oqbsu2dn4u	Malayalam	kuṟu	short, little, brief			kuṟu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_w72oqbsu2dn4u	d1851	d1851	1	R	R
f_wg6wjsszcbbrc	Telugu	koṟa	defect, want			koṟa	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian II	1	short-vowel-apical	Telugu		database	f_wg6wjsszcbbrc	d1851	d1851	1	R	A
f_wiudnp7yarq3m	PDr	*kuṯ-V	short			*kuṯ-V	0:			krishnamurti				d1851	d1851	d1851	d1851	variant	0	Old Dravidian	1	short-vowel-apical;postapical-cluster	PDr		database	f_wiudnp7yarq3m	d1851	d1851	0	not-individually-adjudicated	not-reviewed
f_wmzi5hit42c44	Kannada	guccu	smallness, dwarfishness			guccu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_wmzi5hit42c44	d1851	d1851	0	not-individually-adjudicated	R
f_wvaihh2te34ww	Toda	kuṟ-es̱	Eugeniacalophyllifolia(i.e.short-leaf)withsmallleaves(hasaritual purpose). RSLST 72, DEDR 1851, TGT 111 (kuṟes̱)			kuṟ-es̱			noun	bhaskararao-toda2025[p. 82, entry 21];emeneau-toda1984[p. 111];bhaskararao-toda-notes[p. 62, 196]	Bhaskararao and Kobayashi cite DEDR 1851			d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Toda		database	f_wvaihh2te34ww	d1851	d1851	0	not-individually-adjudicated	R
f_x3kh6mkql44vy	Kota	ko	to be stooped over with age; huddled up (shivering); shriveled up; fetal position			ko			variant	wolf-kota[p. 21, entry 6]	Variant or conjugational stem of koṛng-			d1851	d1851	d1851	f_awdbwl43navgy	variant	0	S. Dravidian I	1		Kota		database	f_x3kh6mkql44vy	d1851	d1851	0	not-individually-adjudicated	R
f_xhvwkgjennzgs	Kannada	kunduvike	decreasing, etc			kunduvike	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kannada		database	f_xhvwkgjennzgs	d1851	d1851	0	not-individually-adjudicated	R
f_xkugfxeb73cys	Kodagu	korate	diminishing			korate	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Kodagu		database	f_xkugfxeb73cys	d1851	d1851	1	R	R
f_xq4jzo2bcocsu	Pengo	guhu	short			guhu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian II	1	nonapical-control	Pengo		database	f_xq4jzo2bcocsu	d1851	d1851	1	O	O
f_xtjql6fdpuvdm	Badaga	Kakkoreyya Betta	name of a hill ca 1945 m in elevation, 7 km. of Kotagiri, where the preliminary puja is done for the Hette Habba at Be:rage:ṇi			Kakkoreyya Betta			noun proper-noun uncertain	hockings-pilotraichoor1992[p. 119, col. 1]	(q.v.; < kakku +kore+ayya+betta, ‘vomit+removing+Lord+mountain’); Hockings and Pilot-Raichoor cite DEDR 1079, 1851, 196, 5474			d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	nonapical-control	Badaga		database	f_xtjql6fdpuvdm	d1851	d1851	0	not-individually-adjudicated	R
f_xxpvpcde76dca	Kota	kurk- (kurky-)	to make small, diminish			kurk- (kurky-)	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_xxpvpcde76dca	d1851	d1851	0	not-individually-adjudicated	R
f_y7itxwpeluciy	Kota	korv	deficiency, want, fault			korv	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Kota		database	f_y7itxwpeluciy	d1851	d1851	0	not-individually-adjudicated	R
f_yd45zscvww736	Toda	kvaṟ-(kvaṟθ-)	(1)tobereducedinsizeoresteem, tobecomeshortasalimb			kwaṟ-(kwaṟθ-)			verb intr	bhaskararao-toda2025[p. 88, entry 27];bhaskararao-toda-notes[p. 66]	Bhaskararao and Kobayashi cite DEDR 1851			d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1		Toda		database	f_yd45zscvww736	d1851	d1851	0	not-individually-adjudicated	R
f_yksb2egqeyv24	Konda	guRi	short, small, little			guRi	0:	BB		dedr;BB-Konda				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian II	1	short-vowel-apical	Konda		database	f_yksb2egqeyv24	d1851	d1851	0	not-individually-adjudicated	R
f_yv5mnfz46qoja	Malayalam	kuṟumpu	infant			kuṟumpu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_yv5mnfz46qoja	d1851	d1851	0	not-individually-adjudicated	R
f_yvmddwe7qu7gg	Telugu	kundakamu	defect, want, loss, damage			kundakamu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian II	1	short-vowel-apical;postapical-cluster	Telugu		database	f_yvmddwe7qu7gg	d1851	d1851	0	not-individually-adjudicated	A
f_zd6qotgbocon2	Toda	kuṟx-	to be short, to be shortened; to shrink			kuṟx-			verb intr	bhaskararao-toda2025[p. 83, entry 3];emeneau-toda1984[p. 48];bhaskararao-toda-notes[p. 62]	Bhaskararao and Kobayashi cite DEDR 1851			d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Toda		database	f_zd6qotgbocon2	d1851	d1851	0	not-individually-adjudicated	R
f_zgu55c65m6rau	Malayalam	kuṟē	little, less, minus			kuṟē	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_zgu55c65m6rau	d1851	d1851	0	not-individually-adjudicated	R
f_zjc7psqnnlisq	Kannada	koṟate	state of being curtailed, deficiency, want, defect, fault			koṟate	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_zjc7psqnnlisq	d1851	d1851	0	not-individually-adjudicated	R
f_zkg2khz3fiq2c	Malayalam	kuṟiyatu	what is short			kuṟiyatu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_zkg2khz3fiq2c	d1851	d1851	0	not-individually-adjudicated	R
f_znlfzorwfbloe	Kannada	kuṟaḷ	shortness, littleness			kuṟaḷ	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Kannada		database	f_znlfzorwfbloe	d1851	d1851	1	R	R
f_zpkssqcq6wcbe	Tamil	kuṟaivu	lack, deficiency, defect, small quantity, poverty			kuṟaivu	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Tamil		database	f_zpkssqcq6wcbe	d1851	d1851	0	not-individually-adjudicated	R
f_zuudze2pvtmy4	Kodagu	koru	defect, deficiency			koru	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Kodagu		database	f_zuudze2pvtmy4	d1851	d1851	1	R	R
f_zx4yvb2jdx4pe	Malayalam	kuṟukkan	jackal			kuṟukkan	0:			dedr				d1851	d1851	d1851	d1851	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_zx4yvb2jdx4pe	d1851	d1851	0	not-individually-adjudicated	R
d1853	PDr	gukku							not-reconstructed	dedr[entry 1853, DED(S) 1539];dedr			entry	d1853	d1853	d1853			0	Old Dravidian	1	nonapical-control	PDr		database	d1853	d1853	d1853	0	not-individually-adjudicated	not-reviewed
f_2rlum77zevrca	Kuwi	gūssali (gūst-)	id			gūssali (gūst-)	0:	F.		dedr;F-Kuwi				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1		Kuwi		database	f_2rlum77zevrca	d1853	d1853	1	R	R
f_34tb3yh3t5bxm	Telugu	gukkẽḍu	a gulp			g(r)ukkẽḍu	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_34tb3yh3t5bxm	d1853	d1853	1	R	A
f_3xutzxrh75jjs	Kui	gohpa (goht-)	to swallow			gohpa (goht-)	0:	P.		dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Kui		database	f_3xutzxrh75jjs	d1853	d1853	1	R	R
f_4cucykwff4zrk	Kuwi	gʰoh'nai	to drink			ghoh'nai	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1		Kuwi		database	f_4cucykwff4zrk	d1853	d1853	0	not-individually-adjudicated	R
f_4zlyymfxd6dkm	Kuwi	guh- (gust-)	to swallow			guh- (gust-)	0:	Su. Isr.	dialect:Kuwi:sunkar:Sunkarametta	dedr;Isr-Kuwi				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Kuwi		database	f_4zlyymfxd6dkm	d1853	d1853	1	R	R
f_75sdavyetwmbu	Kuwi	goh- (gost-)	to drink. DED(S) 1539			goh- (gost-)	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Kuwi		database	f_75sdavyetwmbu	d1853	d1853	1	R	R
f_7ptbn4zleepc6	Kuwi	guh'nai	to devour, swallow, gulp			guh'nai	0:	S.		dedr;S-Kuwi				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Kuwi		database	f_7ptbn4zleepc6	d1853	d1853	0	not-individually-adjudicated	R
f_avwmcx7qbtg6a	Manda	guh- (-t-)	id			guh- (-t-)	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Manda		database	f_avwmcx7qbtg6a	d1853	d1853	1	R	R
f_ede6du3ig6h5g	Telugu	grukka	a gulp			g(r)rukka	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1		Telugu		database	f_ede6du3ig6h5g	d1853	d1853	1	A	A
f_func7wi3uk3rk	Kui	guhpa (guht-)	id.; act of swallowing			guhpa (guht-)	0:		noun	dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Kui		database	f_func7wi3uk3rk	d1853	d1853	1	R	R
f_ghicuoray7rg6	Telugu	grrukka	a gulp			g(r)rukka	0:			dedr				d1853	d1853	d1853	f_ede6du3ig6h5g	variant	0	S. Dravidian II	1		Telugu		database	f_ghicuoray7rg6	d1853	d1853	1	A	A
f_htazepwjyntaq	Kannada	gukku	to draw a deep breath whilst speaking, so that a faltering of speech takes place; drawing a deep breath and emitting an inarticulate, suppressed sound; a mouthful			gukku	0:		noun	dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian I	1	nonapical-control	Kannada		database	f_htazepwjyntaq	d1853	d1853	1	R	R
f_qjgqmsthgtehy	Pengo	gūh- (gūst-)	to swallow			gūh- (gūst-)	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1		Pengo		database	f_qjgqmsthgtehy	d1853	d1853	1	R	R
f_uyvp2zup34zws	Telugu	grukku	to gulp liquid			grukku	0:	K.		dedr;K-Telugu				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1		Telugu		database	f_uyvp2zup34zws	d1853	d1853	1	A	A
f_x5xigyh4zbpgs	Telugu	gukkili	a gulp			g(r)ukkili	0:			dedr				d1853	d1853	d1853	d1853	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_x5xigyh4zbpgs	d1853	d1853	1	R	A
f_yprm3jh45xwdk	Telugu	grukkili	a gulp			g(r)ukkili	0:			dedr				d1853	d1853	d1853	f_x5xigyh4zbpgs	variant	0	S. Dravidian II	1		Telugu		database	f_yprm3jh45xwdk	d1853	d1853	1	A	A
f_zauholzpmreqq	Telugu	grukkẽḍu	a gulp			g(r)ukkẽḍu	0:			dedr				d1853	d1853	d1853	f_34tb3yh3t5bxm	variant	0	S. Dravidian II	1		Telugu		database	f_zauholzpmreqq	d1853	d1853	1	A	A
f_zlgorow5nkrty	PSTDr	*gukk-	to draw a deep breath whilst speaking, so that a faltering of speech takes place; n. drawing a deep breath and emitting an inarticulate, suppressed sound; a mouthful; a gulp; to swallow; to drink, swallow			gukk-				merriam2026dravidiandb[record 2010, DEDR 1853]	Upstream reconstruction attribution: Merriam, 2025.			d1853	d1853	d1853	d1853	reflex	0	Old Dravidian	1	nonapical-control	PSTDr		database	f_zlgorow5nkrty	d1853	d1853	0	not-individually-adjudicated	not-reviewed
d1861	PDr	kuṟṟu							not-reconstructed	dedr[entry 1861, DED 1392];dedr			entry	d1861	d1861	d1861			0	Old Dravidian	1	short-vowel-apical;geminate-apical-control;postapical-cluster	PDr		database	d1861	d1861	d1861	0	not-individually-adjudicated	not-reviewed
f_26ar3mxq4e2x2	PSTDr	*gru-cc-	to puncture, prick, pierce; to thrust, push, insert (as a stick, needle or the like into something or through a hole), pierce, prick, thread together (as beads), thread a needle			gru-cc-				merriam2026dravidiandb[record 2019, DEDR 1861]	Upstream reconstruction attribution: Merriam, 2025.			d1861	d1861	d1861	d1861	reflex	0	Old Dravidian	1		PSTDr		database	f_26ar3mxq4e2x2	d1861	d1861	0	not-individually-adjudicated	not-reviewed
f_fg5n43d7n5w7g	Tamil	kuṟṟu	to puncture, prick, pierce			kuṟṟu (kuṟṟi-)	0:	(kuṟṟi-)	verb Tamil-class-3 weak	dedr				d1861	d1861	d1861	d1861	reflex	0	S. Dravidian I	1	short-vowel-apical;geminate-apical-control;postapical-cluster	Tamil		database	f_fg5n43d7n5w7g	d1861	d1861	1	R	R
f_ksx3pjqjhilio	Gondi	guˀ c	to poke with finger, punch with elbow (<i>Voc.</i> 1167). From DED 1392			guˀ c-	0:	Ma.	dialect:Gondi:maria:Maria	dedr				d1861	d1861	d1861	d1861	reflex	0	S. Dravidian II	1		Gondi		database	f_ksx3pjqjhilio	d1861	d1861	1	O	O
f_lv2owylaix7ea	Telugu	gruccu	to thrust, push, insert (as a stick, needle or the like into something or through a hole), pierce, prick, thread together (as beads), thread a needle			g(r)uccu	0:			dedr				d1861	d1861	d1861	f_wsry23jm2yup2	variant	0	S. Dravidian II	1		Telugu		database	f_lv2owylaix7ea	d1861	d1861	1	A	A
f_vmqfyvt5ip3s6	Gondi	guhc	to pierce, poke			guhc-	0:	Mu.	dialect:Gondi:muria:Muria	dedr				d1861	d1861	d1861	d1861	reflex	0	S. Dravidian II	1	nonapical-control	Gondi		database	f_vmqfyvt5ip3s6	d1861	d1861	1	O	O
f_wsry23jm2yup2	Telugu	guccu	to thrust, push, insert (as a stick, needle or the like into something or through a hole), pierce, prick, thread together (as beads), thread a needle			g(r)uccu	0:			dedr				d1861	d1861	d1861	d1861	reflex	0	S. Dravidian II	1	nonapical-control	Telugu		database	f_wsry23jm2yup2	d1861	d1861	1	A	A
d1898	PDr	kūr							not-reconstructed	dedr[entry 1898, DED(S) 1578, DED 1566];dedr			entry	d1898	d1898	d1898			0	Old Dravidian	1	long-vowel-apical-control	PDr		database	d1898	d1898	d1898	0	not-individually-adjudicated	not-reviewed
f_27lz7ltro437y	Malayalam	kūrikka	to be sharp			kūrikka	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_27lz7ltro437y	d1898	d1898	0	not-individually-adjudicated	R
f_2er2ai2svyejy	PSTDr	*kūr-	sharp			kūr-				merriam2026dravidiandb[record 2057, DEDR 1898];starostin2006dravidian	Upstream reconstruction attribution: Starostin, 2006–2013.			d1898	d1898	d1898	d1898	reflex	0	Old Dravidian	1	long-vowel-apical-control	PSTDr		database	f_2er2ai2svyejy	d1898	d1898	0	not-individually-adjudicated	not-reviewed
f_32nj3cyhif2c6	Kannada	kūritu	that which is sharp			kūritu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_32nj3cyhif2c6	d1898	d1898	1	R	R
f_34wyuio54emvm	Tamil	kūr	to be sharp (as the edge or point of an instrument), be keen (as the intellect); sharpness, pointed edge, cutting or sarcastic speech, pivot on which door swings			kūr (-pp-, -tt-)	0:	(-pp-, -tt-)	noun verb Tamil-class-6 strong	dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_34wyuio54emvm	d1898	d1898	1	R	R
f_4mnqfijzc4teq	Tamil	kūrmai	sharpness, keenness, pointedness			kūrmai	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_4mnqfijzc4teq	d1898	d1898	1	R	R
f_62lwnm7m4vwla	Tamil	kūccu	sharp point			kūccu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1		Tamil		database	f_62lwnm7m4vwla	d1898	d1898	0	not-individually-adjudicated	R
f_63hyakv26wa5q	Malayalam	kūrppikka	to sharpen			kūrppikka	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_63hyakv26wa5q	d1898	d1898	0	not-individually-adjudicated	R
f_65lizcvrpvlk2	Kannada	kūrpu	sharpness, valour, a keen, penetrating look			kūrpu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_65lizcvrpvlk2	d1898	d1898	1	R	R
f_6uhvoqu7dxa5w	Tulu	kūṭuni	id			kūṭuni	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tulu		database	f_6uhvoqu7dxa5w	d1898	d1898	0	not-individually-adjudicated	R
f_af4mjr2hhbonm	Malayalam	kūrmma	id., edge of sword, wit			kūrmma	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_af4mjr2hhbonm	d1898	d1898	0	not-individually-adjudicated	R
f_bqtlz2pumytf2	Tamil	kūrccu	id., pointed stick			kūrccu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_bqtlz2pumytf2	d1898	d1898	0	not-individually-adjudicated	R
f_ddx35hc52yvri	Malayalam	kūruka	to be sharp			kūruka	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_ddx35hc52yvri	d1898	d1898	1	R	R
f_fk2zgfzvw257o	Kannada	kūrittu	that which is sharp			kūrittu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_fk2zgfzvw257o	d1898	d1898	0	not-individually-adjudicated	R
f_fqwgggfc2kurs	Kodagu	ku·ṭ- (ku·ṭi-)	to sharpen			ku·ṭ- (ku·ṭi-)	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1		Kodagu		database	f_fqwgggfc2kurs	d1898	d1898	1	O	O
f_gg572kuqmnogy	Malayalam	kūr	sharpness, point of an arrow			kūr	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_gg572kuqmnogy	d1898	d1898	1	R	R
f_ir75kxhsvsh44	Telugu	kūcamu	a peg. DED(S) 1578, DED 1566			kūcamu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian II	1		Telugu		database	f_ir75kxhsvsh44	d1898	d1898	1	O	A
f_k2ehgzjmttzl4	Kannada	kūrahu	sword			kūrahu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_k2ehgzjmttzl4	d1898	d1898	0	not-individually-adjudicated	R
f_kemqhqcjvvne2	Tamil	kūrcci	sharpness, keenness, pointedness			kūrcci	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_kemqhqcjvvne2	d1898	d1898	0	not-individually-adjudicated	R
f_nzjf6sksph5hw	Badaga	kūrume	sharp			ku:rume			adj uncertain	hockings-pilotraichoor1992[p. 196, col. 2]	(cf. su:ri); Hockings and Pilot-Raichoor cite DEDR 1898			d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Badaga		database	f_nzjf6sksph5hw	d1898	d1898	1	R	R
f_o2qhw4iiro65i	Kannada	kūr	sharpness, acuteness			kūr	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_o2qhw4iiro65i	d1898	d1898	1	R	R
f_op75midkvyw46	Tamil	kūrppu	sharpness, keenness, pointedness			kūrppu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_op75midkvyw46	d1898	d1898	1	R	R
f_p43gftoi56r2y	Tamil	kūriyam	sharpness, keenness, pointedness			kūriyam	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_p43gftoi56r2y	d1898	d1898	0	not-individually-adjudicated	R
f_qropkmrodhfd4	Telugu	kūci	sharp, pointed, tapering			kūci	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian II	1		Telugu		database	f_qropkmrodhfd4	d1898	d1898	1	O	A
f_qyyrgxbaxccge	Malayalam	kūrccam	sharpness			kūrccam	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_qyyrgxbaxccge	d1898	d1898	0	not-individually-adjudicated	R
f_r2swer3olsl2y	Malayalam	kūrppu	sharpness			kūrppu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_r2swer3olsl2y	d1898	d1898	1	R	R
f_s6gu64iwc2gti	Tulu	kurpu	sharpness as of a cutting instrument			kurpu	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	short-vowel-apical;postapical-cluster	Tulu		database	f_s6gu64iwc2gti	d1898	d1898	1	R	R
f_ui3ftxnzoocck	Kannada	kūrike	sharpness, pointedness			kūrike	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_ui3ftxnzoocck	d1898	d1898	0	not-individually-adjudicated	R
f_uqpfv7at2apre	Telugu	krūru	sharp			krūru	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian II	1		Telugu		database	f_uqpfv7at2apre	d1898	d1898	1	A	A
f_vv7o263vqn2p2	Tamil	kūriyaṉ	sharp, clever person			kūriyaṉ	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_vv7o263vqn2p2	d1898	d1898	0	not-individually-adjudicated	R
f_w6jpvdehd2qag	Kannada	kūrida	a sharp, acute, or brave man			kūrida	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Kannada		database	f_w6jpvdehd2qag	d1898	d1898	0	not-individually-adjudicated	R
f_w73iwzhrya75e	Kannada	kūpi	a barber's knife			kūpi	0:	Bark.	dialect:Kannada:barkur:Barkur	dedr;Bark-Kannada				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1		Kannada		database	f_w73iwzhrya75e	d1898	d1898	0	not-individually-adjudicated	R
f_wa2bg2bwzwo3a	Malayalam	kūrkka	to be sharp			kūrkka	0:			dedr				d1898	d1898	d1898	d1898	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Malayalam		database	f_wa2bg2bwzwo3a	d1898	d1898	0	not-individually-adjudicated	R
d1923	PDr	kūṟu-koḷ							not-reconstructed	dedr[entry 1923, DED 1601];dedr			entry	d1923	d1923	d1923			0	Old Dravidian	1	long-vowel-apical-control	PDr		database	d1923	d1923	d1923	0	not-individually-adjudicated	not-reviewed
f_7js267g2ze2me	Tamil	kūṟu-koḷ	to stuff, cram			kūṟu-koḷ	0:			dedr				d1923	d1923	d1923	d1923	reflex	0	S. Dravidian I	1	long-vowel-apical-control	Tamil		database	f_7js267g2ze2me	d1923	d1923	1	R	R
f_bwmv23pqmmbum	Gadaba	kukkap	to stuff in (&lt; Te.)			kukkap-	0:	S.3		dedr				d1923	d1923	d1923	d1923	reflex	0	C. Dravidian	1	nonapical-control	Gadaba		database	f_bwmv23pqmmbum	d1923	d1923	1	B	B
f_huljmat6a3rhc	Malayalam	kuṟummuka	to eat greedily, cram in			kuṟummuka	0:			dedr				d1923	d1923	d1923	d1923	reflex	0	S. Dravidian I	1	short-vowel-apical	Malayalam		database	f_huljmat6a3rhc	d1923	d1923	1	R	R
f_jnesl47hys2y6	Telugu	kūru	to stow into an insufficient space, cram, stuff, thrust			kūru	0:			dedr				d1923	d1923	d1923	d1923	reflex	0	S. Dravidian II	1	long-vowel-apical-control	Telugu		database	f_jnesl47hys2y6	d1923	d1923	1	R	M
