entry_id	family_id	concept	reconstruction	c1	v1	v1_quantity	c2	c2_structure	v2	structure	grammatical_category	boundary_evidence	input_support	input_confidence	direction_argument	derivation	exception_notes	confidence	references	eligibility	mechanism	review_status	review_date
d4885	d4885	fish	*mīn; Kuvi mīn-ka	m	ī	long independently attested; Pengo/Manda short	n	nasal	zero/u	CVVC + plural-k(a)	noun	Attested singular stem plus plural -ka; source/dialect plural alternatives.	Tamil mīṉ, Malayalam/Kannada mīn, Telugu mīnu and the Gondi/Konda/Kui forms independently establish long vowel before nasal. Kuvi singular mīnu and retained S. plural mīnka establish the immediate morphological input without relying on a reconstruction.	high	The full singular and alternative plural mīnka make m-n-ī in mnīka innovative. F. mrīka has secondary rhotic in the displaced cluster, not an independently primary r root.	mīn-u + -ka > mīn-ka > mnī-ka, with dialectal mṇīka and mrīka requiring place/rhotic developments. Isr. singular mṇīnu retains the old postvocalic n as well as cluster ṇ: it is plausibly remodeled from the plural, or has nasal excrescence, rather than a literal one-for-one exchange. Kui mīnu:mīnga and Konda mīn:mīnga retain order.	The singular cluster variant must not count as independent confirmation of a swap because it contains two nasals. Distinguishing analogical backformation from phonetic excrescence needs chronology and paradigms across speakers. Fish4885 and shine/star4876 may be historically related through bright/scaly semantics, but this is not established; merge only in a sensitivity partition. DEDR main parser omits Gadaba/Gondi/Konda and strands Isr. forms in glosses; source-restored observations preserve the complete printed paradigms. Sanskrit mīna is a contact comparison, not a Dravidian language denominator.	medium	DEDR4885 p.436 directly read; PSS83 p.232 n.5; Hume2004 p.225	late-kuvi-long-nasal-plural	Direct long vowel–nasal plural reordering; secondary cluster place change and possible singular analogy.	reviewed	2026-09-09
d4855	d4855	Anogeissus tree	regional *miṇ-iya	m	i	short	ṇ	nasal	i	CVC-i-yV	noun	Full miṇiya independently attested, but lexical suffix segmentation unproven.	Pengo and Manda miṇiya independently give short i before nasal and i after it; Kuvi mṇīya is the displaced comparison. The database *mṇīj head follows the outcome and is not accepted as the earlier order.	high for immediate segment order, medium for common inheritance	Two full regional forms support miṇ-i over an inherited initial mṇ followed by two separate identical epentheses; tree-name borrowing remains an alternative source of the geographical pattern.	Possible *miṇ-iya > *mṇiiya > mṇīya, consistent with same-vowel contraction after nasal reordering. Literal exchange versus first-vowel loss and compensatory length is not uniquely proven by this set.	This is a nasal-input case, unlike eel4737 where independent full forms have l. The sparse regional botanical comparison needs better species/dialect records, and the Kuvi database gloss loses an independent F. full form if any existed: only the printed Pengo/Manda evidence is asserted here. No Telugu attestation is a missing cell, not retention.	medium	DEDR4855; PSS83 p.232 n.5, DEDS785	late-kuvi-short-nasal	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4876	d4876	shine, flash, lightning; star	*min / *min-uŋ/ukk; long star *mīn; regional *min-s	m	i/ī	short verbal root and independent long star formation	n	nasal; regional r/ḍ secondary	u/zero/unknown	CVC-C / CVC-u-CC; long noun	verb/noun	Independent short/long lexical formations and Kuvi retained miṇs; exact long verbal grade unresolved.	Tamil miṉ/miṉuŋku, Malayalam minnuka and Kannada minugu establish a nasal root and short/long formation contrast independently. Kuvi miṇs, miṇig and mirsi coexist with mṇih/mṇīh and supply especially close regional input evidence.	high for nasal root; medium for immediate long verb	The full nasal root across southern languages and retained Kuvi miṇs favor pre-vowel nasal promotion for mṇih. Gondi/Konda r/ḍ variants show that the apical may change identity before or after reordering; their existence does not prove all Kuvi nasals are secondary.	Regional miṇ-s > mṇi-s with h~st stem alternation can yield mṇih (mṇist-). The Isr. long mṇīh requires separate length or earlier vowel-coalescence history, not automatically the long star root. Telugu minuku:minku shows medial syncope retaining m-i-n order; miḍũgu versus miṇũgu involves nasal/stop change without metathesis. North bīnko/bínḍke has initial m>b and suffixal/cluster developments, not nasal promotion.	Keep short shine and long star formations separate. The fish reconstruction linked in this entry should not replace shine-root quantity; possible common origin with4885 is sensitivity only. Kuvi mrih has rhotic rather than nasal, and full mirsi could precede it by the ordinary nonnasal process; the exact order of n>r and reordering is not independently dated. mṇispu spelling lightening is the source gloss, not a different weather concept. Tulu broken HTML fragments miṇ&lt/kuni/&gt are not independent lexical forms.	medium	DEDR4876 p.435 directly read; PSS83 p.232 n.5	late-kuvi-nasal-mixed-formation	Short nasal reordering supported; long variant and n/r chronology unresolved.	reviewed	2026-09-09
d4737	d4737	eel, elongated fish	*mal-aŋ; regional fish-name variants	m	a	short	l	singleton	a	CVC-a-NC	noun	plausible formative boundary; not independently dated	Tamil malaŋku and Gondi malanji establish m-a-l-a-N, with Telugu malũgu/maluga and Konda malŋu confirming medial lateral; the immediate comparative input is not nasal.	high for lateral input; medium for exact eastern cognacy	The full lateral stems support an innovation in Kui mrāu/mrānga. Kuvi mṇiya may also descend from that family but does not itself establish a nasal proto-root.	*mal-aŋ > *mlaaŋ > *mrāŋ with lateral-to-rhotic development and later final changes can account for Kui mrāu:mrānga. Kuvi mṇiya would need additional nasal assimilation and vowel/ending changes; these are not independently ordered. Kurux mińj may have lost the lateral in a cluster and changed vowel, rather than metathesizing it.	Do not count this as primary-nasal metathesis because the current cluster contains ṇ. Fish taxonomy and differences between eel, elongated fish and tambū require field/source checking. Tulu malejji has a different ending, and Kuvi i is not predicted by simple a+a contraction; these remain genuine uncertain comparisons. Telugu high u is secondary/variable relative to independently low-a forms, not proof of a unique high-suffix input.	medium	DEDR4737; DED(S,N)3877	core-secondary-nasal-warning	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4756	d4756	man, husband, male	regional *maṟ/maẓ-s/c; vowel/grade uncertain	m	a/u	short and long regional grades; immediate input uncertain	r/ẓ	singleton	unknown	CVC-s / CVC-s-V plus gender suffixes	noun	plausible formative boundary; not independently dated	Gondi maṛso/maṛsur/māṛsāl and Malto muṛse/muṛso establish an apical after the vowel; no nasal is required by these full regional forms. The K03 *maẓc-a reconstruction is a proposal, not direct evidence for every suffix vowel.	high for full apical order, low for exact immediate vowels	Gondi and Malto full stems versus Kui/Kuvi mṛeh-/mlēh-like forms support movement or displacement-family reduction of a nonnasal apical. Kuvi mneha/mṇēha is not independent evidence for primary nasal input.	Regional *maṛ/maẓ-s-V > *mṛ/ẓV-s/h is the displacement-family comparison, with s/c>h and apical rhotic/lateral/nasal outcomes requiring separate histories. Low a to e/ē and variable length cannot be derived from one unqualified a+a contraction; a different formative, vowel change or lexical restructuring remains necessary.	Gender endings in mṛehenju/mṛehali must be separated from the shared base, not counted as separate etyma. The sparse regional distribution and competing maṇ-s versus maẓc reconstructions leave deeper cognacy and order of apical assimilation unresolved. Gondi long māṛ- may be a separate grade; it is not proof the immediate displaced input was long. Nasal variants can reflect assimilation to initial m after displacement, but that chronology is a hypothesis.	medium	DEDR4756; K03 reconstruction records	regional-displacement-vocalism-unresolved	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d931	d931	carry in loads, cart	*ok-; transitive *ok-p-	Ø	o	short	k	nonapical velar	zero	VC-p	verb	Independent root ok plus transitive p, contrasted with past t.	Konda and Pengo ok-, Parji okp:okt and Kui past okt establish velar before labial in the transitive stem independently of the Kui present opka.	high for velar-labial order	The base ok and retained Parji okp directly support k-p as earlier than Kui p-k. This is not an apical input.	*ok-p-a > opka in Kui, while past *ok-t yields okt. Parji preserves okp:okt; Konda okis is a different causative formative. Pengo bare ok supplies a root control, not the same -p formation.	The red *kem head is a database linkage error and is excluded. Gadaba oskap has additional s and cannot independently establish a simple identical stem. Gondi akanā may reflect vowel lowering or different formation/cognacy. The source compares Tamil oy984, but the relationship k:y needs separate reconstruction. This supplies one additional Kui k-p formation, not a Telugu metathesis case.	medium	DEDR931 p.90 directly read	nonapical-kp-domain	Consonant-cluster k-p > p-k, separate from initial apical displacement.	reviewed	2026-09-09
d945	d945	with, together; agree, reconcile	*uṭ-an / *oṭ-an; compound *oṭam#paṭ-	Ø	u/o	short base with long grammatical variants	ṭ	singleton	a	VC-a-n # verb; grammatical suffix variants	postposition/adverb/verb	Independently matching comitative plus paṭ/baḍ compound; n>m before labial.	Tamil uṭaṉ and uṭam-paṭu, Malayalam uṭan/uṭam-peṭuka and Kannada oḍan/oḍam-baḍu independently establish a full comitative base and compound boundary.	high for full compound	The matching full compound in several southern languages supports initial-vowel loss in Tulu dambaḍ-; Telugu also preserves the full compound, but is not the sole order witness.	*oḍam#baḍ- > Tulu oḍam-baḍipuni beside dambaḍipuni by aphaeresis plus retroflex simplification; medial a remains and no output long vowel is required. Telugu oḍam/oḍã-baḍu has nasalization/loss at the boundary without initial apical movement. Grammatical -oṭu/-ōṭu and Toda -vɨṛ require their own clitic/prosodic history.	Tulu initial d is therefore not automatic evidence for the Telugu contraction process. Loss of initial o alone plus ḍ>d accounts for the observed segment sequence; a literal exchange would additionally need vowel fusion/loss and offers no independent advantage here. Badaga ōṭalu hotel with a following postposition gloss is a parser conflation, not a cognate comitative word. Morphological compounds and suffix allomorphs are not independent roots.	medium	DEDR945 p.90 directly read	compound-aphaeresis-comparison	Tulu aphaeresis and stop simplification; no unique evidence for literal vowel-apical exchange.	reviewed	2026-09-09
d1595	d1595	whirl, be giddy, turn a mill	*kiṟ-u/i/a; expressive strong and reduplicated formations	k	i	short	ṟ	singleton and expressive geminate	u/i/a	CVC-V / CVC-C / reduplication	verb/noun/expressive	plausible formative boundary; not independently dated	Tamil kiṟukiṟu/kiṟukku, Kannada giṟi/giṟu/giṟa and Tulu giriyuni independently establish k-i-apical order and several formations.	medium	The comparative full stems agree with retained Brahui kirrefing, not an initial kr- stem.	Intervocalic voicing and ṟ>r vary by language; expressive gemination gives giṟṟ-/girr- without initial displacement. Emeneau analyzes Brahui kirrefing as causative of hypothetical *kirreng, explicitly not an attested simplex.	This is a k-initial retention control for the very small Brahui t/p-heavy sample. Its expressive geminates and several suffix vowels prevent treating every form as one identical singleton formation. Telugu gīra has secondary or separate quantity; Badaga kiri moguḍu funeral object is semantically uncertain. Marathi girakṇẽ is a contact comparison, not an independent inherited Dravidian vote.	medium	DEDR1595; Emeneau1997 p.444 §10	expressive-retention-control	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3195	d3195	sift, winnow	*taṟ- / *tāṟ-; proposed Brahui *tar-añc-	t	a	short and long independent grades	ṟ	singleton	i / unknown formative	CVC-V / CVVC / CVC-NC	verb	plausible formative boundary; not independently dated	Tamil short taṟi and long tāṟṟu/tāttu, Tulu sāruni and Telugu tālucu establish full t/s-a-apical order with independent quantity alternants. Newly reported Brahui tāring preserves that order.	high for root order, conditional for exact displaced formative	Brahui tāring and southern full roots favor derivation of dranzing/drãzing within the same sift family; they do not independently attest the exact proposed short *tarañc stem.	Emeneau proposes *tarañc- > *trañc- > dranz-/drāz-, with displacement-family contraction or aphaeresis, initial voicing and nasal/affricate changes. The long retained tāring is a different formation/grade, not necessarily the immediate input to dranz-.	Emeneau 1997 p.445 §12 removes the older query and rejects placement under d3402 *tūr as less economical. The original database drãzing spelling is preserved, not silently changed into drāzing. The -añc vowel is reconstructed, not independently supported by Tamil taṟi, so this does not prove a low-V2 law. Pengo dalŋgi ki has a different cluster/formative. Do not count the two Brahui derivatives as two roots.	medium	DEDR3195; Emeneau1997 p.445 §12; Emeneau1971 pp.192–194 cited by 1997, not directly obtained	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3402	d3402	winnow, scatter, sprinkle	*tūr / *tūṯ- strong formation	t	u	long	ṟ/ṯ	singleton and strong apical formation	u	CVVC / CVVC-C	verb/noun	plausible formative boundary; not independently dated	Tamil tūṟṟu, Malayalam tūṟṟuka, Kannada tūṟu and Telugu tūru independently support long ū before the apical.	medium	The full order is shared across southern, Gondi and eastern stems; no initial cluster requires exchange.	Southern apical strong/weak alternants and eastern ṭūṭ have apical/initial stop assimilation or correspondence changes while ū stays between the consonants. Tulu tūpu can reflect medial cluster assimilation/loss. Telugu compound tūru-pettu > tūrpettu shows medial syncope.	Emeneau 1997 explicitly rejects deriving Brahui dranz- here; a cross-reference is not a Brahui attestation. Kolami tūrpet may be a Telugu compound loan but the source does not decide it. Badaga tūravare/purāvare bean names are not secure winnow cognates. The source query comparing Sanskrit śūrpa is not a settled borrowing direction.	medium	DEDR3402; Emeneau1997 p.445 §12	long-vowel-control	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4986	d4986	waist, back, loins	*mol / *mul-k	m	o/u	short	l	singleton or preconsonantal lateral	zero / a	CVC / CVC-k	noun	plausible formative boundary; not independently dated	Telugu mola, Konda mola and Gondi molkī establish medial l; Kolami/Naikri mulke and Parji mulka preserve the cluster needed for the Brahui comparison.	medium	Full regional l and lk support loss of cluster-initial l in Brahui mux, without requiring initial ml-.	*mul-k > *muk > mux by lateral loss and velar frication is Emeneau 1997 p.441 §2.2. Regional o/u and Telugu malugu/malumu require vowel/derivational histories independent of metathesis.	Brahui mux is an opaque other development, not a retained-apical negative and not evidence for hidden metathesis. The independently attested lk cluster makes direct lateral loss economical. Duplicate DEDR and 1997 records of mux supply one family-language observation.	medium	DEDR4986; Emeneau1997 p.441 §2.2	cluster-loss-control	Medial l loss before k; no independent evidence of initial metathesis.	reviewed	2026-09-09
d5078	d5078	soft, weak, gentle; knead	*mel; *mel-k; strong *mell-	m	e	short	l	singleton and geminate and l-k cluster	i/u/a / zero	CVC-V / CVC-k / CVCC	adjective/verb/adverb	plausible formative boundary; not independently dated	Tamil mel/meli/melku, Malayalam mel/meliyuka, Kannada mel/melu/melpu and Kota melg:melk independently support e-l and a velar formation.	high for mel-k order; conditional for Kui exact formative	Brahui bēɣ- can be derived directly from medial mel-k; Kui mṛērna has a cluster absent from the full comparanda but its exact formative is uncertain.	Emeneau 1997 p.442 §4 derives *mel-k > *bel-k > bēɣ with front-vowel-conditioned m>b, e>ē and cluster lateral loss. The exact order of lengthening and loss is not proved. Kui *mel-V-r/n > *mlV-r/n > mṛērna is a possible displacement comparison, with suffix and long ē still underdetermined.	The database reconstruction *mēl high/west is a wrong homonymous association, excluded. Strong mell- adverbs are not independent root votes. Brahui ē is not proof of a long proto-root: Emeneau treats it as the reflex of earlier short e under a contact-affected vowel inventory. Gadaba mellaga may be a Telugu loan; source checking is needed.	medium	DEDR5078; Emeneau1997 pp.441–442 §§2.1–4	cluster-loss-control	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d2883	d2883	flow, pour, drip; blood/drop	*cor/tar? regional *cur/tor with short and long grades; labial drop derivative	c/t	o/u	short and long grades	r	singleton	i/u/a / unknown	CVC-V / CVVC / CVC-m-p	verb/noun	plausible formative boundary; not independently dated	Tamil cori/cura/cōr and tōr, Kannada suri/sōr/tore, Kota corv/toyr and Telugu torūgu/torāgu/toṟãgu establish full vowel-before-r order with several initial and quantity correspondences.	high for full r order; conditional for exact drop stem	Brahui curring retains full order whereas trump/tramp have r before the vowel. PSS83 p.245 treats drop as a stronger metathesis example than simple aphaeresis, because output vowel is not the expected second i.	A pre-Brahui full *tur/tor-V-mp > *tr-V-mp > trump/tramp is a displacement-family comparison. Exact V2, t/c development and a/u outcomes are not jointly established; the modern Telugu long suffix vowels are not automatically the Brahui input. Parji cōrp > cōp illustrates direct medial r loss. Toda tvar has a preceding glide but r remains after a.	The traditional seven-item Brahui sample calls most roots t-initial, but this family has independently attested c/t variants, so a categorical Proto-Dravidian c exclusion is not justified. Telugu jobbillu is opaque assimilation or questionable cognacy, not positive metathesis. Markodi cre blood beside core-like forms is a fresh possible local syncope/displacement comparison, not automatically the old Telugu change. Konda sō- has an alternative d2867 link. A compound torgi stranded in a gloss still needs original-page recovery.	medium	DEDR2883; PSS83 pp.244–245 citing Emeneau1971 pp.192–194	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3119	d3119	sprout, flourish	*taẓ-a / *teẓ; derivative with k	t	a/e	short	ẓ	singleton	a/i/unknown	CVC-V-k	verb	plausible formative boundary; not independently dated	Tamil taṛ̆ai and Malayalam taṛ̆a/taṛ̆ekka plus Kannada taṛ̆e establish medial apical order; vowel alternants and strong extensions are independent of Brahui.	high for order, low for exact displaced formative	Full southern stems and Kui dalga favor earlier t-V-apical versus Brahui trikking/trikk. The exact Brahui suffix vowel is not independently recovered.	*taẓ-V-kk > *tẓV-kk > trikk is a plausible displacement-family sequence, with apical merger to r. If V2 was i, simple loss of V1 would also yield trik-; if low a, additional vowel change is needed. The available data do not decide.	PSS83 p.245 includes this among examples compatible with aphaeresis. Do not invent a high-i formative solely to derive the observed i. Brahui trikking is homophonous with d3244 wither but the two comparative roots and meanings remain separate pending evidence for a semantic bridge.	medium	DEDR3119; PSS83 pp.244–245	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3158	d3158	dance, jump, leap	*tā-ṇṭ-	t	a	long	ṇṭ	nasal-stop cluster	u	CVV-NP	verb	plausible formative boundary; not independently dated	Tamil tāṇṭu and matching Malayalam/Kannada forms independently support long ā and nasal-stop cluster; Telugu dā̃ṭu and Konda ḍāṭ agree after nasal loss.	medium	No comparative medial r supports deriving Brahui traḍḍing by the ordinary apical-exchange process.	*tāṇṭ > Telugu dā̃ṭu/Konda ḍāṭ can proceed by initial voicing and nasal loss. Brahui traḍḍing requires unexplained r insertion/restructuring, a different reconstruction, borrowing or false cognacy; one-for-one metathesis is not established.	This is an explicit long nasal-cluster comparison, not a positive merely because Br has tr-. The Sanskrit tāṇḍava comparison has unresolved borrowing direction. Independent evidence for an r-bearing pre-Brahui stem would change the diagnosis.	medium	DEDR3158	long-nasal-cluster-control	Brahui r unexplained; ordinary exchange not demonstrated.	reviewed	2026-09-09
d3244	d3244	wrinkle, wither, be dried up	*tir-aŋ/k; *tir-ay	t	i	short	r	singleton	a	CVC-a-NC / CVC-a-kk / CVC-ay	verb/noun	plausible formative boundary; not independently dated	Tamil tiraŋku/tirakku/tirai and Malayalam tira independently establish i-r-a order. Kannada tere, Kodagu tere and Telugu tera agree with full order after vowel developments.	high for i-r-a in southern strong stem; medium for exact Brahui identity	Brahui trikking retains i after r. Simple deletion of first i from independently supported *tirakk would give trakk, making this a stronger vowel-preservation argument than same-vowel cases.	*tir-a-kk > *tri-a-kk > trikk is a possible literal-exchange plus vowel-loss derivation. Assimilation of the two vowels followed by loss of the first also remains possible; the comparison establishes displacement-family history more securely than its phonetic implementation.	PSS83 p.245 identifies wither and drop as stronger metathesis cases. The precise relation of nasal tiraŋku, strong tirakku and nominal tirai must remain morphological. Brahui trikking sprout d3119 is not counted as the same root solely on homophony.	medium	DEDR3244; PSS83 pp.244–245	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3358	d3358	pluck, nip off	North Dravidian *tur/tuṛ-(u)-k	t	u	short	r	singleton	u/zero uncertain	CVC-(V)-k	verb	plausible formative boundary; not independently dated	Kurux tuṛᵘxnā and related forms supply a full t-u-r sequence independently of Brahui trukking.	high for order, uncertain for V2 phonemic status	The geographically separated Kurux full stem versus Brahui trukking favors reduction/displacement in Brahui. Superscript u in Kurux transcription must not automatically be treated as a full independent suffix vowel.	*tur-(u)-k > *tru-k > trukk is the comparison. Literal u/r exchange and loss of initial u from a two-u stem cannot be distinguished without establishing the status of the Kurux superscript vowel and the pre-Brahui stem.	PSS83 p.245 lists this among cases compatible with aphaeresis. Only two northern branches attest the reviewed family; no Telugu denominator vote arises from their presence.	medium	DEDR3358; PSS83 pp.244–245	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d3367	d3367	stuff, crowd, thrust in	*tuṯ/tuṟ-u; strong and velar/labial derivatives	t	u	short	ṯ/ṟ	singleton and strong apical formations	u/a	CVC-V-C / CVCC	verb	plausible formative boundary; not independently dated	Tamil tuṟu/tuṟumu/tuṟumpu and strong tuṟṟu, Malayalam tuṟuka and Kannada tuṟugu/tuṟagu independently establish u before an apical and several following formations.	high for u-apical order; conditional for affricate formation	Full southern and central stems support derivation of Brahui trujjing from a fuller t-u-apical stem; the affricate formative does not have an exact independently matched full stem here.	*tuṯ/ṟ-u-C > *tṯ/ṟu-C > trujj- is a displacement-family hypothesis; same-u aphaeresis remains possible. Telugu tuṟugu/turugu and tuṟumu/turumu retain order. Strong tukku/tuttu and eastern cuc/tuc can arise by medial assimilation and are not automatic evidence for concealed initial metathesis.	PSS83 p.245 includes this among aphaeresis-compatible examples. ṯ versus ṟ and affricate development require independent correspondence reconstruction; assigning a unique apical from the outcome would overstate the data. Strong and weak formations are kept in one root family with mixed input structure.	medium	DEDR3367; PSS83 pp.244–245	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4177	d4177	twist, roll into a coil	*pur-i / *pir-i; velar and labial formations	p	u/i	short	r	singleton	i	CVC-i-k / CVC-i-p	verb/noun	plausible formative boundary; not independently dated	Tamil puri/piri, Malayalam puriyuka/piriyuka, Kannada puri and Kodagu piri independently establish a full apical root with high i formative; the root vowel varies independently.	high for full high-vowel stem	Kui priu/prīpa have r before the vowel while Brahui pirɣẖing retains it after i. The latter is the explicit retention exception to the traditional Brahui closed-stem generalization.	Kui *pir/pur-i-p > *pri-i-p > prīp is a possible contraction; priu has separate final morphology. Brahui *pir-k > pirɣ preserves the medial cluster, contrasting with the other t/p-initial Brahui cases. Telugu piri/puri and compounds retain full order.	PSS83 p.245 acknowledges the Brahui exception despite a following consonant. It cannot be excluded from the class simply because it did not change. Root-vowel variation and different velar/labial formations may matter, but no demonstrated deterministic blocker is available. Winfield 1928 p.10 priu:prīnga plural morphology corroborates the Kui family without adding an independent root.	medium	DEDR4177; PSS83 pp.244–245; Winfield1928 p.10	brahui-retention-counterexample	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d4183	d4183	squeeze, express liquid, milk	*piẓ-i; nasal-stop derivatives *piṇṭ-	p	i	short	ẓ	singleton plus nasal-stop derivatives	i	CVC-i / CVC-NC / CVNC	verb/noun	plausible formative boundary; not independently dated	Tamil piṛ̆i and Malayalam piṛ̆iyuka, Kannada piṛ̆i and Konda piṛs establish singleton piẓ order independently; piṇṭi/piṇḍu oilcake and squeeze formations separately establish nasal-stop derivatives.	high for singleton full order; medium for exact cross-language formations	Kui pṛihpa and Brahui princing have the apical before the vowel, whereas Brahui piṛ̆ẖing/bīṛing and Telugu piḍucu retain the full sequence. Nasal derivatives do not prove a primary nasal input for the displaced cluster.	*piẓ-i-C > *pẓi-C > pri-C is the displacement-family comparison, with same-vowel contraction or aphaeresis underdetermined. Kui vṛīsa/bṛīc add initial voicing/frication and quantity; Kuvi ṛīsk could lose initial labial after a cluster, while vīskinai could lose the apical by another route. Telugu piṇḍu/piṇḍi involve medial assimilation, not initial reversal.	The red database piṇṭ head does not replace the independently supported singleton input of piẓi. Brahui bīṛing milk is a distinct long formation. Emeneau 1997 p.443 §7 prefers d4135 for pisfing; it is not counted here. DEDR frontmatter says 4135/4183 were repartitioned on phonological grounds, so their cognacy assignments are hypotheses to test, not independent confirmation of an exceptionless sound rule. Exact Brahui piṛ̆ẖ transcription still merits original-page checking.	medium	DEDR4183; DEDR frontmatter phonological repartition note; PSS83 pp.244–245; Emeneau1997 p.443 §7	brahui-displacement-comparison	Target initial-order comparison; literal exchange, assimilation and syncope distinguished in the derivation and language notes	reviewed	2026-09-09
d868	d868	say, quotative; literary contracted grammatical forms	regional *an/en/in; proposed deeper *aHn; grammatical *an-an, *an-ā-baḍu etc.	Ø	a/e/i	short regional roots; long northern grade and grammatical contractions	n	nasal with tense-conditioned cluster variants	a/ā/u/zero	VC+infinitive/passive/negative morphology	verb/quotative	Full and reduced infinitive, passive, post-action and negative paradigms explicitly paired in source.	Tamil eṉ, Kannada an/ennu, Tulu anpini/inpini and Telugu anu independently establish vowel before n; Old Telugu envānṟu preserves an e variant. K03 proposed *aHn explains wider vowel alternation but is not needed to establish local segment order.	high for local an+suffix order; medium for phonetic mechanism	Sastri1969 p.72 explicitly aligns full anu derivatives with literary n-initial variants, independently of the modern base alone. Kota in:n also shows initial-vowel absence but need not share the Telugu mechanism.	Telugu *an-an > nān and *an-ā-baḍu > nābaḍu can involve displacement/contraction; negative *an-aka > nāka requires merger/loss of one a. The source also gives anaru:naru with short a, so one unqualified long-output rule does not cover the whole paradigm. Analogical stem extension and phonological reduction compete; passage-by-passage morphology is needed.	These are literary grammatical formations, not evidence that ordinary nasal roots joined the classical nonnasal apical rule. Nasal augmentation in negayu<egayu and nuṇḍi<uṇḍi is a different process. Tamil/central tense alternants n:nt/t/c/s reflect inherited morphology and assimilation, not initial movement. Kota n could be simple aphaeresis. Kurux long ā and the deep laryngeal reconstruction remain separate vowel-history questions. No exact date of the individual literary forms is established by Sastri’s period label.	medium	DEDR868; Sastri1969 p.72 visually checked; K03 comparative reconstruction records	nasal-grammatical-displacement	Literary grammatical nasal displacement/contraction or analogical allomorphy; distinct from the classical nonnasal apical domain.	reviewed	2026-09-09
d4449	d4449	louse, flea	*pēn; Kuvi plural *pēn-ka	p	ē	long independently established; short regional Pengo/Manda	n	nasal	zero/u	CVVC + plural-k(a)	noun	Singular and retained/displaced plurals explicitly supplied with dialect labels.	Tamil pēṉ, Kannada pēn, Kota pe·n, Telugu pēnu and northern pēn forms independently support long ē before n. Kuvi retained pēnu:pēnka and Konda pēni:pēnku supply the plural formation directly.	high	The regional full singular and retained Bisamkatak plural independently establish pēn-ka before the Sunkarametta pṇēka order. This does not assume Telugu uniquely preserves the input.	pēn-u + plural-ka > pēn-ka > pṇē-ka, with the nasal preceding the long vowel and n/ṇ place variation. The displaced and retained plurals have different source/dialect labels; their coexistence in an aggregated language is not evidence of free variation in one speaker. Telugu pēnu:pēlu changes plural n to l without moving either consonant before ē.	The louse and god4438 paradigms are segmentally similar but semantically distinct roots; do not merge them as derivatives. Gondi parki/purki louse belongs to4203, not this family. Pengo/Manda short pen has regional shortening but retains vowel-nasal order. Badaga hēnu:ēnu is initial labial weakening/loss, not nasal displacement. The long louse reconstruction also attached to4395 is a database crosslink error, not independent evidence. New unlinked Kurux/Kannada Kurumba cognate candidates remain in the separate candidate ledger, without adding etyma.	medium	DEDR4449, DED(S)3643; Kujur and Dash2025 p.119 cites Kuvi louse via Steever2019	late-kuvi-long-nasal-plural	Direct paradigm supports long vowel–nasal reordering; phonetic implementation and date remain unknown.	reviewed	2026-09-09
