Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status
f_vvqc7a476xsf2	kamana bīllū	rainbow		1	1	0	Kudiya				nonapical-control		unlinked
f_vvre22ql7owuu	putʔrəʔase	vomit		1	1	0	Kurux				nonapical-control		unlinked
f_vvrlre2wyavnu	billimbu	firefiy, Lampyridæ		1	1	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vvrz2zui772pw	madkaṟ	opiumwater, opiumdicoctionobtainedbyboiling large quantity of water with dry pieces of the poppy shells		1	1	0	Toda				nonapical-control		unlinked
f_vvrzcdhq7wpku	eṟcigyfūf	name of a person		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_vvs5rvmh3agao	makara	spider		1	1	0	Kurux				nonapical-control		unlinked
f_vvtcpz2o3h7s4	tīr-kamān	n. arrow and bow		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_vvtyjylo53v7i	osəga	rat/mouse		1	1	0	Kurux				nonapical-control		unlinked
f_vvtzupjhee46m	pūrRava	definitely DBIA 275		1	1	0	Badaga				long-vowel-apical-control		unlinked
f_vvudon2exgl3u	kenjtur	hear		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vvweknjc2w7b2	miri	chili		1	1	0	Gondi				short-vowel-apical		unlinked
f_vvx3vzod6leza	nan	We		1	1	0	Brahui				short-vowel-apical		unlinked
f_vvx7ufgbinzf6	peliθ	Woman		1	1	0	Malto				short-vowel-apical		unlinked
f_vvxfujcmx7bsm	kokːol	ear		1	1	0	Gadaba				nonapical-control		unlinked
f_vvxgqf4kvsjla	vene	waste, pointless act, things one has to endure because of past mischief or misjudgement		1	1	0	Badaga				short-vowel-apical		unlinked
f_vvyxi4k6vcmh4	nīṭam	long		1	1	0	Muthuvan				long-vowel-apical-control		unlinked
f_vvzok6irxngn4	poge	smoke		1	1	0	Kurumba				nonapical-control		unlinked
f_vw26syghyiyv4	māy nēŋg bōō	They beat		1	1	0	Gadaba						unlinked
f_vw2bwnjdbo6fa	badal	door		1	1	0	Kudiya				nonapical-control		unlinked
f_vw3zhv2sfpws6	pʰordu	noon		1	1	0	Gondi						unlinked
f_vw44xmhalysg2	nela	floor		1	1	0	Kannada				short-vowel-apical		unlinked
f_vw4lyijmstes4	mic-a-muṟy puṛtt	diagnosis not known		1	1	0	Toda				nonapical-control		unlinked
f_vw4yde2ndumlk	bʰosi	breast		1	1	0	BettaKurumba						unlinked
f_vw5adpdhhblli	uppu	salt		1	1	0	Irula				nonapical-control		unlinked
f_vw5am3k5wa7um	bɔˑkʌ	heart		1	1	0	Gondi						unlinked
f_vw6fwpj2qpzp4	avargaḷ irukkiṛārgaḷ	They are		1	1	0	Tamil				nonapical-control		unlinked
f_vw7czhgtocoje	koḍali	axe		1	1	0	Mannan				short-vowel-apical		unlinked
f_vw7r6zbwnckkw	pʰūgɨ	flower		1	1	0	BettaKurumba						unlinked
f_vwapuvnf7tclw	oṇṇɨ	one		1	1	0	Mannan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vwbohx7qcbt56	kope	monkey		1	1	0	Gondi				nonapical-control		unlinked
f_vwc4xge3zmkb6	dudīlena	acting on the spur of the moment, acting in a split second		1	1	0	Badaga				nonapical-control		unlinked
f_vwckan2cawiww	bor	who		1	1	0	Gondi				short-vowel-apical		unlinked
f_vwctd32xmhaua	aralu	fullness, full extent		1	1	0	Badaga				short-vowel-apical		unlinked
f_vwcud2mrq457c	dūrā	far		1	1	0	AluKurumba				long-vowel-apical-control		unlinked
f_vwcungsredrry	yɛduŋ	seven		1	1	0	Gondi						unlinked
f_vwe3fzdzcz45g	filānā	a. so and so		1	1	0	Brahui				short-vowel-apical		unlinked
f_vwe5c7dadiw3e	sarīra	body (cf. Skt. śarīra		1	1	0	Badaga				short-vowel-apical		unlinked
f_vwe5ptsopix74	kūre	house		1	1	0	Irula				long-vowel-apical-control		unlinked
f_vwf4qhqxofym4	žɛnaŋ	millet		1	1	0	Gondi						unlinked
f_vwfefv77lyemc	goḍaco	few		1	1	0	Gondi				short-vowel-apical		unlinked
f_vwfmrncs2mwbi	gʌtli	cloth		1	1	0	Gondi						unlinked
f_vwgrfshsl7w6m	moḍɪn	same		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vwgxjdy5jdtqw	verkaḍale	groundnut		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_vwhhtc4ibkmrg	itu motta m	these		1	1	0	Mannan				nonapical-control		unlinked
f_vwhy3x4cr775e	kōṛi	twenty		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_vwj2rfhalqm7w	toḍi	face		1	1	0	Gondi				short-vowel-apical		unlinked
f_vwj43kwoq2c6u	dadʌl	older brother		1	1	0	Gondi				nonapical-control		unlinked
f_vwj4wqkhmhts2	lives	n. garment		1	1	0	Brahui				nonapical-control		unlinked
f_vwj7a5nno3fxm	mudda	lovely, affectionate thing; nickname of a senior man		1	1	0	Badaga				nonapical-control		unlinked
f_vwjdw4vrka2ju	hatte	1. feast, prepared food to be served in a public place; 2. row of people seated at a feast		1	1	0	Badaga				nonapical-control		unlinked
f_vwk5utrxhoq34	nilavɨ	sun		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_vwksjnsdkuncw	mizzil	n. distance; halting place		1	1	0	Brahui						unlinked
f_vwmpp2ijo4c24	bacit amanana	don’t talk/chat		1	1	0	Kurux				nonapical-control		unlinked
f_vwmsrgfq4xqlm	endanet 	what?		1	1	0	Mannan				postapical-cluster;short-vowel-apical		unlinked
f_vwpi2fxhxejco	āye nōpe	He will beat		1	1	0	Tulu						unlinked
f_vwpsrocy2cvy2	maʔēka	don’t walk		1	1	0	Kurux						unlinked
f_vwq3s4bbzm7bu	uṛaṛa	fly		1	1	0	Kurux				short-vowel-apical		unlinked
f_vwqjwhz5dajqo	nuru	one hundred		1	1	0	Irula				short-vowel-apical		unlinked
f_vwrfbg42jq6cw	peraso	fly		1	1	0	BettaKurumba				short-vowel-apical		unlinked
f_vwry5a462dkow	koka	father’s youngerbrother		1	1	0	Kurux				nonapical-control		unlinked
f_vwsdhct4sz4gi	appan	father		1	1	0	Mannan				nonapical-control		unlinked
f_vwsp2dtc35dbq	kombol	blanket		1	1	0	Kurux				nonapical-control		unlinked
f_vwstkstzm7666	iru vatɨ	twenty		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_vwtvbhqar6s6g	dai	mother		1	1	0	Gondi						unlinked
f_vwuavkulqiyre	aŋgai	palm		1	1	0	Irula						unlinked
f_vwv7g4zam6isq	soxity	energy		1	1	0	Toda						unlinked
f_vwwyedqkgffbe	metas	husband		1	1	0	Kurux				nonapical-control		unlinked
f_vwxu4y5mhcf6q	Bujangēsvarar	Bhujangesvara, name of a deity worshipped by the Kumba:ras, a form of the Lingayat deity Bhujangalinga		1	1	0	Badaga				nonapical-control		unlinked
f_vwxwfen7jbjeo	nosəṛi	garlic		1	1	0	Kurux				nonapical-control		unlinked
f_vx5h7edcaxayw	maṇegār	1. headman, monegar, moneygar, munegar, village munsif, managing superintendent, tax collector, revenue-collector, patel, sircar, tahseeldar, tahsildar, tehsildar, tusseeldar (lit. ‘ringholder’, usually appointed by the government); 2. headmanship, village authority, job, profession, office		4	4	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_vx5mucgrrf2ys	men	to hear		1	1	0	Kurux				short-vowel-apical		unlinked
f_vx6322djmlns6	Nilambūr	Nilambur, Nelambore, Nellumboor, name of a village and amsam in the Kerala Wainad, on the Chaliyar R., 38.5 km. SW of Gudalur and 50 km. E of Calicut		1	1	0	Badaga				short-vowel-apical		unlinked
f_vx6n2quv4vfmo	uṇṇ	Eat		1	1	0	Kodagu				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vx72mfhfzz2r2	Todanādu sīme	same as the preceding dictionary entry		2	2	0	Badaga				nonapical-control		unlinked
f_vx7xjmdnozyym	mokom	face		1	1	0	Gondi				nonapical-control		unlinked
f_vxa4jzipabo32	kəmka	turmeric		1	1	0	Gondi						unlinked
f_vxa5k6oersocu	ēyɨ	seven		1	1	0	Muthuvan						unlinked
f_vxaaxaay7cyq6	moḷaŋgayɨ	arm		1	1	0	Kannada				short-vowel-apical		unlinked
f_vxby2nwk5wfsg	pup-koṟ	very young calf (used in a petting way)		1	1	0	Toda				nonapical-control		unlinked
f_vxcuv2qv2r3i4	kadum	this		1	1	0	Gondi				nonapical-control		unlinked
f_vxdqk2yrdrpnk	alʌgalʌg	different		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vxegbhxi2bpec	telika	light		1	1	0	Gondi				short-vowel-apical		unlinked
f_vxgo3xq6kap76	ta la	head		1	1	0	Irula						unlinked
f_vxhp5x6zmww4q	mars	axe		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vxkoptoust53g	mūtra	urine		1	1	0	Badaga						unlinked
f_vxl65uztry3z6	baktavacala	beloved of the devotees; male name		1	1	0	Badaga				nonapical-control		unlinked
f_vxlgadsqfobwa	tāli nākuḍi	Bitch		1	1	0	Kui				long-vowel-apical-control		unlinked
f_vxlisu3f27vp6	nalu	four		1	1	0	Irula				short-vowel-apical		unlinked
f_vxln2anyvf6bg	pōḍ kɨy-	to make somebody do extra work; to inconvenience some- body; to create extra burden to somebody		2	2	0	Toda				long-vowel-apical-control		unlinked
f_vxmngjn26z4j2	ēḍa	where?		1	1	0	Mannan				long-vowel-apical-control		unlinked
f_vxmno4zgispz2	maṇḍe	hair		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_vxmu4jq4zbewy	oḷḷā	bad		1	1	0	AluKurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vxo54pohorswm	kacūṟuṇy	black monkey (also kaš tuːṟuṇy)		1	1	0	Toda				nonapical-control		unlinked
f_vxo5qqnphwc7o	oḷḷē manuṣyanŭ	Good man		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vxofcziga2u4u	kadaga	bracelet, wristlet (generally of silver, worn on the left wrist by Badaga and Kota women)		1	1	0	Badaga				nonapical-control		unlinked
f_vxoh7sllweppe	bāt	Duck		1	1	0	Toda						unlinked
f_vxoywwb7dwjny	mersi	lightning		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vxqigij26n2uw	tande inda	From a Father		1	1	0	Badaga				postapical-cluster;short-vowel-apical		unlinked
f_vxqpbuw56yeco	tah tarīn	n. interior		1	1	0	Brahui				nonapical-control		unlinked
f_vxqrqprvsiero	na'	dog		1	1	0	Kannada						unlinked
f_vxr3e3dz2tjke	agga	mother		1	1	0	Irula				nonapical-control		unlinked
f_vxskyhzccjfpu	ūric	woman who has left her husband for another man		1	1	0	Kota				long-vowel-apical-control		unlinked
f_vxslisi5olxoy	pottɨ	buffalo		1	1	0	Mannan				nonapical-control		unlinked
f_vxtx2sq34df2m	cutti	hair		1	1	0	Gondi				nonapical-control		unlinked
f_vxv2yo3cctzuw	are	six		1	1	0	BettaKurumba				short-vowel-apical		unlinked
f_vxvgjfxnpds56	pukɨ̄sxø̄ṟ	name of a person		1	1	0	Toda				nonapical-control		unlinked
f_vxwu7pid5gg4a	eṇṇuga	woman		1	1	0	AluKurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vxy5hju3eeoem	vomkeruŋvʌsta	he was thirsty		1	1	0	Gondi				nonapical-control		unlinked
f_vxyed5ptcstw2	elugu	bone		1	1	0	Kannada				short-vowel-apical		unlinked
f_vxylitppcorby	nāḷeykɨ	tomorrow		1	1	0	Muthuvan				long-vowel-apical-control		unlinked
f_vxz54guujj6ha	yerḍɨ	two (persons)		1	1	0	Kannada				postapical-cluster;short-vowel-apical		unlinked
f_vy2bnzdoj22v2	iŋgō	Yes		1	1	0	Gondi						unlinked
f_vy2ukccmkggkq	rōn	House		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_vy3dqjlo6u5nw	moyōl	cloud		1	1	0	Gondi				nonapical-control		unlinked
f_vy3reiyz4kqhu	bīñja	seed		1	1	0	Kannada						unlinked
f_vy5od47t6acso	aṭʰ	eight		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vy6abzfx5iqac	aṭʰroj	week		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vy6k5ahbuvsno	moḷḷɨ	urine		1	1	0	Mannan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vy6nx6xqzzere	niyəṭe	good		1	1	0	Gadaba				nonapical-control		unlinked
f_vy7gtmluzapyw	ūd-	S ofuːr- ‘to disappear suddenly by magic’ 2		1	1	0	Toda						unlinked
f_vya3ikx6wujvk	nalla	good		1	1	0	Kurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vybpros6y4myi	peɫ-kōf-̣ (kōt-)	to be in a married state and maintaining the family (for women). Here she is supposed to be taking care of the family (peɫ ‘̣wealth’); en-k (peɫ-)koːt-fỵ ‘mywife’		1	1	0	Toda						unlinked
f_vybvwnkg5qwyq	kisis	ash		1	1	0	Gondi				nonapical-control		unlinked
f_vycf57yzveqtm	sujor	big		1	1	0	Gondi				nonapical-control		unlinked
f_vycktpnffx7pk	poṭṭʌ	belly		1	1	0	Gondi				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vycqrokdfymu2	anpaθ	Nine		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_vycxuv7bovsms	xuṛjīn	n. saddle bag		1	1	0	Brahui				postapical-cluster;short-vowel-apical		unlinked
f_vyfedhw5pzaim	kānḍi	boy		1	1	0	Gondi				long-vowel-apical-control		unlinked
f_vyfpa2vhmpsig	tu la	far		1	1	0	Mannan						unlinked
f_vyfrmzxmustos	cepːu	meat (raw)		1	1	0	Gadaba				nonapical-control		unlinked
f_vygi46k2c4uog	Sattiyamangala	Satyamangalam, Sattiamangalam, Sattamunghum, Sattimungalum, name of an ancient Tamilian town, stone fortress and market centre on the Bhavani R.; taluk headquarters in the Coimbatore Plain, 54 km. ENE of Coonoor		1	1	0	Badaga				nonapical-control		unlinked
f_vygma4qpcm7ve	mara	tree		1	1	0	Kurumba				short-vowel-apical		unlinked
f_vyhqhxkhf5rde	himmaḍi	heel		1	1	0	Kannada				nonapical-control		unlinked
f_vyi3kjcr3vu4w	pondu	face		1	1	0	Gadaba				postapical-cluster;short-vowel-apical		unlinked
f_vyjp7gfceqzbk	vɨḏiyi	‘for some time’ as in wïḏiyi aːfoṛ- ‘talk for some time’, wïḏiyi ïr- ‘sit for some time’		1	1	0	Toda						unlinked
f_vyk2i5jh3tkgw	bis	twenty		1	1	0	Gondi				nonapical-control		unlinked
f_vyka755pfx4me	horhʌncimatoḷ	go		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vykfag733tsmk	kalːu	stone		1	1	0	Konda				postapical-cluster;short-vowel-apical		unlinked
f_vykivcntdjxti	dadal	younger brother		1	1	0	Gondi				nonapical-control		unlinked
f_vykoz54xawqtg	tokval	leg chains (of elephant), prison, sentence to prison (< Skt. śṛṅkhala- ‘chain’)		1	1	0	Toda				nonapical-control		unlinked
f_vylenziwpmkr6	šāing-ing	vi. to be put in		1	1	0	Brahui						unlinked
f_vymbllwewfzgs	mokkam	face		1	1	0	Gondi				nonapical-control		unlinked
f_vymwixmwu4lm6	kaṭḷu	1. cot, bed ; 2. bier, catafalque		3	3	0	Badaga				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vynzqxglgzwl4	dā	pron. this; he; she; it		1	1	0	Brahui						unlinked
f_vyofiv7uge5ku	bandra	monkey		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_vyqea3gj3kkfq	ava	he (3s, masculine)		1	1	0	Irula				nonapical-control		unlinked
f_vyqgurp2tzles	hatoḍa	hammer		1	1	0	Gondi				nonapical-control		unlinked
f_vyron5xob4w42	yɛr	water		1	1	0	Gondi						unlinked
f_vysha5txmmhp4	aṇṇu	fruit		1	1	0	Kannada				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vyubmwrpn4qkg	nime	you (singular, informal)		1	1	0	Gondi				nonapical-control		unlinked
f_vyux6o5ehoa4k	aṇūacan	husband		1	1	0	Kudiya				short-vowel-apical		unlinked
f_vyvggaf4j2tec	kālɨ	leg		1	1	0	Irula				long-vowel-apical-control		unlinked
f_vywoy2w65vgao	suncisim	sleep		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vywuybrorw5vw	ta ṇṇi nappiḍa	thirsty, he was thirsty		1	1	0	Kadar						unlinked
f_vyxe3frecsu3u	coḷam	millet		1	1	0	Mannan				short-vowel-apical		unlinked
f_vyxlfqemfif2o				6	5	1	Gondi;Kannada;Tamil;Telugu;Tulu				nonapical-control	nattu	entry
f_vyy2kcpon6it2	punal	new		1	1	0	Gondi				short-vowel-apical		unlinked
f_vyygl6pmr37gu	kālɨ	leg		1	1	0	Muduga				long-vowel-apical-control		unlinked
f_vz2emdhqbzezu	keḷu	hear		1	1	0	Irula				short-vowel-apical		unlinked
f_vz34egu4wcraq	ø̄n-bep	Öːn’s buttermilk		1	1	0	Toda						unlinked
f_vz3ohq3h5hdis	apa	eggplant		1	1	0	Gondi				nonapical-control		unlinked
f_vz3trm4vvuhxm	mudda	ring		1	1	0	Gondi				nonapical-control		unlinked
f_vz4m5yhzfxjp4	menj	egg		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vz5kd6f6gec5c	āḍu	He goat		1	1	0	Irula				long-vowel-apical-control		unlinked
f_vz5z663jyh4my	Ōm Nagar	Om Nagar, name of a new colony of Tamilian repatriates from Sri Lanka, 5 km. NE of Kotagiri		1	1	0	Badaga						unlinked
f_vz67ak5qqt3g6	sotty-vɨṛ ōɫ̣	person of high sacredness		1	1	0	Toda				nonapical-control		unlinked
f_vza4666pdxuhi	ats̱	one kind of bangle		1	1	0	Toda				nonapical-control		unlinked
f_vzafyk7nwycn2	takmuɫ̣	Berberis aristata		1	1	0	Toda				nonapical-control		unlinked
f_vzawzyvhxid7k	pis-kvɨḷ-	see kwïḷ-		1	1	0	Toda				nonapical-control		unlinked
f_vzbdiysmv32vm	vəḷḷə	white		1	1	0	MalaPulaya						unlinked
f_vzbk2gblexpbg	nūṛu	Hundred		1	1	0	Malayalam				long-vowel-apical-control		unlinked
f_vzbrpis46lwi4	kacu	bite		1	1	0	AluKurumba				nonapical-control		unlinked
f_vzcmnyea5drcg	ke	Die		1	1	0	Malto						unlinked
f_vzcvdelaudlqw	divʌs	day		1	1	0	Gondi				nonapical-control		unlinked
f_vzcyrrua34g3m	handāxas	adv. this much		1	1	0	Brahui				postapical-cluster;short-vowel-apical		unlinked
f_vze35ymmr4ifc	yeti	goat		1	1	0	Gondi				nonapical-control		unlinked
f_vze5gmvuedhts	veḷḷuḷḷi	garlic		1	1	0	Muthuvan				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vzfbjlxachjk4	nāḷiśa	tongue		1	1	0	Kannada				long-vowel-apical-control		unlinked
f_vzim7zxtbogmq	alkʰiās	laugh		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_vzkdh5hw5we6m	mosor	nose		1	1	0	Gondi				nonapical-control		unlinked
f_vzkz3ns7wd4su	arisi	rice		1	1	0	Malasar				short-vowel-apical		unlinked
f_vzlccncu43qsc	urtul	broken		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vzlvsz4m77qy4	nakʌn	nail		1	1	0	Gondi				nonapical-control		unlinked
f_vznelcl5d4qdw	ṭavḍu	husk		1	1	0	BettaKurumba				nonapical-control		unlinked
f_vznhx62yvhvs6	pannaṇḍɨ	twelve		1	1	0	Kurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_vznlwe2frwxny	manci	good		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vznxrk4bwsn3e	veravere	different		1	1	0	Kurumba				short-vowel-apical		unlinked
f_vzo4rc3oqr2nw	haṛī	a. mad		1	1	0	Brahui				short-vowel-apical		unlinked
f_vzohwtbihhwda	sūyi	needle		1	1	0	Gondi						unlinked
f_vzoknf6pkaany	rūsiʔ	knife		1	1	0	Gondi						unlinked
f_vzosuwort6ybq	paḷam	fruit		1	1	0	Malasar				short-vowel-apical		unlinked
f_vzpankn5kms7c	kaḷk	leg		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_vzpfjq42qdbt4	tuman	n. tribe		1	1	0	Brahui				nonapical-control		unlinked
f_vzpujglxpmpck	ijj	Stand		1	1	0	Kurux				nonapical-control		unlinked
f_vzqea5jzqtyjw	ta lamurɨ	hair		1	1	0	Kurumba						unlinked
f_vzrtk6k436lpm	pɨṇɨr	thedesignationofthenon-sacredbuffaloesoftheclans(=pïtyïr; Rivers punîr), thenon-sacredbuffaloesatthetiːdairy, milkedforordinaryuse		1	1	0	Toda						unlinked
f_vzskmm26hsjls	pātara	vessel (for food; mane sa:ma:na; Skt. pātra		1	1	0	Badaga						unlinked
f_vztwulwdidtms	kuśte θvɨ̄	a pen such as they did not build before (for a two-day funeral)		1	1	0	Toda				nonapical-control		unlinked
f_vztzdxmn3a7q2	āki	leaf		1	1	0	Gondi						unlinked
f_vzutwxbyr3kby	īsi	mosquito		1	1	0	Muthuvan						unlinked
f_vzuyqfrk3djoe	mari	right		1	1	0	Kurux				short-vowel-apical		unlinked
f_vzwi56clhp7k2	ənnim	similar/same		1	1	0	Kurux						unlinked
f_vzz4ohnrtdj36	hamokān	adv. from there		1	1	0	Brahui				nonapical-control		unlinked
f_vzzarxibw45ye	baṭṭe	cloth		1	1	0	AluKurumba				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_w223llj3wi4mo	vitv eṣam	different		1	1	0	MalaMalasar				nonapical-control		unlinked
f_w22c7fykohuim	muḍ̆a	cow		1	1	0	Gondi				short-vowel-apical		unlinked
f_w22xfa7o5nths	pʰala	spear		1	1	0	Kurux						unlinked
f_w23kgndq3cxgg	kupās̱	Tiger Hill		1	1	0	Toda				nonapical-control		unlinked
f_w23prnhtzctus	cora	blood		1	1	0	Eravallan				short-vowel-apical		unlinked
f_w23wi2ruguepo	ava	she (3s, feminine)		1	1	0	Irula				nonapical-control		unlinked
f_w24qls5bljsys	ɸink	feces		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_w26fw7y6cktqm	ari	rice		1	1	0	Mannan				short-vowel-apical		unlinked
f_w26q4zqdbliba	erume	buffalo		1	1	0	Irula				short-vowel-apical		unlinked
f_w26yltrrcohgi	tammadu	same as the preceding dictionary entry		2	2	0	Badaga				nonapical-control		unlinked
f_w27gllclue4em	tām	Thursday (obl. taːt-)		1	1	0	Toda						unlinked
f_w27s5mtbdh64c	lae	n. harmony		1	1	0	Brahui						unlinked
f_w2b52ruu5ccbe	viraḷɨ	finger		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_w2bd45huvvruk	ēṟ xɨmt xuḏ	stick for killing calf at eːṟ xïmtpimi ceremony		1	1	0	Toda				long-vowel-apical-control		unlinked
f_w2bmu66fon4hk	inːa	today		1	1	0	Kurux				postapical-cluster;short-vowel-apical		unlinked
f_w2bz6ei2uxc66	kappe	frog		1	1	0	Kannada				nonapical-control		unlinked
f_w2cypawn5ojse	ū	flower		1	1	0	AluKurumba						unlinked
f_w2dgl5mr7utxa	aṭʰroj	week		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_w2fgznskivzwg	yaŋga	we (1st pl. exclusive)		1	1	0	Urali						unlinked
f_w2gcd26iosy7g	quṭia	firewood		1	1	0	Gondi				short-vowel-apical		unlinked
f_w2gcotqm47o74	mərːi	axe		1	1	0	Gadaba						unlinked
f_w2hekpgsyweac	ele	leaf		1	1	0	Kannada				short-vowel-apical		unlinked
f_w2hnf6apgnjjw	gunḍe	heart		1	1	0	Gadaba				postapical-cluster;short-vowel-apical		unlinked
f_w2ipbmczubak2	nadaka	walk		1	1	0	Gondi				nonapical-control		unlinked
f_w2ittbeihuuey	iŋgris	younger brother		1	1	0	Kurux						unlinked
f_w2jhw27mq33v4	rob	n. arrogance		1	1	0	Brahui				nonapical-control		unlinked
f_w2jvvl2rfznli	śeḷar	younger sister		1	1	0	Gondi				short-vowel-apical		unlinked
f_w2lsbodaba6mo	poṭṭapiḷḷai	girl		1	1	0	Irula				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_w2m7gizcn3aoe	dʰuru	smoke		1	1	0	Gondi						unlinked
f_w2mg2u6nvcpvm	āḍɨ	goat		1	1	0	Muthuvan				long-vowel-apical-control		unlinked
f_w2n67dsf6nhso	kambāv- (kambād-); kamāv-	to begin to fall asleep, to sleep (Mēnāṛ mānt; Kolmēl mānt)		2	2	0	Kota				nonapical-control		unlinked
f_w2ohratg6jsd2	deho	body		1	1	0	Kurux				nonapical-control		unlinked
f_w2qdosexkymzg	mɨs̱ pōḍy	blouse		1	1	0	Toda						unlinked
f_w2qdzfbro4ty2	bālišt	n. pillow		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_w2rst43hp2zrm	oz̡m-xōlm	famine days		1	1	0	Toda						unlinked
f_w2rxxn4zblhra	piḍiñankallɨ	pestle		1	1	0	Muthuvan				short-vowel-apical		unlinked
f_w2sdeifdr2yh4	pāṭkann-ing	v. to collect firewood		1	1	0	Brahui				long-vowel-apical-control		unlinked
f_w2sgppg2s7oes	dusrʌ	different		1	1	0	Gondi				nonapical-control		unlinked
f_w2shmrwpttfbk	kumbaī	Wife		1	1	0	Gadaba				nonapical-control		unlinked
f_w2stv7pzm5n7m	voṭṭe	Camel		1	1	0	Toda				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_w2tjkweyqloqm	praṣṇe	question, problem, quandary		1	1	0	Badaga						unlinked
f_w2tmjvnmjh5hs	modəra m	ring		1	1	0	Irula				nonapical-control		unlinked
f_w2udgzz4wdlcm	maṇḍe	hair		1	1	0	Irula				postapical-cluster;short-vowel-apical		unlinked
f_w2uhpmpthw6uw	allā	Dog		1	1	0	Kurux				geminate-apical-control;postapical-cluster;short-vowel-apical		unlinked
f_w2uq734xosxew	kvɨct	boiling, kwïct niːr ‘boiling water’		1	1	0	Toda						unlinked
f_w2uszaqnxergk	vitˑ(madi)	run		1	1	0	Gondi				nonapical-control		unlinked
f_w2uzdansdpane	vehɨkɨtɨ	thirsty, he was thirsty		1	1	0	Muduga				nonapical-control		unlinked
f_w2vnxnl2ld7sw	maṛ-nōɫ̣	next day (cf. maṛ-wiy-noːɫ ‘̣the day of second funeral’); poɫy-weːṣ maṛ-noːɫ-s̱̣ n nïḏs mïːɰuḍči ‘It is raining from the next day of temple thatching.’		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_w2vwssltbmy4y	veṛñj	finger		1	1	0	Gondi				postapical-cluster;short-vowel-apical		unlinked
f_w2xcpgwwivvco	urumbu	Ant		1	1	0	markodi				short-vowel-apical		unlinked
f_w2yetm2r64voc	ḍe	n. place; country		1	1	0	Brahui						unlinked
f_w2yhw2nxzoycq	sin-s̱ kvɨṭ-ɨr	golden buffalo horn replica		1	1	0	Toda				postapical-cluster;short-vowel-apical		unlinked
f_w324d2rvov2zm	suji	needle		1	1	0	Gondi				nonapical-control		unlinked
f_w33bakhbpfouk	yele	leaf		1	1	0	BettaKurumba				short-vowel-apical		unlinked
f_w34nh55iywon4	elumbɨ	bone		1	1	0	Muthuvan				short-vowel-apical		unlinked
