Chart	View	Row	Category	Family_ID	Evidence_or_Formation_IDs
languages	All 403 reviewed input families	Kuvi	Missing	d443	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d4430	f_34i3fp6r4xewm;f_kon3l2gglchn6
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4438	f_uwd5p7rjwvgxe;research:d4438-Kuwi-paradigm-pēnka;research:d4438-Kuwi-paradigm-pēnu;research:d4438-Kuwi-paradigm-pēṇka;research:d4438-Kuwi-paradigm-pṇēka
languages	All 403 reviewed input families	Kuvi	Missing	d444	
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4449	f_24f4ksyhpcwsm;f_oz5c4zacrdnes;research:d4449-Bisamkatak-penka;research:d4449-Sunkarametta-pēnu;research:d4449-Sunkarametta-pṇēka
languages	All 403 reviewed input families	Kuvi	Missing	d445	
languages	All 403 reviewed input families	Kuvi	Missing	d446	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d447	f_bjxc43j7l5l5s;f_eqxb3dkjt4qgq;f_f4w4nll4h3x3c;f_krqsbokb624uw;f_uatyykzwevqno
languages	All 403 reviewed input families	Kuvi	Borrowed only	d449	research:d449-IA-loan-Kuwi-tebri;research:d449-IA-loan-Kuwi-tēbri;research:d449-IA-loan-Kuwi-ṭebri
languages	All 403 reviewed input families	Kuvi	Missing	d451	
languages	All 403 reviewed input families	Kuvi	Missing	d452	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d453	f_5va2ta4nyxn2m;f_nqxts67yzhx3c;f_wue4o7mgxluak;f_yzkxwzeadth26
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4536	f_27sllfmxiqgea;f_i3q5kwajzhr7q;f_tp4r3gyro32m4;f_vyofekgmepg7g;f_wv5pefddd4ejk
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4537	f_6ycdcz7j7takq;f_7noukoflrkzt4;f_lmv4cfwdmwffm;f_zrxho54kq4b7m
languages	All 403 reviewed input families	Kuvi	Missing	d454	
languages	All 403 reviewed input families	Kuvi	Missing	d4545	
languages	All 403 reviewed input families	Kuvi	Missing	d455	
languages	All 403 reviewed input families	Kuvi	Missing	d4555	
languages	All 403 reviewed input families	Kuvi	Missing	d4559	
languages	All 403 reviewed input families	Kuvi	Missing	d457	
languages	All 403 reviewed input families	Kuvi	Missing	d4591	
languages	All 403 reviewed input families	Kuvi	Missing	d4599	
languages	All 403 reviewed input families	Kuvi	Missing	d4608	
languages	All 403 reviewed input families	Kuvi	Missing	d4680	
languages	All 403 reviewed input families	Kuvi	Missing	d4710	
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4711	f_7hpfrbqkt75um;f_bpljjkas53n6u;f_jk7m3lq53t4ly;f_l77fije3p2ibk;f_qiagijlcb77uo;f_sxahj3yyfxuy6;f_xamnyrdap53o4
languages	All 403 reviewed input families	Kuvi	Missing	d4716	
languages	All 403 reviewed input families	Kuvi	Missing	d472	
languages	All 403 reviewed input families	Kuvi	Missing	d4728	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d4737	f_w7toprxfneht4
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d474	f_4bggqyrrcmu2k;f_7ructhr44g7do;f_qk6m37whvvx2u;f_sd3gk5bqoahdg;f_sedlgctyzady6;f_wp5hwfzv254ki;f_wplj5srpvigsi;f_xnhaqzmt5zqsk;f_xwyobbaskdwhs
languages	All 403 reviewed input families	Kuvi	Missing	d475	
languages	All 403 reviewed input families	Kuvi	Missing	d4750	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d4756	f_5t5alwgr3g6aq;f_f4ml7zh4xgcje;f_hd2b7zasgc7ni;f_i76yjnpma6xya;f_twwnqnrmftb6o
languages	All 403 reviewed input families	Kuvi	Missing	d476	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d4760	f_bbgfjmlfzpitc;f_hnh2fmpndl4t6;f_igwbrh436vfjq;f_unppucrtrrrj6;f_zjrfud4dcsawm
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d4761	f_3vgb7gtvudvyo;f_gr3hcklxersd4
languages	All 403 reviewed input families	Kuvi	Missing	d477	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d480	f_u6vgfavzkfp56
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4806	f_3ydou4kadiysq;f_7nyzuzhlfwvyc;f_z3ud6ch6ded3k
languages	All 403 reviewed input families	Kuvi	Missing	d481	
languages	All 403 reviewed input families	Kuvi	Missing	d483	
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4831	f_372u2sq2zerhk;f_givi6wotw6hyo;f_oabit2vkedqga;f_xgi423av3h6dg
languages	All 403 reviewed input families	Kuvi	Borrowed only	d484	f_24er2in72o37o
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d485	f_46g5nnycd3qpc;f_amps5f5o2azqq;f_pynqj42mclzie
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d4855	f_b7l7selfoaq6w
languages	All 403 reviewed input families	Kuvi	Missing	d486	
languages	All 403 reviewed input families	Kuvi	Missing	d4866	
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4876	f_2lttjyb5wtxxe;f_btyufpgvaac6y;f_mw27qjo2l2b5c;f_o6l2xqz6vwx4k;f_pnozxluairuqk;f_ut3fdp7ebcmve;f_zandevrtawxwy
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d4885	research:d4885-Kuwi-paradigm-mnīka;research:d4885-Kuwi-paradigm-mrīka;research:d4885-Kuwi-paradigm-mīnka;research:d4885-Kuwi-paradigm-mīnu;research:d4885-Kuwi-paradigm-mṇīka;research:d4885-Kuwi-paradigm-mṇīnu
languages	All 403 reviewed input families	Kuvi	Missing	d489	
languages	All 403 reviewed input families	Kuvi	Missing	d490	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d494	f_6nv4lnkkhborw;f_a5aevijkrwvpm;f_sydwulrumtgsi;f_w65whprafuztm
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d495	f_2gfkyqlpmqnuq;f_ebc7og7hwmcw4;f_spqpphja544e4
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d4968	f_c4yvw6fs6luwi;f_k6tkuvcbg4cqc;f_l4sutsio4y2gu
languages	All 403 reviewed input families	Kuvi	Missing	d4971	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d4973	f_6l5n3tksxehku;f_jna2jzmysxyew
languages	All 403 reviewed input families	Kuvi	Other only	d4975	f_jvncfbewvgggc
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d4976	f_iqs44o4csqkzm
languages	All 403 reviewed input families	Kuvi	Missing	d4986	
languages	All 403 reviewed input families	Kuvi	Missing	d4989	
languages	All 403 reviewed input families	Kuvi	Missing	d499	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d4993	f_4quaa2w4ovwhq;f_khj6ijwl32xmo;f_m2ndkh6lmgwjs;f_nwktpl4lktubu;f_o2ef3q6gi7eok
languages	All 403 reviewed input families	Kuvi	Missing	d5007	
languages	All 403 reviewed input families	Kuvi	Missing	d5017	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d502	f_bboh2afq6xd54
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d504	f_27cb3of6qcvwe;f_fkyemp3sl7a4q
languages	All 403 reviewed input families	Kuvi	Missing	d5046	
languages	All 403 reviewed input families	Kuvi	Missing	d507	
languages	All 403 reviewed input families	Kuvi	Missing	d5078	
languages	All 403 reviewed input families	Kuvi	Missing	d508	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d5082	f_t2mufmxavlgng;f_vn75fhbwroeka
languages	All 403 reviewed input families	Kuvi	Missing	d5087	
languages	All 403 reviewed input families	Kuvi	Missing	d5114	
languages	All 403 reviewed input families	Kuvi	Missing	d512	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d5123	f_e4ady7rzvvf6q;f_jzrptzte5cpmq
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d5124	f_ba2b5ve2dfcja;f_oplezwnuzgjyq
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d513	f_5acjxas55yfwu;f_7fovllgpns4t2;f_hvbl6q7rtshlk;f_hw22a5a5ksahe;f_px5k3t4ubepke
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d5146	f_i6zjcr5ypgr2k;f_iaq2ld4gqan3y;f_w53bvxwbyx5ao
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d5153	f_d52z2xtqc6cyi;f_f4zwdjxvqeyza;f_lpm2imwk4n3ky;f_q52e3ztz3l24a;f_yb5n4cpyopsm4
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d5159	f_m3bbpfwsw6e2u;f_mvxlfsirpewzs;f_oruqkswzjvrio;f_syouysqjilhiu;f_z5qasiqw5wtwm
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d516	f_etd4hza7e4cgc;f_hzxumv3pdwsyk;f_jwk33nkz5spkk;f_tb365k33mk3be
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d517	f_pvhtsd743zqgk
languages	All 403 reviewed input families	Kuvi	Missing	d520	
languages	All 403 reviewed input families	Kuvi	Missing	d524	
languages	All 403 reviewed input families	Kuvi	Missing	d5250	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d5263	f_kcsuu6qrlev6k;f_qpigwj6tes3ka;f_uv3iuajgcsxx2;f_wh5v6gtifk566
languages	All 403 reviewed input families	Kuvi	Missing	d527	
languages	All 403 reviewed input families	Kuvi	Missing	d528	
languages	All 403 reviewed input families	Kuvi	Missing	d529	
languages	All 403 reviewed input families	Kuvi	Missing	d5295	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d533	f_y4szwnsim7u2g
languages	All 403 reviewed input families	Kuvi	Missing	d536	
languages	All 403 reviewed input families	Kuvi	Missing	d5368	
languages	All 403 reviewed input families	Kuvi	Missing	d5369	
languages	All 403 reviewed input families	Kuvi	Other only	d5372	f_5amizo4jcb5se;f_ftphuozyc4zdo
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d5409	f_b4giwmyz6pbrw;f_j3k4tyibrsqpc;f_r6aipybc5q2t2;f_u5uf45lwmzkrs
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d5411	f_2bn5xjyuathqg;f_nq6soiobwaslc;f_xjckjqmc7tuvs;f_ylz4chf5tfltw
languages	All 403 reviewed input families	Kuvi	Missing	d545	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d5555	f_4wzh5m2tz3w3m;f_dng5c4j34bfr2;f_uy5blgkehdt5y;f_yf544eyhzn7n4
languages	All 403 reviewed input families	Kuvi	Missing	d558	
languages	All 403 reviewed input families	Kuvi	Missing	d560	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d561	f_s75ku5ri6vvvg;f_vhdho6dbkkeqi
languages	All 403 reviewed input families	Kuvi	Missing	d562	
languages	All 403 reviewed input families	Kuvi	Missing	d570	
languages	All 403 reviewed input families	Kuvi	Missing	d572	
languages	All 403 reviewed input families	Kuvi	Missing	d586	
languages	All 403 reviewed input families	Kuvi	Missing	d587	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d588	f_cer54wbtlipde
languages	All 403 reviewed input families	Kuvi	Missing	d589	
languages	All 403 reviewed input families	Kuvi	Missing	d590	
languages	All 403 reviewed input families	Kuvi	Missing	d592	
languages	All 403 reviewed input families	Kuvi	Missing	d593	
languages	All 403 reviewed input families	Kuvi	Missing	d61	
languages	All 403 reviewed input families	Kuvi	Missing	d63	
languages	All 403 reviewed input families	Kuvi	Missing	d64+d88	
languages	All 403 reviewed input families	Kuvi	Missing	d648	
languages	All 403 reviewed input families	Kuvi	Missing	d649	
languages	All 403 reviewed input families	Kuvi	Missing	d651	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d655	f_bewdlwpy2fz6q;f_ktacrp73p3ypk;f_oxoqbn44fnb3u;f_ygcjxqr3zsjja;f_zg4ddf5eqrhmi;f_zxkeuaqweh4do
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d656	f_5xiih5w3jjolo;f_mkbwzhn5wyx2a;f_xqrx54h2sx5d6;f_yikucadstgmg6;f_zof7z3kxkmcju
languages	All 403 reviewed input families	Kuvi	Missing	d657	
languages	All 403 reviewed input families	Kuvi	Missing	d658	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d661	f_k62zjhygoip66;f_nubibttu2dma2;f_pab2ktm32b2s4;f_pnawh6ais26as
languages	All 403 reviewed input families	Kuvi	Other only	d663	f_b5f6tsww3gogk;f_cni4ts5qpd26y
languages	All 403 reviewed input families	Kuvi	Other only	d664	f_45rewolhwzpeu;f_d7ajnz7jdenac;f_dnswm7xchznro;f_hrhces3nejuss
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d665	f_bbcalfya3pudo;f_hajmbxamypvlg;f_uj6pmc54pmhti;f_vp3sc4uqqegsm
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d666	f_5cw6ii4jqgxbm;f_k27mfvbduumem
languages	All 403 reviewed input families	Kuvi	Missing	d672	
languages	All 403 reviewed input families	Kuvi	Missing	d675	
languages	All 403 reviewed input families	Kuvi	Missing	d676	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d686+d689	f_23qwzi3ad3i3c;f_63vir5tkrc5rg;f_anu6oheno43ms;f_aog7padj7zpfc;f_g5u62sz26hhym;f_higegh7oftgqc;f_jej6g7lkfxhee;f_ndnfyn7ntlsjg;f_pngx5rzjnptdw;f_qzqexgkgxegtc;f_sbku3eoj4owry;f_xnbz6iwglmk44
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d688	f_3erqcrku4ptgy;f_egzzgegazyfhu;f_fg3hglufftxxc;f_mlv7hxf2qyh72;f_thhlz3zaif6zg
languages	All 403 reviewed input families	Kuvi	Missing	d690	
languages	All 403 reviewed input families	Kuvi	Missing	d692	
languages	All 403 reviewed input families	Kuvi	Missing	d693	
languages	All 403 reviewed input families	Kuvi	Missing	d694	
languages	All 403 reviewed input families	Kuvi	Missing	d695	
languages	All 403 reviewed input families	Kuvi	Missing	d696	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d697	f_hivumxa4ulvie;f_oaygrhums7lmc
languages	All 403 reviewed input families	Kuvi	Displaced and retained	d698	f_4kaeg3rvy3hkq;f_ihigpda5z4oxw;f_lpgo3xnpfbvne;f_mmd7mfnehqh5y;f_p3yhv76xsgb5i;f_pdzpvsjar55z2
languages	All 403 reviewed input families	Kuvi	Missing	d699	
languages	All 403 reviewed input families	Kuvi	Missing	d700	
languages	All 403 reviewed input families	Kuvi	Missing	d703	
languages	All 403 reviewed input families	Kuvi	Missing	d704	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d705	f_a7ipt7v7skt22;f_fo5alzbe4sjpy;f_gmoyvnsayoiga;f_ldltkt2zezxdo
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d706	f_dnslkpd73itbi;f_y4jfl7c7pimew
languages	All 403 reviewed input families	Kuvi	Missing	d707	
languages	All 403 reviewed input families	Kuvi	Missing	d708	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d709	f_ptwb46gkk46tm
languages	All 403 reviewed input families	Kuvi	Missing	d710	
languages	All 403 reviewed input families	Kuvi	Missing	d711	
languages	All 403 reviewed input families	Kuvi	Missing	d712	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d713	f_ce7ahk2bexu6w
languages	All 403 reviewed input families	Kuvi	Missing	d715	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d718	f_h2grq2t7azugg;f_lkmbpkwqz6ars
languages	All 403 reviewed input families	Kuvi	Missing	d719	
languages	All 403 reviewed input families	Kuvi	Missing	d72	
languages	All 403 reviewed input families	Kuvi	Missing	d721	
languages	All 403 reviewed input families	Kuvi	Missing	d722	
languages	All 403 reviewed input families	Kuvi	Missing	d723	
languages	All 403 reviewed input families	Kuvi	Missing	d75	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d76	f_dgukd32rncfcc;f_wjmw2secnzjvq;f_ymk7ikdoeg4yq
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d77	f_etiw3vfzf7tmq;f_g6algi3qtxmi2
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d78	f_2gib44io22lfm;f_a3altkvyewc3a;f_t2plhmcrbvuw6;f_w4xpm3xia26s4
languages	All 403 reviewed input families	Kuvi	Missing	d789	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d79	f_7jfw3hogse72i;f_e5twbsmh3y5le;f_n3ldpatq3cxaw
languages	All 403 reviewed input families	Kuvi	Missing	d80	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d800	f_7axalsqkuvpwg;f_ftu3oft6byygo;f_i36julsqhtqba;f_lb5ory3ql6gws;f_lmrk634ztu5ks;f_owbi76awdci5s;f_znfgf725bicci
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d809	f_bshv4h4rnzwj2;f_djdjdhigz7nju;f_hz2ac7ziozddm;f_k23d2kczvopcu;f_lxyleo23jrdx2;f_tvcqhf2pasv6u;f_x7ylwsn3zmnpi
languages	All 403 reviewed input families	Kuvi	Missing	d81	
languages	All 403 reviewed input families	Kuvi	Missing	d810	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d811	f_5mfzfkza3bib2;f_sc7ipp3eh2pwk
languages	All 403 reviewed input families	Kuvi	Missing	d813	
languages	All 403 reviewed input families	Kuvi	Missing	d815	
languages	All 403 reviewed input families	Kuvi	Missing	d816	
languages	All 403 reviewed input families	Kuvi	Missing	d817	
languages	All 403 reviewed input families	Kuvi	Missing	d820	
languages	All 403 reviewed input families	Kuvi	Missing	d822	
languages	All 403 reviewed input families	Kuvi	Missing	d826	
languages	All 403 reviewed input families	Kuvi	Missing	d827	
languages	All 403 reviewed input families	Kuvi	Missing	d829	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d83	f_eq5bsq6jp4ujm;f_gh5dxhzpnbk5q;f_hceqmcojqjkro;f_pvdiyxfoz7pgs
languages	All 403 reviewed input families	Kuvi	Missing	d832	
languages	All 403 reviewed input families	Kuvi	Missing	d833	
languages	All 403 reviewed input families	Kuvi	Missing	d835	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d837	f_3vzleflwca2w2;f_o2mzph3bmvw5a;f_ux3sv55vvi6ki;f_visq2q55djqas
languages	All 403 reviewed input families	Kuvi	Missing	d839	
languages	All 403 reviewed input families	Kuvi	Missing	d84	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d844	f_lpgatqpvr72ya
languages	All 403 reviewed input families	Kuvi	Missing	d845	
languages	All 403 reviewed input families	Kuvi	Missing	d846	
languages	All 403 reviewed input families	Kuvi	Displaced, no retention	d851	f_3kdrlxugj3vca;f_bp6e7kmuoj5rm;f_i55u7xenncpa2
languages	All 403 reviewed input families	Kuvi	Missing	d856	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d857	f_odjvr6o5znqzw;f_prvsr3xr56nve
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d859	f_5q7skzq365kqk;f_bgeozrca73ej6;f_nxsb2ev7mej4i
languages	All 403 reviewed input families	Kuvi	Missing	d86	
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d860	f_6x6yickr42kzg;f_bztn5dvgpzlms;f_cosweofs7dmwk;f_yvwdjb77jwyoq
languages	All 403 reviewed input families	Kuvi	Missing	d865	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d868	f_httxmrly437ru;f_mu4h6ugr5oqvw;f_whpxkvitcfmo4;f_zibc67stghvii
languages	All 403 reviewed input families	Kuvi	Missing	d869	
languages	All 403 reviewed input families	Kuvi	Missing	d89	
languages	All 403 reviewed input families	Kuvi	Missing	d910	
languages	All 403 reviewed input families	Kuvi	Missing	d913	
languages	All 403 reviewed input families	Kuvi	Missing	d914	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d915	f_25lmhjgrqsh5c;f_3k332vu3hewm2;f_4sqgocqgmj5ni;f_dthjdxq27epqs;f_f332ytldwfnpc;f_omkwlf6qhguy4;f_u6aupv7mhrdwe;f_wfcq63sm4kamc
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d916	f_goghudrtjphfi;f_wgtrvu2may6xm
languages	All 403 reviewed input families	Kuvi	Missing	d917	
languages	All 403 reviewed input families	Kuvi	Missing	d919	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d931	f_whhvimxmktnzm
languages	All 403 reviewed input families	Kuvi	Missing	d944	
languages	All 403 reviewed input families	Kuvi	Missing	d945	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d946	f_bbmtexckjnhhi;f_vmllg3zgg2qkg
languages	All 403 reviewed input families	Kuvi	Missing	d947	
languages	All 403 reviewed input families	Kuvi	Missing	d949	
languages	All 403 reviewed input families	Kuvi	Missing	d950	
languages	All 403 reviewed input families	Kuvi	Missing	d954	
languages	All 403 reviewed input families	Kuvi	Missing	d958	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d959	f_7npkspyvlcbaw;f_afta5dwa62t2s;f_wmatil5757dwy;f_zdh5gs4wlkzro
languages	All 403 reviewed input families	Kuvi	Missing	d962	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d965	f_4mx6vntmmmdgq;f_t5guxdx5fff3k
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	d967	f_7bgy5loxxm35g;f_cbyp2cmst63ck;f_e5odkgcxb26ni;f_i5dhaapozkk24;f_nibengub2ozws;f_wrozundg4rzbu;f_xlxsf7fl4pk54;f_y2tvvbc6slc4o;f_yfuujpi2tekdg
languages	All 403 reviewed input families	Kuvi	Uncertain (with or without other)	d985	f_hd4rguuhui7jm
languages	All 403 reviewed input families	Kuvi	Missing	d996	
languages	All 403 reviewed input families	Kuvi	Retained, no displacement	deictic-a-i	f_b3tr66jivhbs2;f_e7kl6zriajccm;f_lcqy7bhc7djta;f_nkpq4z4o255qm;f_picstfoyqyqbm
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d1079	f_dh3te37yrt2fe;f_sq7y4vyyrcy2m
languages	All 403 reviewed input families	Pengo	Missing	d109	
languages	All 403 reviewed input families	Pengo	Missing	d1123	
languages	All 403 reviewed input families	Pengo	Missing	d1181	
languages	All 403 reviewed input families	Pengo	Missing	d1235	
languages	All 403 reviewed input families	Pengo	Missing	d1278	
languages	All 403 reviewed input families	Pengo	Missing	d1287	
languages	All 403 reviewed input families	Pengo	Missing	d1291	
languages	All 403 reviewed input families	Pengo	Missing	d1292	
languages	All 403 reviewed input families	Pengo	Missing	d1347	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d1349	f_h4rf5bxzhwtr4;f_iyrflutqo23ly;f_nuo74vv2qcckg
languages	All 403 reviewed input families	Pengo	Missing	d1359	
languages	All 403 reviewed input families	Pengo	Missing	d1368	
languages	All 403 reviewed input families	Pengo	Missing	d1477	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d1479	f_kzh22rnch455c
languages	All 403 reviewed input families	Pengo	Missing	d1507	
languages	All 403 reviewed input families	Pengo	Missing	d1509	
languages	All 403 reviewed input families	Pengo	Missing	d1574	
languages	All 403 reviewed input families	Pengo	Missing	d1580	
languages	All 403 reviewed input families	Pengo	Missing	d1594	
languages	All 403 reviewed input families	Pengo	Missing	d1595	
languages	All 403 reviewed input families	Pengo	Missing	d1619	
languages	All 403 reviewed input families	Pengo	Missing	d1680	
languages	All 403 reviewed input families	Pengo	Missing	d1767	
languages	All 403 reviewed input families	Pengo	Missing	d1769	
languages	All 403 reviewed input families	Pengo	Missing	d1774	
languages	All 403 reviewed input families	Pengo	Missing	d1778	
languages	All 403 reviewed input families	Pengo	Missing	d1787	
languages	All 403 reviewed input families	Pengo	Missing	d1802	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d1818	f_2wcx67yyqnyz6
languages	All 403 reviewed input families	Pengo	Missing	d1822	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d1826	f_afa3cntph2yjy;f_gdhw2mkngbtc2;f_gicfvhjxurvyy
languages	All 403 reviewed input families	Pengo	Missing	d1850	
languages	All 403 reviewed input families	Pengo	Other only	d1851	f_v4ve6s7umuoec;f_xq4jzo2bcocsu
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d1853	f_qjgqmsthgtehy
languages	All 403 reviewed input families	Pengo	Missing	d1859	
languages	All 403 reviewed input families	Pengo	Missing	d1861	
languages	All 403 reviewed input families	Pengo	Missing	d1898	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d1906	f_26stpglt3aeay
languages	All 403 reviewed input families	Pengo	Missing	d1923	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d1959	f_jvtm6s2odyhwu
languages	All 403 reviewed input families	Pengo	Missing	d1964	
languages	All 403 reviewed input families	Pengo	Missing	d2008	
languages	All 403 reviewed input families	Pengo	Missing	d201	
languages	All 403 reviewed input families	Pengo	Missing	d2010	
languages	All 403 reviewed input families	Pengo	Missing	d2018	
languages	All 403 reviewed input families	Pengo	Missing	d202	
languages	All 403 reviewed input families	Pengo	Missing	d203	
languages	All 403 reviewed input families	Pengo	Missing	d205	
languages	All 403 reviewed input families	Pengo	Missing	d207	
languages	All 403 reviewed input families	Pengo	Missing	d2090	
languages	All 403 reviewed input families	Pengo	Missing	d211	
languages	All 403 reviewed input families	Pengo	Displaced and retained	d2146	f_5tmfmg4ml56uu;f_b6cebko5v5ppa
languages	All 403 reviewed input families	Pengo	Displaced and retained	d2149	f_b77peefbao254;f_tt6m7shhc42ms
languages	All 403 reviewed input families	Pengo	Missing	d215	
languages	All 403 reviewed input families	Pengo	Missing	d216	
languages	All 403 reviewed input families	Pengo	Missing	d2176	
languages	All 403 reviewed input families	Pengo	Missing	d221	
languages	All 403 reviewed input families	Pengo	Missing	d222	
languages	All 403 reviewed input families	Pengo	Missing	d2233	
languages	All 403 reviewed input families	Pengo	Retained, no displacement	d2237	f_5b4fwg2ylhbts
languages	All 403 reviewed input families	Pengo	Missing	d2247	
languages	All 403 reviewed input families	Pengo	Missing	d227	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d228	f_tasyf3qwllbau
languages	All 403 reviewed input families	Pengo	Missing	d229	
languages	All 403 reviewed input families	Pengo	Missing	d232	
languages	All 403 reviewed input families	Pengo	Displaced and retained	d233	f_qmnvq5abqfnfm;f_ubi4si3vr6kh6
languages	All 403 reviewed input families	Pengo	Missing	d2356	
languages	All 403 reviewed input families	Pengo	Displaced, no retention	d2359	f_eqj3yqwoylivc
languages	All 403 reviewed input families	Pengo	Missing	d236	
languages	All 403 reviewed input families	Pengo	Missing	d2360	
languages	All 403 reviewed input families	Pengo	Missing	d237	
languages	All 403 reviewed input families	Pengo	Uncertain (with or without other)	d240	f_cffb2gdokb33e
languages	All 403 reviewed input families	Pengo	Missing	d241	
languages	All 403 reviewed input families	Pengo	Missing	d242	
languages	All 403 reviewed input families	Pengo	Missing	d244	
languages	All 403 reviewed input families	Pengo	Missing	d245	
languages	All 403 reviewed input families	Pengo	Missing	d2456	
languages	All 403 reviewed input families	Pengo	Missing	d246	
languages	All 403 reviewed input families	Pengo	Missing	d247	
languages	All 403 reviewed input families	Pengo	Missing	d248	
languages	All 403 reviewed input families	Pengo	Missing	d249	
languages	All 403 reviewed input families	Pengo	Missing	d256	
languages	All 403 reviewed input families	Pengo	Missing	d257	
languages	All 403 reviewed input families	Pengo	Missing	d259+d260	
