analysis_token_id	record_id	family_id	language	dialect	source	form	gloss	historical_input	input_basis	input_id	input_class	old_nuclei	old_accent_count	old_accent_position	old_accent_from_right	old_accent_quantity	old_final_quantity	old_later_long	old_reconstructed	old_aspiration	old_initial_h	old_quantity_pattern	old_first_quantity	old_first_vowel	old_intervocalic_cluster	old_shape	notation	outcome	raw_outcome	modern_nuclei	accent_from_right	stress_from_right	screening_exclusions	family_analysis	family_unresolved	individual_review
f_kezi2gf5bc75i	f_kezi2gf5bc75i	11532	Phal	Phal	CDIAL	trāmbu	spider	*vābha	nearest-formation	11532	input-accent-undetermined	2	0				short		1	1	0	LS	long	a	bh	VVV	historical-dictionary	unmarked	unmarked	2				Palula trāhambú spider has final short accent, while trāmbu and reduced trānd/trān are unmarked. This is the correct vābha entry for the erroneous11531 wasp link already corrected in research decisions. Spider versus wasp senses and truncated first-component forms must be checked; the whole compound is not a simple reflex of vābha.	Read original zoological referents and determine whether reduced forms are attestations or component comparisons.	family-context-first-pass
f_ii7p23hj2ra3g	f_ii7p23hj2ra3g	11532	Phal	Phal	CDIAL;NOPhal	trānd	spider	*vābha	nearest-formation	11532	input-accent-undetermined	2	0				short		1	1	0	LS	long	a	bh	VVV	historical-dictionary	unmarked	unmarked	1				Palula trāhambú spider has final short accent, while trāmbu and reduced trānd/trān are unmarked. This is the correct vābha entry for the erroneous11531 wasp link already corrected in research decisions. Spider versus wasp senses and truncated first-component forms must be checked; the whole compound is not a simple reflex of vābha.	Read original zoological referents and determine whether reduced forms are attestations or component comparisons.	family-context-first-pass
f_7g75kwppxcq4i	f_7g75kwppxcq4i	11532	Phal	Phal	CDIAL;NOPhal	trān	spider	*vābha	nearest-formation	11532	input-accent-undetermined	2	0				short		1	1	0	LS	long	a	bh	VVV	historical-dictionary	unmarked	unmarked	1				Palula trāhambú spider has final short accent, while trāmbu and reduced trānd/trān are unmarked. This is the correct vābha entry for the erroneous11531 wasp link already corrected in research decisions. Spider versus wasp senses and truncated first-component forms must be checked; the whole compound is not a simple reflex of vābha.	Read original zoological referents and determine whether reduced forms are attestations or component comparisons.	family-context-first-pass
f_t7vbngkwlp73c	f_t7vbngkwlp73c	11556	Sh	Sh	CDIAL	bāri̯	small lake	vā́ri	nearest-formation	11556	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	r	VVV	historical-dictionary	unmarked	unmarked	2				Gilgit bári ‘pond’ retains initial prominence but has a short root vowel despite old ā. The specialized pond/lake sense and surviving i may represent an inherited water noun or a later lexicalized formation. This is evidence for accent-locus compatibility coupled with an unresolved quantity change, not an early long-vowel token.	Verify the primary length marking against older bāri/bāru and inspect the nominal paradigm.	family-context-first-pass
f_egx26n5m333zm	f_egx26n5m333zm	11556	Sh	Sh	CDIAL	bārṷ	puddle	vā́ri	nearest-formation	11556	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	r	VVV	historical-dictionary	unmarked	unmarked	2				Gilgit bári ‘pond’ retains initial prominence but has a short root vowel despite old ā. The specialized pond/lake sense and surviving i may represent an inherited water noun or a later lexicalized formation. This is evidence for accent-locus compatibility coupled with an unresolved quantity change, not an early long-vowel token.	Verify the primary length marking against older bāri/bāru and inspect the nominal paradigm.	family-context-first-pass
f_o4sjpd44afmq4	f_o4sjpd44afmq4	11556	Sh	gil	degener-shina2008	bári	pond	vā́ri	nearest-formation	11556	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	r	VVV	gilgit-mora	S@-2	S	2	2			Gilgit bári ‘pond’ retains initial prominence but has a short root vowel despite old ā. The specialized pond/lake sense and surviving i may represent an inherited water noun or a later lexicalized formation. This is evidence for accent-locus compatibility coupled with an unresolved quantity change, not an early long-vowel token.	Verify the primary length marking against older bāri/bāru and inspect the nominal paradigm.	family-context-first-pass
f_yvb3rle5wazys	f_yvb3rle5wazys	11564	Sh	chil	CDIAL	bṓti	word, speech	vārtta	nearest-formation	11564	input-accent-undetermined	2	0				short		0	0	0	LS	long	a	rtt	VVV	historical-dictionary	syllable-marked@-2	syllable-marked	2	2			Palula baát/Strand bâʹt has late aa, while Chilas bṓti and Sawi bātya retain endings or derivative material. Old long ā and the rt cluster coexist, so this is not unambiguously a new-length case. The gender variants and possible regional transmission of the word-for-speech require independent assessment; old accent is unmarked.	Read word inflection and contact notes and separate the a versus ā old stems.	family-context-first-pass
f_i3kcfgqa2czt4	f_i3kcfgqa2czt4	11564	Sv	Sv	CDIAL	bātya	word, speech	vārtta	nearest-formation	11564	input-accent-undetermined	2	0				short		0	0	0	LS	long	a	rtt	VVV	historical-dictionary	unmarked	unmarked	2				Palula baát/Strand bâʹt has late aa, while Chilas bṓti and Sawi bātya retain endings or derivative material. Old long ā and the rt cluster coexist, so this is not unambiguously a new-length case. The gender variants and possible regional transmission of the word-for-speech require independent assessment; old accent is unmarked.	Read word inflection and contact notes and separate the a versus ā old stems.	family-context-first-pass
f_igjhtouykdwpg	f_igjhtouykdwpg	11564	Phal	Phal	CDIAL	bāt	word, speech	vārtta	nearest-formation	11564	input-accent-undetermined	2	0				short		0	0	0	LS	long	a	rtt	VVV	historical-dictionary	unmarked	unmarked	1				Palula baát/Strand bâʹt has late aa, while Chilas bṓti and Sawi bātya retain endings or derivative material. Old long ā and the rt cluster coexist, so this is not unambiguously a new-length case. The gender variants and possible regional transmission of the word-for-speech require independent assessment; old accent is unmarked.	Read word inflection and contact notes and separate the a versus ā old stems.	family-context-first-pass
f_mtvkqvmfjly4w	f_mtvkqvmfjly4w	11564	Phal	Phal	liljegren	baát	word; talk; issue, matter; speech, language	vārtta	nearest-formation	11564	input-accent-undetermined	2	0				short		0	0	0	LS	long	a	rtt	VVV	palula-mora	L@-1	L	1	1			Palula baát/Strand bâʹt has late aa, while Chilas bṓti and Sawi bātya retain endings or derivative material. Old long ā and the rt cluster coexist, so this is not unambiguously a new-length case. The gender variants and possible regional transmission of the word-for-speech require independent assessment; old accent is unmarked.	Read word inflection and contact notes and separate the a versus ā old stems.	explicit-structural-or-paradigm-review
f_cvqt3d5lg6yne	f_cvqt3d5lg6yne	11564	Phal	Phal	strand	bâʹt	word	vārtta	nearest-formation	11564	input-accent-undetermined	2	0				short		0	0	0	LS	long	a	rtt	VVV	strand-phonatory-accent	L@-1	L	1	1			Palula baát/Strand bâʹt has late aa, while Chilas bṓti and Sawi bātya retain endings or derivative material. Old long ā and the rt cluster coexist, so this is not unambiguously a new-length case. The gender variants and possible regional transmission of the word-for-speech require independent assessment; old accent is unmarked.	Read word inflection and contact notes and separate the a versus ā old stems.	family-context-first-pass
f_xvm6kaof3fvtu	f_xvm6kaof3fvtu	11572	Phal	Phal	CDIAL	bōla	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_nbw4d5kmy3kmg	f_nbw4d5kmy3kmg	11572	Phal	Phal	CDIAL	būla	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_q3i3kqj6fqzxg	f_q3i3kqj6fqzxg	11572	Phal	Phal	CDIAL	būlu	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_2c7l6lxnv5qk4	f_2c7l6lxnv5qk4	11572	Sh	gil	CDIAL	bālṷ	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_tm2idyzsv2puo	f_tm2idyzsv2puo	11572	Sh	gil	CDIAL	bāle̯	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_ggbroj77lspkg	f_ggbroj77lspkg	11572	Sh	koh	CDIAL	bālŭ	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_iodeojyd75ddq	f_iodeojyd75ddq	11572	Sh	pales	CDIAL	bāl	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	1				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_sf2wpze3i3fji	f_sf2wpze3i3fji	11572	Sh	pales	CDIAL	bālo	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	historical-dictionary	unmarked	unmarked	2				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_zay27otl6wdam	f_zay27otl6wdam	11572	Kalk	HKAT-xka	kalkoti	baál	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	kalkoti-HL-2013	P-high-rising@-1	P-high-rising	1	1			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	primary-source-reading
f_4evkbdmwabof4	f_4evkbdmwabof4	11572	Kund	Kund	kund	báal	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	kundal-mixed-legacy	F@-1	F	1	1			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	primary-source-reading
f_marye4vaqkph2	f_marye4vaqkph2	11572	Phal	Phal	liljegren	bóolu	(straw of) hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	palula-mora	E@-2	E	2	2			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_7ukg2vgsq7zj6	f_7ukg2vgsq7zj6	11572	Phal	biori	liljegren	búulu	(straw of) hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	palula-mora	E@-2	E	2	2			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_zilbklktpc65y	f_zilbklktpc65y	11572	Sh	Gultari	backstrom1992	ˈbɑɑlo	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_ulagx4hb4mvjc	f_ulagx4hb4mvjc	11572	Sh	Tangir	backstrom1992	ˈbɑlo	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_weqdq5ysqqumy	f_weqdq5ysqqumy	11572	Sh	Jalkot	backstrom1992	bɑl	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	survey-phonetic	unmarked	unmarked	1				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_nhlnp26jmfpfa	f_nhlnp26jmfpfa	11572	Sh	pales	backstrom1992	bɑl	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	survey-phonetic	unmarked	unmarked	1				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_ohn4zkrcayj5o	f_ohn4zkrcayj5o	11572	Sh	Kolai	backstrom1992	bɑl	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	survey-phonetic	unmarked	unmarked	1				Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_pc3xjbh7ynsl2	f_pc3xjbh7ynsl2	11572	Sh	koh	schmidt	báal	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	shina-mora	E@-1	E	1	1			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_iefmlz6ivh7nq	f_iefmlz6ivh7nq	11572	Sh	gur	schmidt	báal	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	shina-mora	E@-1	E	1	1			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_pusqihz3xwk4w	f_pusqihz3xwk4w	11572	Sh	gil	degener-shina2008	báali	rope	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	gilgit-mora	E@-2	E	2	2			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_65iqb47jfeld2	f_65iqb47jfeld2	11572	Sh	gil	degener-shina2008	báalo	hair	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	gilgit-mora	E@-2	E	2	2			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_ia4vyvtcs2rng	f_ia4vyvtcs2rng	11572	Sh	gil	buddruss-shina1996	báali	rope	vā́la	nearest-formation	11572	old-long-barytone	2	1	1	2	long	short	0	0	0	0	LS	long	a	l	VVV	gilgit-mora	E@-2	E	2	2			Palula bóolu/Biori búulu and Shina báal/báalo/báali preserve early prominence on the old long root, with different gender or unit endings. The Kohistani báal ‘hair’ versus baál ‘child’ is a particularly clear modern contrast corresponding to vā́la versus bālá. Kalkoti baál is explicitly high-rising in Liljegren 2013 Tables 12–13, a different outcome plausibly associated with loss of the unaccented final vowel found in Palula bóolu.	Compare the exact source cells and test final-vowel-loss conditioning across the complete Kalkoti set; distinguish hair units from hair-rope derivatives.	family-context-first-pass
f_7g2coajskflly	f_7g2coajskflly	11589	Phal	Phal	CDIAL	bhāš	to bleat, bark	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	historical-dictionary	unmarked	unmarked	1				Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_6dsqwmyebfqcs	f_6dsqwmyebfqcs	11589	Sh	gil	CDIAL	bašóĭki̯	to cry (of animals), chatter, be played (of an instrument)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	historical-dictionary	syllable-marked@position-unresolved	syllable-marked	4	3		vowel-sequence-syllabicity-unresolved	Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_shbooufmlzz2q	f_shbooufmlzz2q	11589	Sh	koh	CDIAL	bašōnṷ	to cry (of animals), chatter, be played (of an instrument)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	historical-dictionary	unmarked	unmarked	3				Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_zwsy4yr4tsgie	f_zwsy4yr4tsgie	11589	Sh	gur	CDIAL;Lor	bašyōnṷ	to strike (of clock), crackle (of fire)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	historical-dictionary	unmarked	unmarked	3				Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_hanw4s7ltbpzm	f_hanw4s7ltbpzm	11589	Sh	gur	CDIAL	bʌšiǰoiki	to strike (of clock), crackle (of fire)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	historical-dictionary	unmarked	unmarked	5			vowel-sequence-syllabicity-unresolved	Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_ucgrbn2tbyjeq	f_ucgrbn2tbyjeq	11589	Phal	Phal	liljegren	bhóoša	to bark, bleat; talk (negatively)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	palula-mora	E@-2	E	2	2			Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_f7tkakclpvfiw	f_f7tkakclpvfiw	11589	Phal	biori	liljegren	bhúuše	to bark, bleat; talk (negatively)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	palula-mora	E@-2	E	2	2			Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
f_tfx6lbvuibab4	f_tfx6lbvuibab4	11589	Sh	gil	degener-shina2008	baš-	sound, speak, play (an instrument)	vā́śyatē	nearest-formation	11589	other-accented-formation	3	1	1	3	long	long	1	0	0	0	LSL	long	a	śy	VVVVV	gilgit-mora	short-monosyllable	short-monosyllable	1			fragment-or-morphological-boundary	Palula bhóoša/Biori bhúuše preserve early root prominence with raised long vowels, compatible with the old long barytone. Gilgit baš- is short and unaccented in the bound-stem citation; infinitives accent newer endings. Secondary aspiration and animal-sound semantics may affect lexical history, but the western raising is independent evidence for an earlier early-accented long root.	Align finite/imperative cells and explain Gilgit shortening through the verb paradigm.	family-context-first-pass
