group	gloss	record_id	form	source	proposed_family	retained_previous_family	status	confidence	relation	analysis	source_locator	description
249	that (plural)	f_q45lhlhedc6hs	teni	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- forms belong to one suppletive demonstrative paradigm, but not one unqualified old headword; se alone receives the sa link.		not confirmed in the field data; supplied from Buddruss (1967: 41-43)
249	that (plural)	f_plzi5eczhtap2	teno	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- forms belong to one suppletive demonstrative paradigm, but not one unqualified old headword; se alone receives the sa link.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
250	the elders, leaders	f_auyk4dfj5hc74	ganeere	knobloch2020sauji	4424		new-family-association	high	manually-reviewed-lexical-family	ganeere elders/leaders is the plural/substantivized age comparative of gan- big; independent -eer- morphology parallels ganeeroo older.		
251	then	f_gxmyuvzvzwsl4	bi	knobloch2020sauji			assessed-no-secure-input			bi and giri then are separate discourse particles; no common historical input is warranted.		
251	then	f_ll6lmshbuxgfc	giri	knobloch2020sauji			assessed-no-secure-input			bi and giri then are separate discourse particles; no common historical input is warranted.		
252	then, again	f_peltvfk4ov32c	giri	knobloch2020sauji			assessed-no-secure-input			giri then/again resembles a turn/again adverb but lacks a demonstrated route from phirati; leave unresolved.		
253	they (proximate)	f_clm66zs5swe7s	le	knobloch2020sauji			assessed-no-secure-input			le-/lin- proximal plural pronouns are the la- paradigm's number/case alternants; preserve secondary-source labels and unknown ancestry.		
253	they (proximate)	f_k4jsk7cjs6szq	lena	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			le-/lin- proximal plural pronouns are the la- paradigm's number/case alternants; preserve secondary-source labels and unknown ancestry.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
253	they (proximate)	f_2kphay2tmrtqq	lini	knobloch2020sauji			assessed-no-secure-input			le-/lin- proximal plural pronouns are the la- paradigm's number/case alternants; preserve secondary-source labels and unknown ancestry.		
253	they (proximate)	f_epgysbcvl2j56	leni	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			le-/lin- proximal plural pronouns are the la- paradigm's number/case alternants; preserve secondary-source labels and unknown ancestry.		not confirmed in the field data; supplied from Buddruss (1967: 41-43)
254	they (remote)	f_hy5v2oxraoc7e	se	knobloch2020sauji	12815		new-family-association	high	manually-reviewed-lexical-family	Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		
254	they (remote)	f_mfy35uz6vobzk	tena	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
254	they (remote)	f_xfplxlnxwnw2q	tini	knobloch2020sauji			assessed-no-secure-input			Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		
254	they (remote)	f_ftnl4b6pmm3mw	teni	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		not confirmed in the field data; supplied from Buddruss (1967: 41-43)
254	they (remote)	f_xh7u6nr3fdfao	teno	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
254	they (remote)	f_gzw7wbvhtyuws	tenoṭe	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
254	they (remote)	f_7z5xf4mnqesoc	tene	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			Remote plural se/t- pronouns have suppletive stem formation; only se is assigned to sa.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
255	thief	f_wqagbpcfnecha	muṣaaṛ-ee	knobloch2020sauji			assessed-no-secure-input			muṣaaṛi thief plausibly derives from a steal root muṣ- with an agentive suffix, a useful etymological lead; exact formation and accent are unresolved.		
255	thief	f_fukcsewrc54ou	muṣaaṛi	knobloch2020sauji			assessed-no-secure-input			muṣaaṛi thief plausibly derives from a steal root muṣ- with an agentive suffix, a useful etymological lead; exact formation and accent are unresolved.		
256	thirteen	f_m4q7ief472a3q	troyiš	knobloch2020sauji	6001		new-family-association	high	manually-reviewed-lexical-family	troyiš thirteen is the three-plus-ten compound and should be compared to the teen series, not the simple numeral three.		
257	thirty	f_f5g2suw25jzua	dešaan biš	knobloch2020sauji			assessed-no-secure-input			dešaan biš thirty is ten plus twenty, not a direct triṁśat reflex.		
258	thirty-eight	f_j5yfbr2icldxk	aštiyašaan biš	knobloch2020sauji			assessed-no-secure-input			aštiyašaan biš thirty-eight is eighteen plus twenty; preserve the phrase's composition.		
259	thirty-five	f_u4zlhdc3w7rug	panǰišaan biš	knobloch2020sauji			assessed-no-secure-input			panǰišaan biš thirty-five is fifteen plus twenty.		
260	thirty-four	f_hm47sfbaxjjgi	čadišaan biš	knobloch2020sauji			assessed-no-secure-input			čadišaan biš thirty-four is fourteen plus twenty.		
261	thirty-nine	f_nox4a4z7zflge	uṛišaan biš	knobloch2020sauji			assessed-no-secure-input			uṛišaan biš thirty-nine is nineteen plus twenty.		
262	thirty-one	f_tjyuakzen7uey	yakaašaan biš	knobloch2020sauji			assessed-no-secure-input			yakaašaan biš thirty-one is eleven plus twenty.		
263	thirty-seven	f_2uojgi5ponihw	satiyaašaan biš	knobloch2020sauji			assessed-no-secure-input			satiyaašaan biš thirty-seven is seventeen plus twenty.		
264	thirty-six	f_y3bcydnlg62xs	ṣuṛešaan biš	knobloch2020sauji			assessed-no-secure-input			ṣuṛešaan biš thirty-six is sixteen plus twenty.		
265	thirty-three	f_6egfyzoyellgu	troyišaan biš	knobloch2020sauji			assessed-no-secure-input			troyišaan biš thirty-three is thirteen plus twenty.		
266	thirty-two	f_k2gbwiupinu5o	baašaan biš	knobloch2020sauji			assessed-no-secure-input			baašaan biš thirty-two is twelve plus twenty.		
267	this	f_75dk7by7uheou	lɑː	knobloch2020sauji			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		
267	this	f_me24nji42hu6k	la	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
267	this	f_cdcsmldbk3xso	li	knobloch2020sauji			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		
267	this	f_xhejaaxxwo352	lesi	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		not confirmed in the field data; supplied from Buddruss (1967: 41-43)
267	this	f_gzlzn6zl2mrmi	lase	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
267	this	f_bbl3sksseiclc	lasi	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
267	this	f_bc4hsj6fjwebs	le	knobloch2020sauji			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		
267	this	f_ldjg4quewm2xc	laa	knobloch2020sauji			assessed-no-secure-input			la-/le-/li- this forms belong to the proximal demonstrative paradigm; no supported derivation from ayam or ana is established.		
268	this (plural)	f_pcvxp2kjdu4wi	le	knobloch2020sauji			assessed-no-secure-input			le/lena/lini/leni this-plural are proximal plural/case forms, several cited secondarily from Buddruss.		
268	this (plural)	f_eksj6t5gms35q	lena	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			le/lena/lini/leni this-plural are proximal plural/case forms, several cited secondarily from Buddruss.		dative and postpositional paradigm reproduced from Buddruss (1967: 41-43)
268	this (plural)	f_m73do6l5rh4i4	lini	knobloch2020sauji			assessed-no-secure-input			le/lena/lini/leni this-plural are proximal plural/case forms, several cited secondarily from Buddruss.		
268	this (plural)	f_kqbgm4nejcpu6	leni	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			le/lena/lini/leni this-plural are proximal plural/case forms, several cited secondarily from Buddruss.		not confirmed in the field data; supplied from Buddruss (1967: 41-43)
269	three	f_ywmk24r5mxaro	ɬɑː	knobloch2020sauji	5994		new-family-association	high	manually-reviewed-lexical-family	ɬaa three corresponds to trayaḥ with the diagnostic Sauji tr-to-lateral outcome.		
269	three	f_2rw6tqav2ivfw	ɬaa	knobloch2020sauji	5994		new-family-association	high	manually-reviewed-lexical-family	ɬaa three corresponds to trayaḥ with the diagnostic Sauji tr-to-lateral outcome.		
270	thumb	f_dhxu5fvelchgw	anguṭo	knobloch2020sauji	137		new-family-association	high	manually-reviewed-lexical-family	anguṭo thumb corresponds to aṅguṣṭha and older Sauji aṅguṭho; aspiration loss and ending are explicit differences.		
271	tie	f_edjvexyohpz5q	gan	knobloch2020sauji	4353		new-family-association	high	root-family-only	gan tie matches granthayati-family knot/tying stems; exact verbal formation remains distinct from the Sanskrit finite citation.		
272	time	f_ihzclxxbfyh5m	vaxti	knobloch2020sauji			assessed-no-secure-input			vaxti/waxta time are inflections of the Arabic-origin regional waqt word.		
272	time	f_sogpuko45ejye	waxta	knobloch2020sauji			assessed-no-secure-input			vaxti/waxta time are inflections of the Arabic-origin regional waqt word.		
273	to	f_jly6ff2b7wcgo	ʈe	knobloch2020sauji			assessed-no-secure-input			ṭe/ṭee and diya to are separate postpositional forms; no simplex lexical ancestor assigned.		
273	to	f_rikw5vjnaj73k	ṭee	knobloch2020sauji			assessed-no-secure-input			ṭe/ṭee and diya to are separate postpositional forms; no simplex lexical ancestor assigned.		
273	to	f_fkedsdkaqdk4m	diya	knobloch2020sauji			assessed-no-secure-input			ṭe/ṭee and diya to are separate postpositional forms; no simplex lexical ancestor assigned.		
274	to, towards	f_tp6dojcq5h7ug	di	knobloch2020sauji			assessed-no-secure-input			di towards is a grammatical directional item with unresolved deeper history.		
275	to, towards, at	f_uttjwccrmxqmc	ṭee	knobloch2020sauji			assessed-no-secure-input			ṭee to/towards/at is the same dative postposition found after pronouns, not an independent content-word etymon.		
276	together	f_4wc5co4w6lqaa	si	knobloch2020sauji			assessed-no-secure-input			si together is a comitative item; its short form alone does not establish a derivation from sārtha.		
277	together with	f_ay6ciwswkt7c6	si	knobloch2020sauji			assessed-no-secure-input			si together with is the same comitative as si together; ancestry unresolved.		
278	tongue	f_5q7lkeh2oratw	d͡ʒib	knobloch2020sauji	5228		new-family-association	high	manually-reviewed-lexical-family	ǰib/d͡ʒib tongue corresponds to jihvā with the regional b outcome.		
278	tongue	f_cu6ghoipyc5xu	ǰib	knobloch2020sauji	5228		new-family-association	high	manually-reviewed-lexical-family	ǰib/d͡ʒib tongue corresponds to jihvā with the regional b outcome.		
279	tongues	f_fdrzjg53nhs46	ǰiba	knobloch2020sauji	5228		new-family-association	high	manually-reviewed-lexical-family	ǰiba tongues is the plural of ǰib.		
280	tooth	f_46vcgftjpigyq	daːnd	knobloch2020sauji	6152		new-family-association	high	manually-reviewed-lexical-family	daːnd/daːndu tooth correspond to danta; bare and u-ending forms are distinct cells/shapes.		
280	tooth	f_pvg444lp7se6q	daːndu	knobloch2020sauji	6152		new-family-association	high	manually-reviewed-lexical-family	daːnd/daːndu tooth correspond to danta; bare and u-ending forms are distinct cells/shapes.		
281	torsan	f_f26eb2ro455rw	torsan	knobloch2020sauji			assessed-no-secure-input			torsan is a place-name citation.		
282	towards, in the direction of	f_3cugbgb5nnplq	keeṇi	knobloch2020sauji			assessed-no-secure-input			keeṇi towards is a directional form whose relation to the -keṇ- postposition series merits study; no accent input assigned.		
283	traveler, journey	f_qsf32h5cfadtk	musaːpʰar	knobloch2020sauji			assessed-no-secure-input			musaːpʰar traveler/journey is the Arabic/Persian-origin musāfir contact word; semantic nominal use does not make it inherited OIA vocabulary.		
284	tree	f_z3c6juf2ypzkm	ǰul-e	knobloch2020sauji	5355		new-family-association	provisional	manually-reviewed-lexical-family	ǰul-e tree compares to the jhalla forest/tree family; narrowed versus broad vegetation senses are plausible, but exact vowel history remains uncertain.		
285	twelve	f_3kwkkbqr2sy5g	baaš	knobloch2020sauji	6658	6658	previous-research-link	high	manually-reviewed-lexical-family	baaš twelve is already linked to dvādaśa.		
286	twenty	f_6rh3d4k2zm444	biʃ	knobloch2020sauji	11616		new-family-association	high	manually-reviewed-lexical-family	biš/biʃ twenty correspond to viṁśati; separate from the many larger vigesimal compounds.		
286	twenty	f_vtno25p4vggtw	biš	knobloch2020sauji	11616		new-family-association	high	manually-reviewed-lexical-family	biš/biʃ twenty correspond to viṁśati; separate from the many larger vigesimal compounds.		
287	twenty-eight	f_j67hvvjsqjcoy	aašaan biš	knobloch2020sauji			assessed-no-secure-input			aašaan biš twenty-eight is eight plus twenty.		
288	twenty-five	f_pdeq52mp2mduy	paanǰaan biš	knobloch2020sauji			assessed-no-secure-input			paanǰaan biš twenty-five is five plus twenty.		
289	twenty-four	f_vtpqicasmnqeu	čuraan biš	knobloch2020sauji			assessed-no-secure-input			čuraan biš twenty-four is four plus twenty.		
290	twenty-nine	f_bjpj4ousqcv6a	nuwaan biš	knobloch2020sauji			assessed-no-secure-input			nuwaan biš twenty-nine is nine plus twenty.		
291	twenty-one	f_lqviji34ig3dq	yakaan biš	knobloch2020sauji			assessed-no-secure-input			yakaan biš twenty-one is one plus twenty.		
292	twenty-seven	f_bbmum3qnx46b6	saataan biš	knobloch2020sauji			assessed-no-secure-input			saataan biš twenty-seven is seven plus twenty.		
293	twenty-six	f_qnnumizhlnkw2	ṣuwaan biš	knobloch2020sauji			assessed-no-secure-input			ṣuwaan biš twenty-six is six plus twenty.		
294	twenty-three	f_yogkmcvfa2yh2	ɬaawaan biš	knobloch2020sauji			assessed-no-secure-input			ɬaawaan biš twenty-three is three plus twenty.		
295	twenty-two	f_hso73aojmc2sk	duwaan biš	knobloch2020sauji			assessed-no-secure-input			duwaan biš twenty-two is two plus twenty.		
296	two	f_6ea52nrmxg7rg	duː	knobloch2020sauji	6648	6648	previous-research-link	high	manually-reviewed-lexical-family	du/duu/duː two are already linked to dva; long spelling alone is not accent.		
296	two	f_wftcfbjrzn5g2	du	knobloch2020sauji	6648	6648	previous-research-link	high	manually-reviewed-lexical-family	du/duu/duː two are already linked to dva; long spelling alone is not accent.		
296	two	f_553s6ov6nybd4	duu	knobloch2020sauji	6648	6648	previous-research-link	high	manually-reviewed-lexical-family	du/duu/duː two are already linked to dva; long spelling alone is not accent.		
297	two, both	f_jw6e5m2odnp4m	due	knobloch2020sauji	6648		new-family-association	high	manually-reviewed-lexical-family	due two/both is an inflected or extended two form; the vowel sequence prevents an automatic mora-location score.		
298	under	f_6hheqidjj3x5i	ṭoopee	knobloch2020sauji			assessed-no-secure-input			ṭoopee under is a postposition with no securely established tala derivation.		
299	us	f_yrkmc234jomno	asonṭee	knobloch2020sauji;buddruss1967sau	986		new-family-association	high	manually-reviewed-lexical-family	asan/asa/asonṭee us belong to the asmad oblique plural paradigm; final ṭee is the dative postposition.		
299	us	f_gmvrzgcnucqsc	asan	knobloch2020sauji;buddruss1967sau	986		new-family-association	high	manually-reviewed-lexical-family	asan/asa/asonṭee us belong to the asmad oblique plural paradigm; final ṭee is the dative postposition.		
299	us	f_nh6p6mjuexs2e	asa	knobloch2020sauji;buddruss1967sau	986		new-family-association	high	manually-reviewed-lexical-family	asan/asa/asonṭee us belong to the asmad oblique plural paradigm; final ṭee is the dative postposition.		
300	valley	f_hbv7xgglpyhrm	daro	knobloch2020sauji			assessed-no-secure-input			daro valley may be regional Iranian dara or an inherited cleft term; the borrowing versus inheritance alternative remains unresolved.		
301	village	f_kgokk2wpjqif2	grɑːm	knobloch2020sauji	4368		new-family-association	high	manually-reviewed-lexical-family	grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence.		
301	village	f_psw4mnojew47o	grom-e	knobloch2020sauji	4368		new-family-association	high	manually-reviewed-lexical-family	grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence.		
301	village	f_lyj6x6qyfnuoe	grom-a	knobloch2020sauji	4368		new-family-association	high	manually-reviewed-lexical-family	grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence.		
301	village	f_vzikttufqas76	grome	knobloch2020sauji	4368		new-family-association	high	manually-reviewed-lexical-family	grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence.		
301	village	f_djag2ifinjnyy	grom	knobloch2020sauji	4368		new-family-association	high	manually-reviewed-lexical-family	grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence.		
302	walk	f_xpvjeapwfflxg	baan-oo	knobloch2020sauji	12225		new-family-association	high	root-family-only	baan-oo walk is the going verb used with a walking sense, supported by baan- go in the same source.		
303	walk around	f_7pv3ggaqlhqui	geraan-al-ee	knobloch2020sauji	4474		new-family-association	high	root-family-only	geraan-al-ee walk around belongs to the ghir turn/go-round family with aspect/agreement extensions.		
304	was	f_2q4bwsskyl2ia	alu	knobloch2020sauji			assessed-no-secure-input			alu was is the al- past copula; an āsate derivation is not established by a shared translation.		
305	water	f_anbw6ltnohgmg	i	knobloch2020sauji	1921		new-family-association	provisional	manually-reviewed-lexical-family	i water matches the regional wi/ūi water set under udaka through contraction; tiny surviving shape makes deeper reconstruction provisional.		
306	we	f_njgcdbywpoo7y	asi	knobloch2020sauji	986		new-family-association	high	manually-reviewed-lexical-family	First-person plural be belongs to vayam, while as- forms belong to asmad; preserve the paradigm's suppletion.		
306	we	f_uhk6xacyyx6ek	be	knobloch2020sauji	11302	11302	previous-research-link	high	manually-reviewed-lexical-family	First-person plural be belongs to vayam, while as- forms belong to asmad; preserve the paradigm's suppletion.		
306	we	f_rwxno2aeypbns	asoo	knobloch2020sauji	986		new-family-association	high	manually-reviewed-lexical-family	First-person plural be belongs to vayam, while as- forms belong to asmad; preserve the paradigm's suppletion.		
306	we	f_xn4m34fzik7kw	ason	knobloch2020sauji	986		new-family-association	high	manually-reviewed-lexical-family	First-person plural be belongs to vayam, while as- forms belong to asmad; preserve the paradigm's suppletion.		
307	went	f_vb2uz4awetqda	go	knobloch2020sauji	4008		new-family-association	high	root-family-only	go went corresponds to gata, distinct from baan- go.		
308	what	f_xdghlq655vo5m	ga	knobloch2020sauji	3164		new-family-association	high	manually-reviewed-lexical-family	ga what matches the regional interrogative ga under kim, but the exact case formation is not recovered.		
309	when	f_q2fhtw2lgrfzk	bo	knobloch2020sauji			assessed-no-secure-input			kaaree/karee when correspond to karhi; bo when is a different form and remains unresolved.		
309	when	f_ibhy5gl3ygx4u	kaaree	knobloch2020sauji	2910		new-family-association	high	manually-reviewed-lexical-family	kaaree/karee when correspond to karhi; bo when is a different form and remains unresolved.		printed as kaaree/karee
309	when	f_cw6rxzlzgdp2i	karee	knobloch2020sauji	2910		new-family-association	high	manually-reviewed-lexical-family	kaaree/karee when correspond to karhi; bo when is a different form and remains unresolved.		printed as kaaree/karee
310	where	f_6lnps62f743fu	kanee	knobloch2020sauji			assessed-no-secure-input			kanee where is interrogative k- plus locative morphology, but its exact ancestor is not established from kuha alone.		
311	white	f_4stobeuvtq4em	paṛaṇ-o	knobloch2020sauji	8047		new-family-association	high	manually-reviewed-lexical-family	paṛaṇ-o white corresponds to pāṇḍara and older Sauji parãṛó; the new source omits accent, so it cannot resolve the older final accent.		
312	who	f_crzrxjajco7te	ko	knobloch2020sauji	2574		new-family-association	high	manually-reviewed-lexical-family	ko who belongs to the ka interrogative family.		
313	why	f_sxauc7eb6h6fk	gašeyṭe	knobloch2020sauji			assessed-no-secure-input			gašeyṭe why is a grammatical question expression with final dative ṭe; component segmentation and its middle element remain unresolved.		
314	wife’s sister	f_mfjpe3uymqlxo	saraaṇi	knobloch2020sauji	13871		new-family-association	high	manually-reviewed-lexical-family	saraaṇi wife's sister belongs to the extended syāla affinal-kin family, with a feminine suffix; not the wife's-sister's-husband formation.		
315	wife’s sisters husband	f_qmykgbqkc47qy	saraaṇiyee miš	knobloch2020sauji			assessed-no-secure-input			saraaṇiyee miš wife's sister's husband is an analytic genitive-plus-husband phrase; compare components separately, not as one inherited compound.		
316	will bring	f_ryjy6h5yqg3ge	aṭomo	knobloch2020sauji	178		new-family-association	high	root-family-only	aṭomo will bring is the future of the aṭ- bring stem.		
317	will come	f_oljejcthm6mes	yomo	knobloch2020sauji	10452		new-family-association	high	root-family-only	yomo/yomi will come are future/agreement cells of y- come, with source alternatives preserved.		printed as yomo/yomi
317	will come	f_o5e6ce4bngero	yomi	knobloch2020sauji	10452		new-family-association	high	root-family-only	yomo/yomi will come are future/agreement cells of y- come, with source alternatives preserved.		printed as yomo/yomi
318	will do	f_uupm74yk5sxhm	thomno	knobloch2020sauji	13756		new-family-association	high	root-family-only	thomno will do is a future of th- do.		
319	will eat	f_nfs5u4fwf6ztm	khamno	knobloch2020sauji	3865		new-family-association	high	root-family-only	khamno/khomno will eat are futures of kh- eat; the second is explicitly secondary Buddruss evidence.		
319	will eat	f_usmumnuzefoi6	khomno	knobloch2020sauji;buddruss1967sau	3865		new-family-association	high	root-family-only	khamno/khomno will eat are futures of kh- eat; the second is explicitly secondary Buddruss evidence.		
320	wind	f_ifsiemncvovuu	uːʃiː	knobloch2020sauji			assessed-no-secure-input			uːʃiː wind has no secure match in the supplied family candidates; leave the replacement/etymology unresolved.		
321	with	f_ncy3mh7pjmcks	dee	knobloch2020sauji			assessed-no-secure-input			dee with is an instrumental/comitative postposition; no supported relation to saṅga or sārtha is established.		
322	woman	f_phfgt2kz2ugm4	ɬeṛ-u	knobloch2020sauji	13736		new-family-association	high	manually-reviewed-lexical-family	ɬeṛ-/ɬer- woman belongs to the straika set, already linked for two forms; gender/number endings remain explicit.		
322	woman	f_qwcnycgwn5q7w	ɬeṛi	knobloch2020sauji	13736	13736	previous-research-link	high	manually-reviewed-lexical-family	ɬeṛ-/ɬer- woman belongs to the straika set, already linked for two forms; gender/number endings remain explicit.		
322	woman	f_myjw3a7n7rlda	ɬeeṛi	knobloch2020sauji	13736	13736	previous-research-link	high	manually-reviewed-lexical-family	ɬeṛ-/ɬer- woman belongs to the straika set, already linked for two forms; gender/number endings remain explicit.		
322	woman	f_54g6rezsvncso	ɬer-a	knobloch2020sauji	13736		new-family-association	high	manually-reviewed-lexical-family	ɬeṛ-/ɬer- woman belongs to the straika set, already linked for two forms; gender/number endings remain explicit.		
323	wood	f_cygdboujcnmp6	ʃaŋko	knobloch2020sauji	12379		new-family-association	provisional	manually-reviewed-lexical-family	ʃaŋko wood matches the śākhya/śākhā branch/wood set, but nasal and final o favor keeping the immediate derivation provisional rather than copying the bare Palula šaák history.		
324	word	f_jyb2inu67oepw	gap	knobloch2020sauji;buddruss1967sau			assessed-no-secure-input			gap word is an Iranian regional speech noun, here a secondary Buddruss citation.		
325	work	f_evr55woqhnocs	kraam	knobloch2020sauji	2892		new-family-association	high	manually-reviewed-lexical-family	kraam work corresponds to karman with metathesis, as in Palula kram/kráam.		
326	worm	f_xtinscgtpi6j4	kirmi	knobloch2020sauji	3438		new-family-association	high	manually-reviewed-lexical-family	kirmi worm corresponds to kṛmi with expanded initial vowel and retained final i.		
327	year	f_6rj64aja4zqjq	baːriʂ	knobloch2020sauji	11392		new-family-association	high	manually-reviewed-lexical-family	baːriʂ year corresponds to varṣa through the rains-to-year development; not an Iranian saal token.		
328	yesterday	f_3he5vcnmnh2is	doːɽ	knobloch2020sauji	6590		new-family-association	high	manually-reviewed-lexical-family	dooṛ/doːɽ yesterday belongs to the doṣā night/yesterday family with rhotic outcome.		
328	yesterday	f_24amyqpybt74u	dooṛ	knobloch2020sauji	6590		new-family-association	high	manually-reviewed-lexical-family	dooṛ/doːɽ yesterday belongs to the doṣā night/yesterday family with rhotic outcome.		
329	you	f_2dhmvwcyay3vi	tuː	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tuː/thi you are singular second-person cells; case alternation does not supply an independent accent contrast.		
329	you	f_gywn7gstzlrhk	thi	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tuː/thi you are singular second-person cells; case alternation does not supply an independent accent contrast.		
330	you (plural)	f_f3sitcqz7dnkc	tu	knobloch2020sauji			assessed-no-secure-input			tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
330	you (plural)	f_m6d6xkhbut3eo	tusoo	knobloch2020sauji	10511		new-family-association	high	manually-reviewed-lexical-family	tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
330	you (plural)	f_gmrghcut5atmw	tusi	knobloch2020sauji	10511		new-family-association	high	manually-reviewed-lexical-family	tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
330	you (plural)	f_6wo62k4ktm4mm	tuson	knobloch2020sauji	10511		new-family-association	high	manually-reviewed-lexical-family	tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
330	you (plural)	f_iwii375nuuuf6	tusoṇṭee	knobloch2020sauji;buddruss1967sau	10511		new-family-association	high	manually-reviewed-lexical-family	tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
330	you (plural)	f_6coi4c3a7tlvw	tusan	knobloch2020sauji;buddruss1967sau	10511		new-family-association	high	manually-reviewed-lexical-family	tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
330	you (plural)	f_e3fldnetalooc	tusa	knobloch2020sauji;buddruss1967sau	10511		new-family-association	high	manually-reviewed-lexical-family	tus- plural you forms belong to yuṣmad; the isolated tu under plural you may be analogical/syncretic and is marked separately below.		
331	you (singular)	f_2h6upqfhp4y6s	tu	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tu/či/tuṭee/ti/tusi singular you are source-labeled members of the singular paradigm; tusi overlaps the plural shape and requires source-cell verification, not forced reclassification.		
331	you (singular)	f_zxuim2yur6zfk	či	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tu/či/tuṭee/ti/tusi singular you are source-labeled members of the singular paradigm; tusi overlaps the plural shape and requires source-cell verification, not forced reclassification.		
331	you (singular)	f_n6xw5a23anili	tuṭee	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tu/či/tuṭee/ti/tusi singular you are source-labeled members of the singular paradigm; tusi overlaps the plural shape and requires source-cell verification, not forced reclassification.		
331	you (singular)	f_mdb5hdviqkz4u	ti	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tu/či/tuṭee/ti/tusi singular you are source-labeled members of the singular paradigm; tusi overlaps the plural shape and requires source-cell verification, not forced reclassification.		
331	you (singular)	f_ibblqbhz56hwm	tusi	knobloch2020sauji	5889		new-family-association	high	manually-reviewed-lexical-family	tu/či/tuṭee/ti/tusi singular you are source-labeled members of the singular paradigm; tusi overlaps the plural shape and requires source-cell verification, not forced reclassification.		
331	you (singular)	f_mpfmbhjpmcen4	tuṭee	knobloch2020sauji;buddruss1967sau	5889		new-family-association	high	manually-reviewed-lexical-family	tu/či/tuṭee/ti/tusi singular you are source-labeled members of the singular paradigm; tusi overlaps the plural shape and requires source-cell verification, not forced reclassification.		
