input_class	language	family_id	headword	eligible_outcomes	excluded_outcomes	eligible_tokens	all_tokens	sources	forms
old-short-oxytone	Sv	12759	śvaśrū́	"[""unmarked""]"	[]	1	1	"[""CDIAL;NOPhal;Buddruss""]"	"[""praš""]"
old-short-oxytone	Sv	13139	saptá	"[""unmarked""]"	[]	4	4	"[""CDIAL"", ""knobloch2020sauji"", ""liljegren-hindukush""]"	"[""saat"", ""sat"", ""saːt""]"
old-short-oxytone	Sv	13261	sarít	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""sērī́""]"
old-short-oxytone	Sv	13479	suptá	[]	"[""unmarked""]"	0	2	"[""knobloch2020sauji""]"	"[""sot-"", ""sot-i""]"
old-short-oxytone	Sv	13627	skandhá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kandike""]"
old-short-oxytone	Sv	14000	halá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""hal""]"
old-short-oxytone	Sv	14096	himá	"[""unmarked""]"	[]	1	1	"[""CDIAL;NTS""]"	"[""hina""]"
old-short-oxytone	Sv	14660	naṣṭá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""našu""]"
old-short-oxytone	Sv	2056	udrá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""uɬ""]"
old-short-oxytone	Sv	2680	kaṇṭhá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""khaṇṭi""]"
old-short-oxytone	Sv	3451	kr̥ṣṇá	"[""unmarked""]"	"[""unmarked""]"	1	2	"[""CDIAL"", ""knobloch2020sauji""]"	"[""kašaṇ-i"", ""kṣenī""]"
old-short-oxytone	Sv	4008	gatá	[]	"[""unmarked""]"	0	2	"[""knobloch2020sauji""]"	"[""g-"", ""go""]"
old-short-oxytone	Sv	4190	guṇá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""gũṛ""]"
old-short-oxytone	Sv	4424	ghaná	"[""unmarked""]"	"[""unmarked""]"	5	8	"[""CDIAL"", ""knobloch2020sauji""]"	"[""gaan-o"", ""gan-ee"", ""gan-oo"", ""ganeere"", ""ganeeroo"", ""ganu"", ""gaːnu"", ""ghaṇyeṛo""]"
old-short-oxytone	Sv	4501	ghr̥tá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""giṛ""]"
old-short-oxytone	Sv	5110	jantú	"[""unmarked""]"	"[""unmarked""]"	2	3	"[""knobloch2020sauji""]"	"[""ǰandraaw"", ""ǰandraaw-ee"", ""ǰandraːv""]"
old-short-oxytone	Sv	5228	jihvā́	"[""unmarked""]"	[]	4	4	"[""CDIAL"", ""knobloch2020sauji""]"	"[""d͡ʒib"", ""žiba"", ""ǰib"", ""ǰiba""]"
old-short-oxytone	Sv	5889	tuvám	"[""unmarked""]"	[]	9	9	"[""CDIAL"", ""knobloch2020sauji"", ""knobloch2020sauji;buddruss1967sau""]"	"[""thi"", ""ti"", ""tu"", ""tusi"", ""tuː"", ""tuṭee"", ""či""]"
old-short-oxytone	Sv	6140	dattá	[]	"[""unmarked""]"	0	4	"[""knobloch2020sauji""]"	"[""dit-"", ""dit-i"", ""dit-oo"", ""dito""]"
old-short-oxytone	Sv	6518	dr̥ṣṭá	"[""unmarked""]"	"[""unmarked""]"	1	5	"[""CDIAL"", ""knobloch2020sauji""]"	"[""deeš-i"", ""deeṣ-oo"", ""deš-aal-oo"", ""deːʂoː"", ""dərṣo""]"
old-short-oxytone	Sv	6914	nakhá	"[""unmarked""]"	[]	1	1	"[""knobloch2020sauji""]"	"[""naːkʰ""]"
old-short-oxytone	Sv	6926	nagná	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""niċaṅ""]"
old-short-oxytone	Sv	6943	nadī́	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""nēelī""]"
old-short-oxytone	Sv	7621	pakvá	[]	"[""unmarked""]"	0	1	"[""knobloch2020sauji""]"	"[""peekibo""]"
old-short-oxytone	Sv	7627	pakṣá	[]	"[""unmarked""]"	0	1	"[""knobloch2020sauji""]"	"[""phanti""]"
old-short-oxytone	Sv	7636	pakṣín	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""phēc̣ina""]"
old-short-oxytone	Sv	8218	piṣṭá	"[""syllable-marked@-1"", ""syllable-marked@-3"", ""unmarked""]"	[]	10	10	"[""CDIAL"", ""knobloch2020sauji""]"	"[""biḍ"", ""bī́riṭa"", ""nibiḍita"", ""nipīḍita"", ""pišo"", ""pišu"", ""ābilám"", ""āpīḍayati"", ""āvila""]"
old-short-oxytone	Sv	8265	putrá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""puɬ""]"
old-short-oxytone	Sv	8371	pr̥ṣṭhá	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""priš""]"
old-short-oxytone	Sv	941	aṣṭā́	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""knobloch2020sauji""]"	"[""aaš"", ""aš""]"
old-short-oxytone	Sv	9735	maṇḍá	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""knobloch2020sauji""]"	"[""mandili"", ""mēṇḍili""]"
old-short-oxytone	Ush	100	aṅká	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'uŋgi""]"
old-short-oxytone	Ush	10198	mudgá	[]	"[""stress-marked@-2""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""mum'pʌli""]"
old-short-oxytone	Ush	10278	mr̥tá	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'muːre""]"
old-short-oxytone	Ush	10412	yantrá	[]	"[""stress-marked@-1""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""ʐem'bʌʈh""]"
old-short-oxytone	Ush	10896	laghú	[]	"[""stress-marked@position-unresolved""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""lɑ'oko""]"
old-short-oxytone	Ush	12759	śvaśrū́	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""pʌʂ""]"
old-short-oxytone	Ush	13139	saptá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""sɑːt""]"
old-short-oxytone	Ush	13479	suptá	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'suto""]"
old-short-oxytone	Ush	13801	snuṣā́	"[""unmarked""]"	[]	2	2	"[""liljegren-hindukush"", ""rensch-decker-hallberg1992""]"	"[""nuʂ"", ""nuːʂ""]"
old-short-oxytone	Ush	14096	himá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""him""]"
old-short-oxytone	Ush	145	ajá	[]	"[""stress-marked@position-unresolved""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""'ʌi""]"
old-short-oxytone	Ush	242	adyá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""ɑːʒ""]"
old-short-oxytone	Ush	3451	kr̥ṣṇá	"[""stress-marked@-3""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'kinono""]"
old-short-oxytone	Ush	3792	khaṇḍá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""khon""]"
old-short-oxytone	Ush	4161	girí	[]	"[""unmarked""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""g(h )ɪri""]"
old-short-oxytone	Ush	4190	guṇá	[]	"[""stress-marked@-2""]"	0	1	"[""rensch-decker-hallberg1992""]"	"[""'gunɖo""]"
old-short-oxytone	Ush	4354	granthí	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""goɳ""]"
old-short-oxytone	Ush	5110	jantú	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""jon""]"
old-short-oxytone	Ush	5228	jihvā́	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""jib""]"
old-short-oxytone	Ush	549	abhrá	"[""stress-marked@-2""]"	[]	2	2	"[""rensch-decker-hallberg1992""]"	"[""'ʌʐo""]"
old-short-oxytone	Ush	5679	taptá	"[""stress-marked@-2""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""'tɑto""]"
old-short-oxytone	Ush	5889	tuvám	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""tu""]"
old-short-oxytone	Ush	6391	dugdhá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""dud""]"
old-short-oxytone	Ush	6914	nakhá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""nokh""]"
old-short-oxytone	Ush	8265	putrá	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""put͡ɕ""]"
old-short-oxytone	Ush	8271	putrī́	"[""unmarked""]"	[]	2	2	"[""rensch-decker-hallberg1992""]"	"[""phwi""]"
old-short-oxytone	Ush	941	aṣṭā́	"[""unmarked""]"	[]	1	1	"[""rensch-decker-hallberg1992""]"	"[""ɑːʈh""]"
old-short-oxytone	bro	10442	yavyā́	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""gʲab""]"
old-short-oxytone	bro	11045	likṣā́	"[""stress-marked@-1""]"	[]	1	1	"[""schmidt""]"	"[""lic̣'aa""]"
old-short-oxytone	bro	11302	vayám	"[""unmarked""]"	[]	2	2	"[""schmidt""]"	"[""beŋ"", ""bɜɜ""]"
old-short-oxytone	bro	12278	śatá	"[""unmarked""]"	[]	2	2	"[""grierson-lsi1928"", ""schmidt""]"	"[""šo"", ""šō""]"
old-short-oxytone	bro	12759	śvaśrū́	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""šaṣ""]"
old-short-oxytone	bro	13139	saptá	"[""unmarked""]"	[]	2	2	"[""grierson-lsi1928"", ""schmidt""]"	"[""sat"", ""sāt""]"
old-short-oxytone	bro	13801	snuṣā́	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""nuṣ""]"
old-short-oxytone	bro	14000	halá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""hal""]"
old-short-oxytone	bro	145	ajá	"[""unmarked""]"	"[""stress-marked@position-unresolved""]"	1	2	"[""CDIAL"", ""schmidt""]"	"[""'aau"", ""ā""]"
old-short-oxytone	bro	242	adyá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""aš""]"
old-short-oxytone	bro	3451	kr̥ṣṇá	[]	"[""stress-marked@position-unresolved""]"	0	1	"[""schmidt""]"	"[""'kyono""]"
old-short-oxytone	bro	4501	ghr̥tá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""gʲii""]"
old-short-oxytone	bro	4850	cukrá	"[""stress-marked@-2""]"	[]	1	1	"[""schmidt""]"	"[""'cukro""]"
old-short-oxytone	bro	5110	jantú	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""žun""]"
old-short-oxytone	bro	5228	jihvā́	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""gʲip""]"
old-short-oxytone	bro	549	abhrá	"[""multiple-stress""]"	[]	1	1	"[""schmidt""]"	"[""á'ẓeṣ""]"
old-short-oxytone	bro	5679	taptá	"[""stress-marked@-2""]"	[]	1	1	"[""schmidt""]"	"[""'taato""]"
old-short-oxytone	bro	5806	tiktá	"[""stress-marked@-2""]"	"[""stress-marked@-2""]"	1	2	"[""schmidt""]"	"[""'c̣ito"", ""'ṭiiṭo""]"
old-short-oxytone	bro	5889	tuvám	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""ti""]"
old-short-oxytone	bro	6391	dugdhá	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""dut""]"
old-short-oxytone	bro	7918	parṇá	"[""stress-marked@-1""]"	[]	1	1	"[""schmidt""]"	"[""pan'nii""]"
old-short-oxytone	bro	941	aṣṭā́	"[""unmarked""]"	[]	1	1	"[""schmidt""]"	"[""aṣ""]"
old-short-oxytone	bro	9735	maṇḍá	"[""stress-marked@-2""]"	[]	1	1	"[""schmidt""]"	"[""man'nili""]"
other-accented-formation	Kalk	10009	mātulá	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""mool""]"
other-accented-formation	Kalk	10066	māráyati	"[""Hshort@-2""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""máril""]"
other-accented-formation	Kalk	1008	ākāśá	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""agä"", ""äɡa""]"
other-accented-formation	Kalk	10978	lavaṇá	"[""Low"", ""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""rensch-decker-hallberg1992""]"	"[""lun"", ""lùun""]"
other-accented-formation	Kalk	11616	viṁśatí	"[""H1@-1"", ""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""biš"", ""bíiš""]"
other-accented-formation	Kalk	12225	vrájati	"[""unmarked""]"	[]	9	9	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""baan"", ""baans"", ""bi"", ""biin"", ""buun"", ""bä"", ""bäyil""]"
other-accented-formation	Kalk	12487	śītalá	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""šidäl""]"
other-accented-formation	Kalk	12559	śúṣyati	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""šišeél""]"
other-accented-formation	Kalk	12753	śváśura	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""šoor""]"
other-accented-formation	Kalk	12767	śvāśurá	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""šäyir""]"
other-accented-formation	Kalk	12803	ṣáṣ	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""ṣoo"", ""ṣu""]"
other-accented-formation	Kalk	12812	ṣṓḍaśa	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""ṣureéš""]"
other-accented-formation	Kalk	12815	sá¹	"[""unmarked""]"	[]	6	6	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""soo""]"
other-accented-formation	Kalk	13085	sájati	"[""H2@-1"", ""unmarked""]"	[]	4	4	"[""hultman2023kalkoti""]"	"[""ṣaál"", ""ṣuun""]"
other-accented-formation	Kalk	13146	saptádaśa	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""sätaáš""]"
other-accented-formation	Kalk	13734	strī́	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""treer""]"
other-accented-formation	Kalk	13747	sthávira	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""theer""]"
other-accented-formation	Kalk	13756	sthāpáyati	"[""H2@-1"", ""unmarked""]"	[]	8	8	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""tham"", ""thuun"", ""thä"", ""thääl"", ""thää́l""]"
other-accented-formation	Kalk	14021	hásati	"[""Low"", ""unmarked""]"	[]	4	4	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""äsil"", ""ä̀sil""]"
other-accented-formation	Kalk	1480	ā́satē	"[""unmarked""]"	[]	3	3	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""aas""]"
other-accented-formation	Kalk	1921	udaká	[]	"[""unmarked""]"	0	1	"[""hultman2023kalkoti""]"	"[""wää""]"
other-accented-formation	Kalk	2245	úpaviśati	"[""Low"", ""unmarked""]"	[]	4	4	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""bišuun"", ""bìšaan"", ""bìšiin"", ""bìšuun""]"
other-accented-formation	Kalk	2485	ḗkādaśa	"[""H2@-1"", ""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""akaaš"", ""äkaáš""]"
other-accented-formation	Kalk	2574	ká	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""kii""]"
other-accented-formation	Kalk	2854	kártati	"[""unmarked""]"	[]	2	2	"[""kalkoti""]"	"[""kruḍil"", ""kruṭil""]"
other-accented-formation	Kalk	3135	kā́satē	"[""unmarked""]"	[]	4	4	"[""hultman2023kalkoti""]"	"[""khusaan"", ""khusiin"", ""khusil"", ""khusuun""]"
other-accented-formation	Kalk	3865	khā́dati	"[""H2@-1"", ""unmarked""]"	[]	4	4	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""khaál"", ""khee"", ""khuun""]"
other-accented-formation	Kalk	4236	gr̥bhāyáti	"[""Low"", ""unmarked""]"	[]	3	3	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""gì"", ""ɡiin"", ""ɡiyaal""]"
other-accented-formation	Kalk	4287	gōdhū́ma	"[""P-low-level""]"	[]	1	1	"[""kalkoti""]"	"[""ɡoom""]"
other-accented-formation	Kalk	4353	grantháyati	"[""unmarked""]"	[]	4	4	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""gäṇi"", ""gäṇil"", ""ɡäṇil"", ""ɡäṇḍil""]"
other-accented-formation	Kalk	4605	cáturdaśa	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""čändeéš""]"
other-accented-formation	Kalk	4655	catvā́raḥ	"[""0-explicit"", ""unmarked""]"	[]	3	3	"[""hultman2023kalkoti"", ""kalkoti"", ""rensch-decker-hallberg1992""]"	"[""cor"", ""čoor""]"
other-accented-formation	Kalk	4998	chárdati	"[""unmarked""]"	[]	2	2	"[""kalkoti""]"	"[""čhäḍil"", ""čhäṛil""]"
other-accented-formation	Kalk	5193	jānā́ti	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""ǰänuun""]"
other-accented-formation	Kalk	5198	jā́mātr̥	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""ǰämäl""]"
other-accented-formation	Kalk	5637	taṇḍulá	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""täluun""]"
other-accented-formation	Kalk	5912	tr̥tī́ya	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""triidee""]"
other-accented-formation	Kalk	6001	tráyōdaśa	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""treéš""]"
other-accented-formation	Kalk	6141	dádāti	"[""unmarked""]"	[]	9	9	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""daan"", ""dam"", ""deens"", ""diin"", ""dit"", ""duun""]"
other-accented-formation	Kalk	6145	dádhāti	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""dää""]"
other-accented-formation	Kalk	6276	dāpáyati	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""dawuun""]"
other-accented-formation	Kalk	6658	dvā́daśa	"[""H2@-1"", ""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""baaš"", ""baáš""]"
other-accented-formation	Kalk	6906	ná	"[""unmarked""]"	[]	3	3	"[""hultman2023kalkoti""]"	"[""nä""]"
other-accented-formation	Kalk	7583	nŕ̥tyati	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti""]"	"[""näṭaan"", ""näṭuun""]"
other-accented-formation	Kalk	7654	pacyátē	"[""H2@-1"", ""unmarked""]"	[]	2	2	"[""hultman2023kalkoti""]"	"[""päčaál"", ""päčeel""]"
other-accented-formation	Kalk	7662	páñcadaśa	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""pänǰeéš""]"
other-accented-formation	Kalk	8012	páśyati	"[""unmarked""]"	[]	3	3	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""piš"", ""päšuun""]"
other-accented-formation	Kalk	8047	pā́ṇḍara	"[""unmarked""]"	[]	1	1	"[""kalkoti""]"	"[""pänär""]"
other-accented-formation	Kalk	8188	pítriya	"[""0-explicit""]"	[]	1	1	"[""kalkoti""]"	"[""pitri""]"
other-accented-formation	Kalk	8209	píbati	"[""H1@-1"", ""unmarked""]"	[]	5	5	"[""hultman2023kalkoti"", ""kalkoti"", ""liljegren-hindukush""]"	"[""pil"", ""piluun"", ""píil"", ""pḭːl̥""]"
other-accented-formation	Kalk	8335	pūráyati	"[""unmarked""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""puril""]"
other-accented-formation	Kalk	9416	bhávati	"[""Low"", ""unmarked""]"	"[""unmarked""]"	7	9	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""buun"", ""bàan"", ""bä̀äl"", ""bìin"", ""bùun"", ""in""]"
other-accented-formation	Kalk	946	aṣṭā́daśa	"[""H2@-1""]"	[]	1	1	"[""hultman2023kalkoti""]"	"[""iṣṭaáš""]"
other-accented-formation	Kalk	9746	maṇḍū́ka	[]	"[""H2@-1""]"	0	1	"[""hultman2023kalkoti""]"	"[""minaák""]"
other-accented-formation	Kalk	9837	mantráyatē	[]	"[""unmarked""]"	0	7	"[""hultman2023kalkoti""]"	"[""min"", ""mänil"", ""mänuun"", ""mänä"", ""mänǰil""]"
other-accented-formation	Kalk	9871	máratē	"[""unmarked""]"	[]	2	2	"[""hultman2023kalkoti"", ""kalkoti""]"	"[""märuun""]"
other-accented-formation	Kund	1008	ākāśá	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""ay""]"
other-accented-formation	Kund	10286	mŕ̥ttikā	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""mit""]"
other-accented-formation	Kund	10763	rucitá	"[""unmarked""]"	[]	2	2	"[""kund""]"	"[""rādẽy"", ""rɛ̄d""]"
other-accented-formation	Kund	10978	lavaṇá	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""nū̃""]"
other-accented-formation	Kund	11009	lāṅgūlá	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""lumuṭ""]"
other-accented-formation	Kund	11165	lṓhita	"[""R@-1""]"	[]	1	1	"[""kund""]"	"[""lū̌""]"
other-accented-formation	Kund	11616	viṁśatí	"[""R@-1""]"	[]	1	1	"[""kund""]"	"[""bī̌""]"
other-accented-formation	Kund	12487	śītalá	"[""unmarked""]"	[]	2	2	"[""kund""]"	"[""śal"", ""śī""]"
other-accented-formation	Kund	125	áṅgāra	"[""unmarked""]"	[]	2	2	"[""kund"", ""liljegren-hindukush""]"	"[""aŋgaːr"", ""aŋgār""]"
other-accented-formation	Kund	12598	śr̥ṇṓti	"[""unmarked""]"	[]	2	2	"[""kund""]"	"[""śan"", ""śɔn""]"
other-accented-formation	Kund	12803	ṣáṣ	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""śa""]"
other-accented-formation	Kund	12815	sá¹	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""so""]"
other-accented-formation	Kund	13386	síkatā	"[""H-marked""]"	[]	1	1	"[""kund""]"	"[""sígal""]"
other-accented-formation	Kund	135	aṅgúli	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""ɛŋgil""]"
other-accented-formation	Kund	13519	suvárṇa	"[""F@-2""]"	[]	1	1	"[""kund""]"	"[""sō̂nɔ""]"
other-accented-formation	Kund	2485	ḗkādaśa	"[""H-marked""]"	[]	1	1	"[""kund""]"	"[""yagáy""]"
other-accented-formation	Kund	2574	ká	"[""F@-1""]"	[]	1	1	"[""kund""]"	"[""kō̂""]"
other-accented-formation	Kund	2744	kapā́la	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""kwaji""]"
other-accented-formation	Kund	2944	kalpáyati	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""kapə""]"
other-accented-formation	Kund	3208	kukkuṭá	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""kikiṛ""]"
other-accented-formation	Kund	357	ántara	"[""H-marked""]"	[]	2	2	"[""kund""]"	"[""ándar"", ""énder""]"
other-accented-formation	Kund	3682	kṣipaṇí	"[""H-marked""]"	[]	1	1	"[""kund""]"	"[""kʰíbak""]"
other-accented-formation	Kund	3865	khā́dati	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""kʰa""]"
other-accented-formation	Kund	434	ápara	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""hor""]"
other-accented-formation	Kund	4655	catvā́raḥ	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""cōr""]"
other-accented-formation	Kund	5637	taṇḍulá	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""tō̃l""]"
other-accented-formation	Kund	5685	tapyatí	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""tapgal""]"
other-accented-formation	Kund	5836	tíllati	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""til""]"
other-accented-formation	Kund	6119	dákṣiṇa	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""daśan""]"
other-accented-formation	Kund	6141	dádāti	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""di""]"
other-accented-formation	Kund	6248	dahyátē	"[""F@-1""]"	[]	1	1	"[""kund""]"	"[""dajā̂""]"
other-accented-formation	Kund	6333	divasá	"[""F@-1""]"	[]	1	1	"[""kund""]"	"[""díiz""]"
other-accented-formation	Kund	6481	duhitŕ̥	"[""R@-1""]"	[]	1	1	"[""kund""]"	"[""dī̌""]"
other-accented-formation	Kund	6658	dvā́daśa	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""bay""]"
other-accented-formation	Kund	6920	nakhará	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""nōr""]"
other-accented-formation	Kund	8082	pānī́ya	"[""F@-1"", ""unmarked""]"	[]	2	2	"[""kund"", ""liljegren-hindukush""]"	"[""pani"", ""pàaníi""]"
other-accented-formation	Kund	8201	pipīlá	"[""F@-1""]"	[]	1	1	"[""kund""]"	"[""pilū̂l""]"
other-accented-formation	Kund	8209	píbati	"[""unmarked""]"	[]	2	2	"[""kund"", ""liljegren-hindukush""]"	"[""piː"", ""pī""]"
other-accented-formation	Kund	8283	purāṇá	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""purān""]"
other-accented-formation	Kund	9568	bhū́yiṣṭha	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""buṭ""]"
other-accented-formation	Kund	9871	máratē	"[""unmarked""]"	[]	1	1	"[""kund""]"	"[""mɛrgo""]"
other-accented-formation	Kund	9964	mahiṣá	"[""R@-1""]"	[]	1	1	"[""kund""]"	"[""mɛ̄̌ś""]"
other-accented-formation	Phal	10049	mā́nuṣa	"[""E@-1"", ""E@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""máaṣ"", ""móoṇuṣ"", ""mōnuṣ"", ""mʹôṣa""]"
other-accented-formation	Phal	10066	māráyati	"[""E@-1"", ""syllable-marked@-1""]"	"[""unmarked""]"	2	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""mhaaríi"", ""mhâr-"", ""mᵃhārū́m""]"
other-accented-formation	Phal	1008	ākāśá	"[""L@-1"", ""syllable-marked@-1"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""aaghaá"", ""aghá"", ""g"", ""k"", ""âghâʹ""]"
other-accented-formation	Phal	10133	miláti	"[""S@-1"", ""S@-2"", ""syllable-marked@-1"", ""unmarked""]"	"[""S@-1""]"	4	5	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""mil"", ""miliǰʹi"", ""milū́m"", ""míla"", ""mʹil-""]"
other-accented-formation	Phal	10181	mucyátē	"[""E@-1"", ""syllable-marked@-1""]"	[]	3	3	"[""CDIAL"", ""liljegren""]"	"[""mučóo"", ""mučúu"", ""mučū́m""]"
other-accented-formation	Phal	10286	mŕ̥ttikā	"[""E@-2"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""liljegren"", ""strand""]"	"[""méeṭi"", ""mēṭhi"", ""mʹêṭi""]"
