family_id	formation	input	analysis	unresolved	status	annotation_history	revision_reason
10881	high-numeral	lakṣá	lăk hundred thousand has a short root and no accent mark. Its specialized numeral sense and wide regional currency make borrowing a live alternative; it should not train an inherited kṣ sound law without independent local history.	Compare native numeral formation and source contact evidence.	legacy-high-numeral-contact-possible	"[""family_annotations_34.jsonl:2""]"	
10883	look-imperative	lakṣati	Kundal rak look is explicitly an imperative, not a lexical infinitive. The l-to-r and kṣ-to-k correspondences need comparison with other Kundal words, and no tone is written.	Recover other person forms and read the source imperative and tone conventions.	kundal-imperative-unmarked	"[""family_annotations_34.jsonl:3""]"	
10908	defective-expressive-adjective	*laccha	lāċh impotent has compensatory-looking length beside an expressive geminate reconstruction, but no accent. The broad defective family does not provide a securely accented old input.	Verify affricate and aspiration notation and seek modern accent.	legacy-expressive-adjective-unmarked	"[""family_annotations_34.jsonl:4""]"	
10928	creeper-and-crop-feminines	latā; latikā	la cucumber or pumpkin and lei vine have distinct immediate feminine formations and substantial medial consonant loss. They may be related plant-name specializations rather than two cells of one noun; neither is accented.	Identify each immediate input and botanical referent and check modern number/gender.	legacy-simple-and-ika-feminines-unmarked	"[""family_annotations_34.jsonl:5""]"	
10930	bad-adjective-expressive-tr-extension	*latta; *lattara; *latra and variants	Kalkoti laatr/laat and Kundal latr bad preserve or lose final r while differing in length. The independently listed tr and ttar formations constrain the comparison; neither source citation marks usable tone, and these are not automatic reflexes of one geminate input.	Check Kalkoti2013 tone class and the source status of r variation, then compare Kundal notation.	western-expressive-extension-unmarked	"[""family_annotations_34.jsonl:6""]"	
10938	possessions-to-goats-noun	*laptra	lăc̣ goats is unaccented. The proposed possessions-to-livestock semantic shift is possible but reconstructed; ptr reduction and plural or collective status need independent support before this can test cluster-conditioned accent.	Read original number and etymological discussion, especially relation to the butcher compound lʌc̣o-māro.	legacy-collective-etymology-uncertain	"[""family_annotations_34.jsonl:7""]"	
10966	load-finite-verb	lardayati	Palula lhadū́m I load has explicit final long accent in a first-person finite form. This is valuable paradigm evidence, but it primarily tests modern inflectional accent, not the unaccented old headword or the accent of load nouns.	Compare person and tense forms and identify ūm morphology and laryngeal onset history.	legacy-final-long-finite-verb	"[""family_annotations_34.jsonl:8""]"	
10984	servant-unmarried-sex-pair	*lavaṇḍa	lawā́ṇ slave and lawā́ṇḍ unmarried man accent the final root, while lawaṇḍī́ unmarried woman accents the feminine long ending. This supports separating masculine root accent from feminine ī accent, but Turner also compares Pashto lawaṇḍ, leaving contact history open. Abbreviated l° kuṛi is a compound citation.	Verify whether the semantic and consonant variants are distinct lexemes and recover contact chronology.	legacy-masculine-root-versus-feminine-ending	"[""family_annotations_34.jsonl:9""]"	
10986	reap-verb-with-contraction	*lavati	Gilgit loiki, Kohistani lōnṷ, Guresi lyōnṷ and Pales lʌm are unaccented verbal cells with different endings. Contracted av and the independent lunā́ti comparison cannot be treated as a single inherited accent pattern.	Map each citation to its person or nonfinite cell and compare the lūna perfective11094 only after identifying the stem.	legacy-verbal-cell-comparison-unmarked	"[""family_annotations_34.jsonl:10"", ""annotation_revisions_03.jsonl:1""]"	
11002	lac-wax-feminine	lākṣā́	lac̣ā sealing wax has no accent mark despite an old final-accented feminine. Root shortening before kṣ and final ā retention make it a useful segmental control, but the citation does not reveal whether final accent survives.	Check whether the technical material term is inherited or borrowed and obtain modern stress.	legacy-final-feminine-unmarked	"[""family_annotations_34.jsonl:11""]"	
11042	unstring-causative-verb	*lāsayati	lʌzoiki unstring a bow is unaccented and has a semantically plausible make-slip causative history. The modern oiki ending and short root need their own morphological analysis; an old reconstructed causative supplies no accent baseline.	Compare untie/slip cognates and finite causative accent.	legacy-causative-unmarked	"[""family_annotations_34.jsonl:12""]"	
11066	plaster-verb	limpáti	limoiki plaster with mud is unaccented, with mp reduction and renewed verbal morphology. It cannot demonstrate either retention of the old medial accent or its loss without a marked finite or stem citation.	Recover the modern paradigm and compare participial formations separately.	legacy-verbal-cell-unmarked	"[""family_annotations_34.jsonl:13""]"	
11067	hide-verb-and-hidden-participle	liśyatē; liṣṭa	Gilgit lišóiki has modern verbal-ending accent, while Kohistani/Guresi equivalents are unmarked and liṭṷ hidden is a separate participial formation. The broad tear-off root is not the immediate semantic or morphological input; the passive and participle must be analyzed separately.	Compare with independent hidden formations7408 and7389 without merging homophones solely by gloss.	legacy-passive-participle-split	"[""family_annotations_34.jsonl:14""]"	
11072	dirty-and-small-expressive-adjectives	*lōkka; *lukka with further extension	Shina lókṷ dirty has root accent before u, whereas Kalkoti lukuṭ/luɡuṭ small are unmarked trisyllabic-looking derivatives with a final ṭ extension. The different vowels, suffixes and meanings make a direct identical-input accent comparison inappropriate.	Verify Kalkoti syllabification and derivative suffix and compare Shina gender cells.	legacy-root-accent-versus-distinct-extension	"[""family_annotations_34.jsonl:15""]"	
11077	lump-ball-noun	*lōṭṭa	lōṭṷ flour or ghee ball and lōṭi football share a long-root geminate branch and different final vowels, both unaccented. The modern football sense is an extension of ball and does not imply recent phonological borrowing by itself.	Resolve gender or diminutive status of i and obtain source accent.	legacy-lump-gender-or-derivative-pair	"[""family_annotations_34.jsonl:16""]"	
11083	snatch-verb-with-active-passive-alternatives	lúpyatē; lumpáti; lōpayati	luóiki snatch away accents the modern o sequence, but its active meaning differs from the broad passive lúpyatē. Turner lists independently distinct active and causative stems, so modern vowel and morphology must select the input before accent comparison.	Read the original entry's branch assignment and recover finite stem alternations.	legacy-verbal-input-ambiguity	"[""family_annotations_34.jsonl:17""]"	
11090	weak-expressive-adjective	*lulla; *rulla variants	rūlo weak or worthless is unaccented and shows the explicitly available r-initial expressive variant. Turner warns against deriving this family directly from lū́ta; importing that convenient old accent would be unjustified.	Recover modern accent and compare expressive-family segmental variation.	legacy-source-rejects-convenient-accent-input	"[""family_annotations_34.jsonl:18""]"	
11094	reaped-perfective-with-auxiliary	lūna	Pales lūṇadū has been cut is a multi-morpheme perfective or resultative, unaccented in the citation. The final dū material must be separated from the participle before comparison with the reap present10986.	Identify auxiliary and agreement morphology and compare the reap present10986 with the resultative cell.	legacy-perfective-auxiliary-unmarked	"[""family_annotations_34.jsonl:19"", ""annotation_revisions_03.jsonl:2""]"	
11122	visible-result-adjective	lṓkatē; competing lōc formation	lēl visible is unaccented and is an adjective rather than the finite sees verb in the headword. Turner explicitly admits lōk/lōc input competition; the final l and adjective formation require explanation independently of accent.	Compare lexicalized visible morphology and distinguish homophonous blood lēl11165.	legacy-result-adjective-input-uncertain	"[""family_annotations_34.jsonl:20""]"	
11142	fox-name-with-p-loss	*lōpi; *rōpi	Gilgit lṍi and Pales lṓi/lṓo place accent on the surviving root vowel after p loss. This is a clear modern root-accent pattern but the reconstructed input has no accent; the final i/o variation could reflect gender or dialect rather than mora movement.	Verify vowel sequence and inflectional cells and evaluate the cited Iranian cognate without assuming borrowing.	legacy-initial-root-accent-contracted-noun	"[""family_annotations_34.jsonl:21""]"	
11165	red-adjective-and-blood-noun	lṓhita	Shina lēl blood and lōlyŭ red are unmarked, while Kundal lū̌ red carries a caron tone requiring source interpretation. These differ in grammatical formation and contraction history; modern Gilgit loólyo under lōhila11168 is an alternative derivative, not direct corroboration of every lṓhita token.	Read Kundal tone key and separate adjective and substance-noun derivations.	kundal-tone-with-formation-competition	"[""family_annotations_34.jsonl:22""]"	
11175	bamboo-material-to-handle-noun	vaṁśá; vaṁśaka	Kohistani bā̃s and Guresi baẽs are unaccented bamboo-type forms, while Kundal bañj handle has a distinct final consonant and specialized material sense. Old final accent is known, but no marked modern outcome is available.	Check Kundal handle material and whether its consonant implies a separate derivative.	legacy-known-oxytone-material-noun-unmarked	"[""family_annotations_34.jsonl:23""]"	
11204	thunderbolt-noun-jr-cluster	vájra	bʌc̣ and bʌc̣ε thunderbolt or meteorite are unaccented and short-rooted after jr affrication. The ε form may be plural or oblique; the known old barytone does not license an early modern accent guess.	Identify grammatical cells and compare source meteorite versus lightning referents.	legacy-known-barytone-short-cluster-unmarked	"[""family_annotations_34.jsonl:24""]"	
11208	go-walk-verb	váñcati	Gilgit bŭžóiki walks has ending accent, while Kohistani božōnṷ is unmarked. The old initial-accented present and modern inflectional citation are not like-for-like, and this go verb must remain distinct from suppletive go/come paradigms under other families.	Recover finite cells and compare the ñc correspondence and suppletion.	legacy-verbal-ending-accent	"[""family_annotations_34.jsonl:25""]"	
11209	oak-tree-name	*vañja/*vañjha	Sawi banž holly-oak is an unaccented monosyllable from an uncertain tree-name reconstruction. Turner explicitly regards vanaja as possibly learned rather than the direct input, so its components cannot provide an inherited accent.	Confirm botanical identification and modern stress/tone.	legacy-tree-name-unaccented-input	"[""family_annotations_34.jsonl:26""]"	
11219	mare-feminine-with-contraction	váḍabā; proposed *vaḍambā/*vaḍamā	bam and bāmĕ are actual unaccented mare forms; starred *vaḍambā and *vaḍamā are reconstructed intermediate stages and must not count as modern attestations. The contraction to m and possible number/case ending deserve analysis independently of the known old initial accent.	Verify source intermediate stages and the bāmĕ cell, then obtain modern mare accent.	legacy-attestations-versus-reconstructed-stages	"[""family_annotations_34.jsonl:27""]"	
11231	trader-agent-with-markup-corruption	vaṇija; °aka	The stored b<i><i>ʌnyo big shopkeeper contains leaked HTML tags, so the research display should strip markup with explicit provenance. The underlying bʌnyo is unaccented and could reflect the simple or aka agent; old vaṇíj is a related stem, not a uniquely accented immediate input.	Check original typography and possible regional occupational borrowing.	legacy-markup-corruption-unmarked	"[""family_annotations_34.jsonl:28""]"	
11235	share-noun-simple-or-aka	vaṇṭa; vaṇṭaka	bʌnó share has final short o accent, an important counterexample to treating every o-ending noun as root-accented. The independently possible simple versus aka formation and final vowel quantity must be established, rather than reclassifying it solely because its accent is final.	Read modern noun paradigm and source length accuracy; compare share verb11238.	legacy-final-o-noun-residual	"[""family_annotations_34.jsonl:29""]"	
11238	share-verb	váṇṭati; vaṇṭáyati	Chilasi waṇṭ shares is an unaccented bare verbal citation. Turner lists both initial-accented simple and medial-accented causative forms; no direct accent inference is possible until the modern cell and valency are known.	Recover finite forms and relation to share noun11235.	legacy-verbal-valency-ambiguity	"[""family_annotations_34.jsonl:30""]"	
11273	praise-song-agent-or-action-noun	vandā́ru	bʌnār praise song is unaccented with loss of d and final u. The old long accented ā provides an independently oxytone-derived control, but the modern word's genre specialization and nominalization must be checked.	Obtain actual song-name accent and distinguish abstract praise from a specific poetic form.	legacy-known-medial-accent-no-modern-reading	"[""family_annotations_34.jsonl:31""]"	
11300	weave-verb	váyati; vāyayati	bŭ̃yóiki weave has accent in the modern ending; the parallel buyoiki is unmarked. The nasalization and possible causative alternative are independent segmental/morphological questions, and the old initial accent is not directly comparable to this citation ending.	Recover finite paradigm and compare action noun11301 and agent11307 as distinct formations.	legacy-verbal-ending-accent	"[""family_annotations_34.jsonl:32""]"	
11301	weaving-action-noun	vayana	buyεni weaving is an unaccented derived noun with an i ending. It should be compared with other action nouns rather than the accent of the váyati finite verb, and its gender or suffix history remains open.	Identify the nominal suffix and recover modern accent and case forms.	legacy-action-noun-unmarked	"[""family_annotations_34.jsonl:33""]"	
11307	weaver-agent-traka	*vayitraka	Stored buy<i><i>έc̣o contains leaked markup, but the visible acute on ε indicates root-final accent before o in a weaver agent. The independently reconstructed traka formation predicts extra morphology and supplies a useful extended-agent comparison, while the input accent itself is unknown.	Verify original typography, vowel quantity and agent gender paradigm.	legacy-accented-agent-with-markup-corruption	"[""family_annotations_34.jsonl:34""]"	
11308	comparative-quantifier	vára; váram	bər better or more is a short unaccented grammaticalized comparative. The old adverbial accusative váram is independently available and may be more relevant than the nominal headword; modern clitic behavior could affect prominence.	Identify comparative syntax and stressed versus clitic use.	legacy-grammaticalized-comparative-unmarked	"[""family_annotations_34.jsonl:35""]"	
11313	crop-name-semantic-transfer	varaṭa/baraṭa	bərāo buckwheat is unaccented, while the proposed old referent is safflower seed. Loss of intervocalic ṭ and a crop-name transfer are possible, but botanical and contact evidence is needed before accepting the etymology as inherited.	Check the regional crop-name family and source identification.	legacy-crop-etymology-uncertain	"[""family_annotations_34.jsonl:36""]"	
11330	wasp-expressive-derivative	*varamba	Chilasi óromok wasp has initial short accent in a disyllabic or trisyllabic derivative. It is a genuine exception to a broad claim that all extended nouns accent the final root syllable, but the expressive reconstructed input and suffix mok require independent analysis. It is not the tantra-vābha spider/wasp compound.	Verify syllabification and derivation and compare other expressive insect names.	legacy-initial-accent-expressive-residual	"[""family_annotations_34.jsonl:37""]"	
11331	group-to-many-quantifier	várga	Chilasi lāgo many is unaccented and differs initially from the expected b/w correspondence. Possible lateralization, contamination or a different etymology must be resolved before old initial accent is evaluated.	Read the primary etymological argument and compare local group and many terms.	legacy-segmental-etymology-residual	"[""family_annotations_34.jsonl:38""]"	
11359	wick-lamp-feminine	várti/vartí; vartikā	batī́ wick or lamp has final long accent. Turner explicitly gives both old accent placements and an ikā derivative, and the item is also a plausible regional technical loan. It therefore cannot be used as an unexplained shift from an exclusively initial-accented várti.	Check local borrowing history and distinguish wick, candle and lamp referents and feminine cells.	legacy-final-long-feminine-input-variants	"[""family_annotations_34.jsonl:39""]"	
11365	round-vessel-diminutive	vartula with further ik extension	bʌḍvlīk small metal drinking vessel is unaccented and contains an apparent further diminutive or nominal extension beyond vartula round. The object derivation, rather than broad adjective accent, is the relevant unit.	Verify vowel sequence and suffix and compare vessel terminology.	legacy-derived-vessel-unmarked	"[""family_annotations_34.jsonl:40""]"	
11366	wheel-track-n-stem	vártman; remodeled *vartmā	bāṭṷ wheel is unaccented and semantically shifted from wheel-track. Turner cites an independent n-stem remodeling after path nouns; that historical case/gender change must be retained and prevents a simple headword-to-lemma accent comparison.	Check the cited morphological argument and modern wheel gender and paradigm.	legacy-n-stem-remodeling-unmarked	"[""family_annotations_34.jsonl:41""]"	
11378	broom-euphemistic-action-noun	várdhana; vardhanī	Chilasi barwṓṛ carries final root accent, but its gloss is missing in the extracted record. Turner's entry offers a broom formation and competing cultural explanations for the strengthen-to-sweep sense; these are hypotheses, not established taboo conditioning. The final ṛ requires a specific derivation.	Restore the actual primary gloss and read the broom derivation before assigning an accent class.	legacy-accented-but-gloss-and-formation-uncertain	"[""family_annotations_34.jsonl:42""]"	
11387	leather-belt-compound-feminine	várdhra; vardhrī	Palula ḍāk-badhrḗi leather belt accents the second component's final vowel sequence. The feminine vardhrī alternative and compound domain distinguish it from a direct unextended várdhra noun; initial old accent alone does not explain the modern compound.	Identify ḍāk and the ei sequence and compare a standalone thong noun.	legacy-compound-final-feminine-accent	"[""family_annotations_34.jsonl:43""]"	
11402	rain-season-ya-derivative	varṣyà; várṣya	Palula bḗriš summer has root-vowel accent after a ya-derived seasonal formation. The old source supplies meaningful svarita and initial-acute alternatives; this is not an unaccented input. Its metathesis or vowel placement needs segmental analysis before choosing either old variant.	Verify the seasonal referent and the derivation of eri from arṣya.	legacy-svarita-or-barytone-seasonal-derivative	"[""family_annotations_34.jsonl:44""]"	
11403	beam-pole-noun	vala; valaka; possible *vaḍa	bõi and boyĕ beam or ridgepole are unaccented contracted forms with possible inflectional variation. Turner explicitly leaves the segmental input open between l and ḍ families; no unique old accent exists to test.	Compare ridgepole alternatives11221 and actual number/case cells.	legacy-contracted-noun-input-uncertain	"[""family_annotations_34.jsonl:45""]"	
11417	branch-noun-lk-cluster	valká; *valkha	Guresi bákŭ, Jijeli bɔ́kv and Pales bákkhə have initial short accent before a final vowel, while Kohistani bălkŭ preserves l and is unmarked. The old oxytone becomes root-accented in these extended-looking nouns, but the final vowel and kh subentry need independent morphology. Crucially, cluster reduction does not always create a long late-accented vowel.	Resolve valka versus valkha input and gender endings and consolidate the duplicate Kohistani link11418.	legacy-short-root-accent-cluster-control	"[""family_annotations_34.jsonl:46""]"	
11418	bark-branch-extended-noun-alternative	valkala	Kohistani bălkŭ branch is the same token also linked to valká11417. Valkala is an independently extended alternative with different syllable history; it is not an additional accent observation and the token is unmarked.	Determine which derivation the original source favors and preserve both as alternatives where unresolved.	legacy-alternative-input-duplicate-lexeme	"[""family_annotations_34.jsonl:47""]"	
11433	necessity-particle	váśya	baš is an unaccented grammatical particle used with an infinitive. Its modal syntax and possible loss of independent word stress distinguish it from an ordinary adjective reflex of váśya.	Check stress under focus and clitic status; compare regional bas-type particles before assuming inheritance.	legacy-grammaticalized-particle-unmarked	"[""family_annotations_34.jsonl:48""]"	
11435	dwell-sit-verb	vásati; vāsáyatē; *vasyatē	băyóiki dwell or sit has modern ending accent. Old simple, causative and passive alternatives are explicitly present, so the bare broad initial-accented headword cannot determine the appropriate comparison.	Recover valency and finite forms, and distinguish homophonous plough băyóiki11612.	legacy-verbal-ending-accent-homonym-control	"[""family_annotations_34.jsonl:49""]"	
11440	next-spring-temporal-compound	vasantakāla	bʌzonāl next spring is an unaccented seasonal compound, distinct from the simple spring noun. The prospective temporal sense and reduction of the compound boundary should be analyzed before assigning it the accent of vasantá or kālá individually.	Compare this spring, last spring and next spring forms and identify temporal morphology.	legacy-temporal-compound-unmarked	"[""family_annotations_34.jsonl:50""]"	
11442	dawn-day-noun	vasar; vāsra/vasra	Chilasi wōs day is unaccented and may reflect one of several independently listed root-length and cluster variants. The old noun is known largely through a compound, so its isolated accent is not securely supplied.	Compare day versus dawn referents and related temporal compounds.	legacy-temporal-noun-input-variants	"[""family_annotations_34.jsonl:51""]"	
11443	fat-feminine-with-old-accent-variants	vásā; vasā́	Jalkot and Pales wɑ̀ɑz fat have an explicit grave in the survey transcription. This is real prosodic information requiring the Backstrom key, not evidence of missing accent. The old feminine is independently both initial- and final-accented, so it cannot train an exclusive barytone rule.	Interpret survey grave and length in the source and compare modern lexical fat forms.	survey-grave-tone-with-old-accent-variants	"[""family_annotations_34.jsonl:52""]"	
11513	sound-passive-verb	vādyatē	Guresi bažōnṷ strike or sound a gong is unaccented and semantically intransitive or passive. The dy outcome and long modern verbal vowel are distinct from inherited root quantity; modern inflectional morphology must be separated.	Read source transitivity and compare active sound or play-instrument forms.	legacy-passive-verb-unmarked	"[""family_annotations_34.jsonl:53""]"	
11515	monkey-name	vānara	Guresi vandur monkey is unaccented and has nd plus final ur not directly predicted by the broad spelling. Regional remodeling or borrowing is possible; the old compound etymology does not itself supply a unique accent.	Compare regional monkey terms and the nara/ndar correspondence.	legacy-animal-name-segmental-residual	"[""family_annotations_34.jsonl:54""]"	
11532	spider-weaving-compound-component	*vābha as second member with tantra	Palula trāhambú spider has final short accent, while trāmbu and reduced trānd/trān are unmarked. This is the correct vābha entry for the erroneous11531 wasp link already corrected in research decisions. Spider versus wasp senses and truncated first-component forms must be checked; the whole compound is not a simple reflex of vābha.	Read original zoological referents and determine whether reduced forms are attestations or component comparisons.	legacy-compound-component-and-semantic-audit	"[""family_annotations_34.jsonl:55""]"	
11595	resting-place-to-wild-animal-name	*vāsakula	bazṓlo wild animals has accented long penultimate o before a nominal ending. The resting-place compound is reconstructed and its semantic path to animals is uncertain; matching the extended-noun accent pattern does not validate the etymology.	Read the proposed compound interpretation and identify singular/plural and species scope.	legacy-penultimate-accent-etymology-uncertain	"[""family_annotations_34.jsonl:56""]"	
11610	cultivation-action-noun-alternative	vā́hana	bān cultivation is unaccented and overlaps the báan field/cultivation lexeme linked to vāpana11523. Driving a draught animal and sowing provide competing semantic derivations with different consonant-loss histories; count the modern lexeme once and retain the alternatives.	Compare the cultivation verb11612 and the sowing noun11523 with primary paradigms.	legacy-alternative-cultivation-input	"[""family_annotations_34.jsonl:57""]"	
11612	plough-causative-and-passive	vāhayati	băyóiki plough and băyižóiki be cultivated have ending accent, with ij distinguishing a derived passive/inchoative. They are homophonous with dwell in part but belong to a different semantic and morphological family; homophony is not common ancestry evidence.	Recover active/passive paradigms and compare cultivation noun11610.	legacy-active-passive-ending-accent	"[""family_annotations_34.jsonl:58""]"	
11628	evening-meal-to-yesterday-temporal-compound	*vikālāhāra	Many Shina survey dialects explicitly stress the second syllable in bilɑh/balɑh yesterday, while Kalkoti biyaal is unmarked. This cross-dialect syllable agreement is substantial, but the very long reconstructed evening-meal compound needs independent semantic and segmental support and cannot be assumed to encode the observed stress.	Review all29 survey variants including final breathiness and compare yesterday/evening semantic history and Kalkoti tone.	survey-cross-dialect-final-syllable-stress	"[""family_annotations_34.jsonl:59""]"	
11703	hunger-allay-verb	*vijjhāyati; causative *vijjhāpayati	bŭžóiki hunger be allayed has modern ending accent and is homophonous with walk11208 in this notation. The extinguish-to-satiate semantic development and causal/intransitive formation are independent; neither shares an accent history merely through the modern spelling.	Compare hunger and fire uses and recover finite valency distinctions.	legacy-verbal-homonym-distinct-input	"[""family_annotations_34.jsonl:60""]"	
11706	petition-action-noun-pti	vijñapti	buyát petition accents the final short syllable after substantial jñ and pt reduction. The old noun is unaccented in the source, and its administrative use could involve regional borrowing; the modern final prominence is an observation, not proof of a Vedic shift.	Verify the semantic and consonantal path and possible learned/contact history.	legacy-final-short-action-noun	"[""family_annotations_35.jsonl:1""]"	
11739	pierced-participle-and-derived-verb	viddhá	bīdo is an unaccented participle-like form, while biǰoiki be lying or lost is a verb also assigned to vidhyatē11760. The participle and present require separate outcomes; a graph link from the verb to the participle is not itself direct inheritance of the latter's accent.	Restore bīdo's primary gloss and compare the actual verbal paradigm.	legacy-participle-present-duplicate-link	"[""family_annotations_35.jsonl:2""]"	
11760	pierced-passive-verb	vidhyatē	biǰoiki lie, split or be lost is unaccented and overlaps the verbal token under11739. Its passive or inchoative formation is more directly relevant than the participle headword there, but the semantic range and modern ij morphology still need verification.	Consolidate the lexeme and identify which senses and cells belong to the pierced family.	legacy-alternative-verbal-input	"[""family_annotations_35.jsonl:3""]"	
11768	rear-grow-result-adjective-paradigm	vínayati; *vinīyatē; *vinayallati; vinīta	bunoiki rear, buniǰoiki grow and bunīlo grown-up form a morphologically informative active/inchoative/result set, all unaccented here. The result adjective has an independently extended input option and must not be equated with the finite prefix-accented vínayati.	Recover all three paradigms and distinguish reconstructed all extension from vinīta participial input.	legacy-valency-result-formation-set	"[""family_annotations_35.jsonl:4""]"	
11773	plait-finite-verb-with-comparator-fragments	*vunāti	Palula bulū́m I plait has final long inflectional accent, whereas l and sil to sew appear to be comparison material from a different root. The independently stated u-vocalism analogical renewal matters more than the broad vi spelling; source fragments must not enter reflex counts.	Read the original comparison to sew and verify l/sil dispositions and the first-person ending.	legacy-finite-accent-and-comparator-audit	"[""family_annotations_35.jsonl:5""]"	
11791	open-inchoative-verb	vipadyatē	viāǰoiki open is unaccented and has medial contraction plus modern ij-like morphology. Its inchoative semantics fit bursting apart more closely than simple intervene, but the modern citation cell cannot reveal historical prefix accent.	Recover open transitive/intransitive pairs and the vowel sequence.	legacy-inchoative-unmarked	"[""family_annotations_35.jsonl:6""]"	
11874	spill-causative-verb	virēcayati	bĭróiki spill accents the modern ending after considerable reduction of rēcaya. The old causative is unaccented in this citation; comparing it to a modern oiki verb requires stem and suffix separation rather than character-position matching.	Read finite forms and independently support the loss of c and medial vowels.	legacy-derived-verb-ending-accent	"[""family_annotations_35.jsonl:7""]"	
11879	hanging-stick-instrument-noun	vilagna	bʌlvṅ perch or clothes-hanging stick is unaccented and nominalized from a hanging formation. Its final nasal and vowel transcription require source reading, and the object suffix or substantivization should be identified before an accent class is assigned.	Verify pronunciation and compare hang verbs and instruments.	legacy-result-instrument-noun-unmarked	"[""family_annotations_35.jsonl:8""]"	
11938	rest-causative-inchoative-pair	*viśimyati	bišimoiki put to rest and bišimiǰoiki take rest are unaccented and differ by a productive-looking ij extension. They are not automatically identical to the shorter bišo forms11945 or rest noun11947, which have different immediate roots.	Compare valency paradigms and determine whether the three rest families converged or are alternate analyses.	legacy-rest-formation-distinction	"[""family_annotations_35.jsonl:9""]"	
11945	rest-loosen-derived-family	víśrathayati; *viśrathyatē	bišoiki, bišočoiki, bišotvs and bišoči span causative, intransitive and nominal uses with no accent. The additional č/t material and old causative/passive split matter; assigning all to one prefix-accented finite input would erase the morphology under investigation.	Read the individual glosses and cell labels and compare11938/11947 without automatically merging them.	legacy-rest-paradigm-unmarked	"[""family_annotations_35.jsonl:10""]"	
11947	rest-action-noun	viśrama	bišom rest is an unaccented action noun retaining m, distinct from the č and t derivatives in11945. A shared rest gloss does not establish a single immediate etymon or accent history.	Check noun gender and relation to productive rest verbs.	legacy-rest-noun-unmarked	"[""family_annotations_35.jsonl:11""]"	
11969	poisonous-plant-feminine	*viṣaka with feminine formation	Palula biṣī́ Caragana has final long feminine accent; bišī is unmarked. The old adjective is reconstructed and the plant identification needs checking, but the final ī distinguishes this from root-accented o/u adjectives despite their related aka/ika morphology.	Verify botanical identification and the actual feminine suffix and case paradigm.	legacy-final-long-plant-feminine	"[""family_annotations_35.jsonl:12""]"	
12005	spread-valency-pair	vistarati	bʌtəroiki make room and bʌtəriǰoiki sprawl are unaccented active/inchoative forms. Their short medial vowel and ij alternation should be compared with causative vistārayati12007, not counted as separate simple reflexes of one accented headword.	Recover finite paradigms and contrast simple, causative and passive spread formations.	legacy-spread-valency-pair	"[""family_annotations_35.jsonl:13""]"	
12007	spread-causative	vistārayati	bithʌroiki spread is unaccented and differs in aspiration from the vistarati forms12005. That segmental distinction may preserve separate morphology or source dialect, but no modern accent is supplied.	Read dialect and valency labels and compare12005 and12010 after excluding the stone-wood graph error.	legacy-causative-spread-unmarked	"[""family_annotations_35.jsonl:14""]"	
12041	see-short-verbal-root	vī́kṣatē; *vēkṣatē	Palula bic̣h see is a bare unaccented short root after kṣ reduction. Turner independently allows ī/ē input variation, but neither option supplies the missing modern inflectional accent. Keep this lexical see stem distinct from suppletive pash forms.	Recover finite cells and determine whether the source citation is imperative or stem.	legacy-see-stem-unmarked	"[""family_annotations_35.jsonl:15""]"	
12062	wolf-short-root	vŕ̥ka	Jijeli vkˣ has no gloss and opaque vowel/aspiration transcription. The legacy form may be a real extreme reduction, but it cannot be treated as a modern accent observation until the primary notation is resolved.	Read the original wolf entry and identify the intended vowel and superscript x.	legacy-opaque-transcription-unmarked	"[""family_annotations_35.jsonl:16""]"	
12073	grown-participle-to-quantifier	vr̥ddhá	Palula bīḍu and biṛə much are unaccented quantifiers with different root quantity and final vowel. Grammaticalization and dialect differences may explain the forms; old participial final accent cannot be projected onto an unmarked quantifier citation.	Check dialect and quantifier syntax and compare the productive old/large adjective family.	legacy-participle-quantifier-unmarked	"[""family_annotations_35.jsonl:17""]"	
12081	scorpion-ika-noun	vŕ̥ścika	Kohistani bičh scorpion is an unaccented monosyllable after loss of the old final formation and cluster simplification. Turner questions whether variant forms reflect taboo, but this speculative cultural explanation should not be used to erase a future accent exception.	Recover modern tone and compare independently documented scorpion variants.	legacy-known-barytone-ika-noun-unmarked	"[""family_annotations_35.jsonl:18""]"	
12115	time-noun-to-postposition	vḗlā and variants	bĕl and bil at the time of are unaccented grammaticalized expressions with root shortening. A postpositional or clitic environment may differ from a free time noun, so a lexical accent rule is not directly testable here.	Identify syntactic attachment and focus behavior and distinguish the time variants in Turner.	legacy-temporal-postposition-unmarked	"[""family_annotations_35.jsonl:19""]"	
12132	twist-finite-verb	vēṣṭáyati	Palula bēṣṭū́m accents the first-person long ending, while Kohistani bĕṭhōnṷ is unaccented and has different cluster and length outcomes. The old causative's medial accent and the modern finite ending need a paradigm comparison, not a simple word-accent equation.	Read the source person labels and compare active and intransitive twist forms.	legacy-final-long-finite-verb	"[""family_annotations_35.jsonl:20""]"	
12183	confused-to-sad-adjective	vyākula; *viyākula	bol sad is unaccented and strongly contracted from either listed input. The emotional semantic development is plausible, but the loss of medial material and possible adjective remodeling must be supported independently of any later tone reading.	Compare regional bol-type sadness words and recover modern accent.	legacy-contracted-adjective-unmarked	"[""family_annotations_35.jsonl:21""]"	
