id	language_id	form	gloss	native	phonemic	original	cognateset	description	tags	source	etymology	redirect	status	language_name	dialect_tags	source_keys	ancestor_id	family_id	ancestor_form	ancestor_original	ancestor_form_field	ancestor_gloss	ancestor_language	family_form	ancestry_path	link_status	research_family_id	research_ancestor_id	research_gloss	research_relation	strict_exclusion	individual_review	research_link_evidence	research_link_confidence	record_decisions	additional_record_annotations	primary_table_readings	notation	modern_nuclei	modern_accent_count	modern_accent_position	modern_accent_from_right	modern_accent_quantity	modern_outcome	modern_single_word	stress_position	stress_from_right	contour_position	contour_from_right	contour_quantity	modern_vowel_sequence	modern_quantity_pattern	modern_vowel_bases	reading_issues	comparison_only	reading_form	explicit_low	modern_final_segment	modern_final_vowel	source_observations	lexical_comparison_key	formation_decisions	analysis_token_id	research_original	primary_reading_unresolved	split_evidence	branch_analysis	split_locator	primary_reading_forms	phonetic_contour	tone_status	research_link_locator	etymological_assessment	unlinked_review_locator	unlinked_review_status	primary_alignment	low_status
f_is5amye6k4biw	Sv	dīya	both		diːja	diːja			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /j/ medial]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored			both	unlinked		explicit-structural-or-paradigm-review			[]	"[{""record_ids"": [""f_is5amye6k4biw""], ""analysis"": ""diːja both plausibly belongs to the two family, but the added j and ending require a full pronominal comparison before assignment."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 36, ""review_gloss"": ""both"", ""annotation_locator"": ""lexical_annotations_01.jsonl:37""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	LS	ia		0	diːja	0	a	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|dija|both	[]	f_is5amye6k4biw														
f_4ogdqqnc5oohu	Sv	yēy	mother		jeːj	jeːj			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /j/ final]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	1351		mother	manually-reviewed-lexical-family		manual-research-link	yeey/jeːj mother match āryikā-family contraction and the regional yēy maternal term. Knobloch2020 source-extract group 173. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_4ogdqqnc5oohu"", ""f_c3rlzrcsah6ho""], ""analysis"": ""yeey/jeːj mother match āryikā-family contraction and the regional yēy maternal term."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 173, ""review_gloss"": ""mother"", ""annotation_locator"": ""lexical_annotations_01.jsonl:174""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	L	e		0	jeːj	0	j	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|jej|mother	[]	f_4ogdqqnc5oohu									research_links_13.jsonl:166					
f_l5hikqo2g7abo	Sv	miśa	husband		miʃa	miʃa			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /m/ initial];knobloch2020sauji[p. 14, Table 4, /i/ example 2]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	9828		husband	manually-reviewed-lexical-family		manual-research-link	miʃa husband belongs to the contracted miš man/husband set, distinct from uncontracted maanuṣ. Knobloch2020 source-extract group 138. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_l5hikqo2g7abo""], ""analysis"": ""miʃa husband belongs to the contracted miš man/husband set, distinct from uncontracted maanuṣ."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 138, ""review_gloss"": ""husband"", ""annotation_locator"": ""lexical_annotations_01.jsonl:139""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SS	ia		0	miʃa	0	a	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|misa|husband	[]	f_l5hikqo2g7abo									research_links_13.jsonl:141					
f_xtinscgtpi6j4	Sv	kirmi	worm		kirmi	kirmi			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /m/ medial]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	3438		worm	manually-reviewed-lexical-family		manual-research-link	kirmi worm corresponds to kṛmi with expanded initial vowel and retained final i. Knobloch2020 source-extract group 326. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_xtinscgtpi6j4""], ""analysis"": ""kirmi worm corresponds to kṛmi with expanded initial vowel and retained final i."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 326, ""review_gloss"": ""worm"", ""annotation_locator"": ""lexical_annotations_01.jsonl:327""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SS	ii		0	kirmi	0	i	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|kirmi|worm	[]	f_xtinscgtpi6j4									research_links_13.jsonl:276					
f_ddrmnea7l7tpo	Sv	nām	name		naːm	naːm			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /m/ final]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	7067		name	manually-reviewed-lexical-family		manual-research-link	naːm name corresponds to nāman; this is source Table2's unaccented phonetic citation, not a marked mora. Knobloch2020 source-extract group 175. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_ddrmnea7l7tpo""], ""analysis"": ""naːm name corresponds to nāman; this is source Table2's unaccented phonetic citation, not a marked mora."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 175, ""review_gloss"": ""name"", ""annotation_locator"": ""lexical_annotations_01.jsonl:176""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	L	a		0	naːm	0	m	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|nam|name	[]	f_ddrmnea7l7tpo									research_links_13.jsonl:168					
f_qt4qr34mqkjuk	Sv	ban	close		ban	ban			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /n/ final]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored			close	unlinked		explicit-structural-or-paradigm-review			[]	"[{""record_ids"": [""f_qt4qr34mqkjuk""], ""analysis"": ""ban close likely belongs to the regional band closure verb/adjective, but context is insufficient for a strict inherited input."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 52, ""review_gloss"": ""close"", ""annotation_locator"": ""lexical_annotations_01.jsonl:53""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	S	a		0	ban	0	n	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|ban|close	[]	f_qt4qr34mqkjuk														
f_5u5el3vovz66k	Sv	aṇḍō	egg		aɳɖoː	aɳɖoː			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /ɳ/ medial]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	1111		egg	manually-reviewed-lexical-family		manual-research-link	aɳɖoː egg matches āṇḍa; the long final gender vowel must be distinguished from a short-u adjective ending. Knobloch2020 source-extract group 71. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_5u5el3vovz66k""], ""analysis"": ""aɳɖoː egg matches āṇḍa; the long final gender vowel must be distinguished from a short-u adjective ending."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 71, ""review_gloss"": ""egg"", ""annotation_locator"": ""lexical_annotations_01.jsonl:72""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SL	ao		0	aɳɖoː	0	ː	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|ado|egg	[]	f_5u5el3vovz66k									research_links_13.jsonl:85					
f_w75r3e3pnbk52	Sv	bēṇ	sister		beːɳ	beːɳ			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 13, Table 2, /ɳ/ final]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	9349		sister	manually-reviewed-lexical-family		manual-research-link	beeṇ/bhyeṇ sister corresponds to bhaginī with contraction; source variants preserve different glide/aspiration representations. Knobloch2020 source-extract group 221. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_w75r3e3pnbk52"", ""f_7qjzslhkrd5cq"", ""f_lho6pfdqfuy6q""], ""analysis"": ""beeṇ/bhyeṇ sister corresponds to bhaginī with contraction; source variants preserve different glide/aspiration representations."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 221, ""review_gloss"": ""sister"", ""annotation_locator"": ""lexical_annotations_01.jsonl:222""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	L	e		0	beːɳ	0	ɳ	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|be|sister	[]	f_w75r3e3pnbk52									research_links_13.jsonl:199					
f_uhk6xacyyx6ek	Sv	be	we		be	be			dialect:Sv:HKAT-sdg:Sau nom 1pl pron personal	knobloch2020sauji[p. 14, Table 4, /e/ example 1];knobloch2020sauji[p. 20, Table 6, Nominative 1pl];knobloch2020sauji[p. 38, Table 14, row 10];knobloch2020sauji[p. 50, example (86) word 2, data 10_MAN_000512]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	11302		we	same-language-reviewed-lexeme		manual-research-link	Manually inspected same-language form and meaning match: be [knobloch2020sauji], be [liljegren-hindukush] = bē [CDIAL]. Quantity and accent remain source-specific; inherited root-family assignment retains the anchor etymology caveats.	lexeme-identity-etymology-inherited	[]	"[{""record_ids"": [""f_njgcdbywpoo7y"", ""f_uhk6xacyyx6ek"", ""f_rwxno2aeypbns"", ""f_xn4m34fzik7kw""], ""analysis"": ""First-person plural be belongs to vayam, while as- forms belong to asmad; preserve the paradigm's suppletion."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 306, ""review_gloss"": ""we"", ""annotation_locator"": ""lexical_annotations_01.jsonl:307""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	S	e		0	be	0	e	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|be|we	[]	f_uhk6xacyyx6ek									identity_links.jsonl:290					
f_nltsqq2pyxf3k	Sv	hinē	be		hine:	hine:			verb copula m pl dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /e/ example 2]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored			be	unlinked		explicit-structural-or-paradigm-review			[]	"[{""record_ids"": [""f_v6b6wlnpp55is"", ""f_x54liaapwvp4a"", ""f_nltsqq2pyxf3k"", ""f_vhvkqq7sdmufm"", ""f_rswkcc6jaierq"", ""f_bfe6y5b7py37c"", ""f_mrxof2tcdwdeo"", ""f_k5di55rq6ubwy"", ""f_xji3w2sjht32s"", ""f_feigpqllfafpa""], ""analysis"": ""hin- versus al- copular stems are grammatically distinct; no single historical headword safely predicts both. Retain all ten cells as unassigned copular evidence."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 18, ""review_gloss"": ""be"", ""annotation_locator"": ""lexical_annotations_01.jsonl:19""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SL	ie		0	hine:	0	:	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|hine|be	[]	f_nltsqq2pyxf3k														
f_vxpd37ffllmge	Sv	deś	ten		dɛʃ	dɛʃ			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /ɛ/ example 1]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	6227		ten	manually-reviewed-lexical-family		manual-research-link	deš/dɛʃ/daš ten belong to daśa; source variants differ in vowel representation. Knobloch2020 source-extract group 247. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_vxpd37ffllmge"", ""f_r77rn2x2cxv6i"", ""f_42uqd33pydu4g""], ""analysis"": ""deš/dɛʃ/daš ten belong to daśa; source variants differ in vowel representation."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 247, ""review_gloss"": ""ten"", ""annotation_locator"": ""lexical_annotations_01.jsonl:248""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	S	ɛ		0	dɛʃ	0	ʃ	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|des|ten	[]	f_vxpd37ffllmge									research_links_13.jsonl:225					
f_vhvkqq7sdmufm	Sv	hine	be		hinɛ	hinɛ			verb copula f pl dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /ɛ/ example 2]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored			be	unlinked		explicit-structural-or-paradigm-review			[]	"[{""record_ids"": [""f_v6b6wlnpp55is"", ""f_x54liaapwvp4a"", ""f_nltsqq2pyxf3k"", ""f_vhvkqq7sdmufm"", ""f_rswkcc6jaierq"", ""f_bfe6y5b7py37c"", ""f_mrxof2tcdwdeo"", ""f_k5di55rq6ubwy"", ""f_xji3w2sjht32s"", ""f_feigpqllfafpa""], ""analysis"": ""hin- versus al- copular stems are grammatically distinct; no single historical headword safely predicts both. Retain all ten cells as unassigned copular evidence."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 18, ""review_gloss"": ""be"", ""annotation_locator"": ""lexical_annotations_01.jsonl:19""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SS	iɛ		0	hinɛ	0	ɛ	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|hine|be	[]	f_vhvkqq7sdmufm														
f_uamcqbydvht6m	Sv	yak	one		jak	jak			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /a/ example 1]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	2462		one	manually-reviewed-lexical-family		manual-research-link	jak/yak/ek/eki one are members of the one-numeral paradigm; forms differ in initial glide and ending. Knobloch2020 source-extract group 187. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_uamcqbydvht6m"", ""f_5v2akh7ndqloa"", ""f_xqkvlqgef6pia"", ""f_2jbtvs2klcxxi""], ""analysis"": ""jak/yak/ek/eki one are members of the one-numeral paradigm; forms differ in initial glide and ending."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 187, ""review_gloss"": ""one"", ""annotation_locator"": ""lexical_annotations_01.jsonl:188""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	S	a		0	jak	0	k	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|jak|one	[]	f_uamcqbydvht6m									research_links_13.jsonl:176					
f_troy7ylmucxr6	Sv	maʦiṇ	fish		mat͡siɳ	mat͡siɳ			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /a/ example 2]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	9758		fish	manually-reviewed-lexical-family		manual-research-link	matsiɳ fish contains the matsya stem plus an unexplained final extension; do not assign the rohitamatsya compound because of fish alone. Knobloch2020 source-extract group 91. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_troy7ylmucxr6""], ""analysis"": ""matsiɳ fish contains the matsya stem plus an unexplained final extension; do not assign the rohitamatsya compound because of fish alone."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 91, ""review_gloss"": ""fish"", ""annotation_locator"": ""lexical_annotations_01.jsonl:92""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SS	ai		0	mat͡siɳ	0	ɳ	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|matsi|fish	[]	f_troy7ylmucxr6									research_links_13.jsonl:100					
f_2eiej5hknkq56	Sv	kitāb	book		kitaːb	kitaːb			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /aː/ example 2]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored			book	unlinked		explicit-structural-or-paradigm-review			[]	"[{""record_ids"": [""f_2eiej5hknkq56"", ""f_giks7tkso5mx6""], ""analysis"": ""kitaab book is the Arabic-origin contact noun."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 33, ""review_gloss"": ""book"", ""annotation_locator"": ""lexical_annotations_01.jsonl:34""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	SL	ia		0	kitaːb	0	b	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|kitab|book	[]	f_2eiej5hknkq56														
f_sf5macdtnlovs	Sv	ṣo	six		ʂo	ʂo			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /ɔ/ example 1]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	12803		six	manually-reviewed-lexical-family		manual-research-link	ṣo/ʂo six are the ṣaṣ numeral set. Knobloch2020 source-extract group 224. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_sf5macdtnlovs"", ""f_7t7pgx2ivvlja""], ""analysis"": ""ṣo/ʂo six are the ṣaṣ numeral set."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 224, ""review_gloss"": ""six"", ""annotation_locator"": ""lexical_annotations_01.jsonl:225""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	S	o		0	ʂo	0	o	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|so|six	[]	f_sf5macdtnlovs									research_links_13.jsonl:205					
f_n5ftatrrml33k	Sv	gōś	house		goːš	goːš			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 14, Table 4, /o/ example 1]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	4336		house	same-language-reviewed-lexeme		manual-research-link	Manually inspected same-language form and meaning match: gooš [knobloch2020sauji], goːš [knobloch2020sauji] = gōš [CDIAL]. Quantity and accent remain source-specific; inherited root-family assignment retains the anchor etymology caveats.	lexeme-identity-etymology-inherited	[]	"[{""record_ids"": [""f_n5ftatrrml33k"", ""f_p6vcjzalap2zq"", ""f_777uab3vva3o2"", ""f_iaxcgmubyx7tu"", ""f_yy2cb45ufcen4""], ""analysis"": ""gooš/goš- house belongs to goṣṭha as already linked in this source; case/number alternants differ in root quantity."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 131, ""review_gloss"": ""house"", ""annotation_locator"": ""lexical_annotations_01.jsonl:132""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	L	o		0	goːš	0	s	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|gos|house	[]	f_n5ftatrrml33k									identity_links.jsonl:283					
f_4nhj5b2zgrii2	Sv	hāḍu	bone		haː.ɖu	haːɖu			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 15, example (1) CV]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	13952		bone	same-language-reviewed-lexeme		manual-research-link	Manually inspected same-language form and meaning match: haːɖu [knobloch2020sauji] = haːɖu [liljegren-hindukush]. Quantity and accent remain source-specific; inherited root-family assignment retains the anchor etymology caveats.	lexeme-identity-etymology-inherited	[]	"[{""record_ids"": [""f_rnmknc54y7yfu"", ""f_4nhj5b2zgrii2""], ""analysis"": ""haːɖ/haːɖu bone belong together; the final u and bare stem are distinct citation shapes."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 32, ""review_gloss"": ""bone"", ""annotation_locator"": ""lexical_annotations_01.jsonl:33""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	LS	au		0	haːɖu	0	u	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|hadu|bone	[]	f_4nhj5b2zgrii2									identity_links.jsonl:275					
f_pvg444lp7se6q	Sv	dāndu	tooth		daːn.du	daːndu			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 15, example (1) CVC]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	6152		tooth	manually-reviewed-lexical-family		manual-research-link	daːnd/daːndu tooth correspond to danta; bare and u-ending forms are distinct cells/shapes. Knobloch2020 source-extract group 280. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_46vcgftjpigyq"", ""f_pvg444lp7se6q""], ""analysis"": ""daːnd/daːndu tooth correspond to danta; bare and u-ending forms are distinct cells/shapes."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 280, ""review_gloss"": ""tooth"", ""annotation_locator"": ""lexical_annotations_01.jsonl:281""}]"	[]	accent-not-investigated	2	0				unmarked	1						0	LS	au		0	daːndu	0	u	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|dandu|tooth	[]	f_pvg444lp7se6q									research_links_13.jsonl:240					
f_4oo6dmq2nj6ws	Sv	brā	brother		brɑː	brɑː			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 15, example (1) CCV(C)]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	9661		brother	manually-reviewed-lexical-family		manual-research-link	bra/braː brother corresponds to bhrātr̥ with cluster reduction. Knobloch2020 source-extract group 44. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_4oo6dmq2nj6ws"", ""f_o7sbyyhjszoxs""], ""analysis"": ""bra/braː brother corresponds to bhrātr̥ with cluster reduction."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 44, ""review_gloss"": ""brother"", ""annotation_locator"": ""lexical_annotations_01.jsonl:45""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	L	ɑ		0	brɑː	0	ː	1	[]	Sv|dialect:Sv:HKAT-sdg:Sau|bra|brother	[]	f_4oo6dmq2nj6ws									research_links_13.jsonl:37					
f_kgokk2wpjqif2	Sv	grām	village		grɑːm	grɑːm			dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji[p. 15, example (1) CCV(C)]			unlinked	Sauji	dialect:Sv:HKAT-sdg:Sau	knobloch2020sauji									[]	unanchored	4368		village	manually-reviewed-lexical-family		manual-research-link	grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence. Knobloch2020 source-extract group 301. No accent copied or reconstructed from the modern unmarked citation.	high	[]	"[{""record_ids"": [""f_kgokk2wpjqif2"", ""f_psw4mnojew47o"", ""f_lyj6x6qyfnuoe"", ""f_vzikttufqas76"", ""f_djag2ifinjnyy""], ""analysis"": ""grɑːm/grom-/grome village correspond to grāma; root-vowel variation and case endings are preserved as source evidence."", ""scope"": ""Manual reading of all frozen Knobloch source-extract forms in this gloss group; not a claim of individual PDF collation."", ""source_qualification"": ""Knobloch2020p16 leaves stress and pitch accent unanalyzed; unmarked forms have unknown accent. Secondary Buddruss citations retain their source labels."", ""review_group"": 301, ""review_gloss"": ""village"", ""annotation_locator"": ""lexical_annotations_01.jsonl:302""}]"	[]	accent-not-investigated	1	0				unmarked	1						0	L	ɑ		0	grɑːm	0	m	0	[]	Sv|dialect:Sv:HKAT-sdg:Sau|gram|village	[]	f_kgokk2wpjqif2									research_links_13.jsonl:248					
