numeral	formation_class	language	analysis_token_id	record_id	form	gloss	family_id	source	dialect	outcome	exclusion	reading_issues	analysis
11	ten-compound-series	bro	f_sam4arspzrtlc	f_sam4arspzrtlc	'qudeš	eleven	2485	schmidt		stress-marked@-2			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
15	ten-compound-series	Sh	f_ozzxihq4uq5pu	f_ozzxihq4uq5pu	paziléi	fifteen		schmidt	dialect:Sh:dr:Dras	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	bro	f_h3zdleoj74vxy	f_h3zdleoj74vxy	'pããdeš	fifteen	7662	schmidt		stress-marked@-2			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
14	ten-compound-series	Sh	f_pt7wpp5kjkcyw	f_pt7wpp5kjkcyw	codé~i~	fourteen		schmidt	dialect:Sh:dr:Dras	S@-2			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
14	ten-compound-series	bro	f_otfqgjoq3mroy	f_otfqgjoq3mroy	'cuudeš	fourteen	4605	schmidt		stress-marked@-2			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
19	nineteen-comparison	Sh	f_2r3un3urlefvg	f_2r3un3urlefvg	kuniíh	nineteen		schmidt	dialect:Sh:dr:Dras	L@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
19	nineteen-comparison	bro	f_3arpiv5uj7m7a	f_3arpiv5uj7m7a	'kunjaa	nineteen	2499	schmidt		stress-marked@-2			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
17	ten-compound-series	Sh	f_tbi7jq6dmvetc	f_tbi7jq6dmvetc	sattáa~i~	seventeen		schmidt	dialect:Sh:dr:Dras	E@-2			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
17	ten-compound-series	bro	f_fsgzoplf5pj6s	f_fsgzoplf5pj6s	sat'tõõš	seventeen	13146	schmidt		stress-marked@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
16	ten-compound-series	Sh	f_egqiopq2ouov4	f_egqiopq2ouov4	ṣóoi	sixteen		schmidt	dialect:Sh:dr:Dras	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
16	ten-compound-series	bro	f_wia2t3pd4igc4	f_wia2t3pd4igc4	'ṣobeš	sixteen	12812	schmidt		stress-marked@-2			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
13	ten-compound-series	Sh	f_35yw672qmeyby	f_35yw672qmeyby	c̣óoi	thirteen		schmidt	dialect:Sh:dr:Dras	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
13	ten-compound-series	bro	f_y3yh5wwtwkfaa	f_y3yh5wwtwkfaa	trobeš	thirteen	6001	schmidt		unmarked			Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
12	ten-compound-series	Sh	f_4kqsqlvzrpaii	f_4kqsqlvzrpaii	bwaai	twelve		schmidt	dialect:Sh:dr:Dras	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	bro	f_7uqzgkl2nisto	f_7uqzgkl2nisto	'budeš	twelve	6658	schmidt		stress-marked@-2			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
20	twenty-control	Sh	f_4qpwwlwoztg2c	f_4qpwwlwoztg2c	bií	twenty	11616	schmidt	dialect:Sh:dr:Dras	L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	bro	f_vj7ui5d2d2jde	f_vj7ui5d2d2jde	bi'žaa	twenty	11616	schmidt		stress-marked@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
11	ten-compound-series	Sh	f_r2c3aqtelxloq	f_r2c3aqtelxloq	ʌkái	Eleven		rajapurohit2012	dialect:Sh:dr:Dras	stress-in-vowel-sequence@position-unresolved		unequal-vowel-sequence	Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Sh	f_lqabbzpwxyayg	f_lqabbzpwxyayg	bwai	Twelve		rajapurohit2012	dialect:Sh:dr:Dras	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
13	ten-compound-series	Sh	f_y26d6kb4zryqo	f_y26d6kb4zryqo	ʈʂõ	Thirteen		rajapurohit2012	dialect:Sh:dr:Dras	unmarked			Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
17	ten-compound-series	Sh	f_pu6felkgxu74k	f_pu6felkgxu74k	sʌttá:i	Seventeen		rajapurohit2012	dialect:Sh:dr:Dras	stress-marked@-2			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
19	nineteen-comparison	Sh	f_gmef7jdijkejs	f_gmef7jdijkejs	kũnní:	Nineteen		rajapurohit2012	dialect:Sh:dr:Dras	stress-marked@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
20	twenty-control	Sh	f_7vygvuojkdyw4	f_7vygvuojkdyw4	bi:	Twenty	11616	rajapurohit2012	dialect:Sh:dr:Dras	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
11	ten-compound-series	Phal	f_zczy3tykx7jkm	f_zczy3tykx7jkm	ɑkoɕ	eleven		decker1992	dialect:Phal:SSNP-chitral-ASP:Ashret	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Phal	f_qngdqbsw22vho	f_qngdqbsw22vho	boɕ	twelve		decker1992	dialect:Phal:SSNP-chitral-ASP:Ashret	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
11	ten-compound-series	Phal	f_b4sz6bmoc7cd4	f_b4sz6bmoc7cd4	ɑkɑɕ	eleven		decker1992	dialect:Phal:SSNP-chitral-BIP:Biori	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Phal	f_azd5bolwk6hag	f_azd5bolwk6hag	bɑɕ	twelve		decker1992	dialect:Phal:SSNP-chitral-BIP:Biori	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
11	ten-compound-series	Phal	f_7mh4b75d2a544	f_7mh4b75d2a544	ɑkoɕ	eleven		decker1992	dialect:Phal:SSNP-chitral-PUP:Purigal	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Phal	f_kwsgnkknxt2eu	f_kwsgnkknxt2eu	boɕ	twelve		decker1992	dialect:Phal:SSNP-chitral-PUP:Purigal	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
11	ten-compound-series	Sv	f_qqvlxbav7zfio	f_qqvlxbav7zfio	yʌkoɕ	eleven		decker1992	dialect:Sv:SSNP-chitral-SSS:Sau	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Sv	f_tszbdjcx7mer4	f_tszbdjcx7mer4	boɕ	twelve		decker1992	dialect:Sv:SSNP-chitral-SSS:Sau	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
20	twenty-control	Phal	f_drkj6nbilwpc2	f_drkj6nbilwpc2	bhiɕ	twenty		decker1992	dialect:Phal:SSNP-chitral-ASP:Ashret	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Phal	f_d5rsj7ssrbllq	f_d5rsj7ssrbllq	bhiɕ	twenty		decker1992	dialect:Phal:SSNP-chitral-BIP:Biori	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Phal	f_emlk2cbeh33ei	f_emlk2cbeh33ei	bhiɕ	twenty		decker1992	dialect:Phal:SSNP-chitral-PUP:Purigal	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sv	f_gwrmgkgctqst6	f_gwrmgkgctqst6	biɕ pɑ̃j	twenty		decker1992	dialect:Sv:SSNP-chitral-SSS:Sau	unmarked	twenty-plus-five-expression-misglossed	multiword-or-alternatives	Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
11	ten-compound-series	Kalk	f_fgwatyg6iswp4	f_fgwatyg6iswp4	ɑ'kɑʃ	eleven		rensch-decker-hallberg1992	dialect:Kalk:SSNP-kohistani-KLK:Kalkot	stress-marked@-1			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Kalk	f_4eyjbtqoy7aba	f_4eyjbtqoy7aba	bɑʃ	twelve		rensch-decker-hallberg1992	dialect:Kalk:SSNP-kohistani-KLK:Kalkot	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
20	twenty-control	Kalk	f_hykqkpm5jidb6	f_hykqkpm5jidb6	biʃ pɑnj	twenty		rensch-decker-hallberg1992	dialect:Kalk:SSNP-kohistani-KLK:Kalkot	unmarked	twenty-plus-five-expression-misglossed	multiword-or-alternatives	Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
11	ten-compound-series	Ush	f_k3hxir2o6cec2	f_k3hxir2o6cec2	ʌ'gɑʃ	eleven	2485	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	stress-marked@-1			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Ush	f_ladnbxe6hvb5w	f_ladnbxe6hvb5w	dwɑʃ	twelve	6658	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
20	twenty-control	Ush	f_qyifh32ejhros	f_qyifh32ejhros	bi	twenty	11616	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
14	ten-compound-series	Ush	f_56kzkgw2kyfek	f_56kzkgw2kyfek	'cɑdʌʃ	fourteen	4605	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	stress-marked@-2			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
19	nineteen-comparison	Ush	f_l2rousw7av2fo	f_l2rousw7av2fo	ʌn'biʃ	nineteen	2411	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	stress-marked@-1			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
17	ten-compound-series	Ush	f_trnjteh7xc6q2	f_trnjteh7xc6q2	sʌ'tɑʃ	seventeen	13146	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	stress-marked@-1			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
16	ten-compound-series	Ush	f_7aykxn2yr32uo	f_7aykxn2yr32uo	ʂeʂ	sixteen	12812	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	unmarked			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
13	ten-compound-series	Ush	f_nigegzolzdnrg	f_nigegzolzdnrg	't͡ɕeiʃ	thirteen	6001	rensch-decker-hallberg1992	dialect:Ush:SSNP-ushojo-USH:Bishigram	stress-marked@position-unresolved		unequal-vowel-sequence	Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
11	ten-compound-series	bro	f_a25osgfse6o3i	f_a25osgfse6o3i	qudeɕ	11		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	bro	f_mgtccrdt7i724	f_mgtccrdt7i724	budeɕ	12		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
13	ten-compound-series	bro	f_zxkxvh24c2uws	f_zxkxvh24c2uws	trøbeɕ	13		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
14	ten-compound-series	bro	f_tdxibcp4n5elu	f_tdxibcp4n5elu	tɕydeɕ	14		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
15	ten-compound-series	bro	f_xjkeja3kufcr6	f_xjkeja3kufcr6	pændeɕ	15		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
16	ten-compound-series	bro	f_uzet5ue7hzczy	f_uzet5ue7hzczy	ʂøbeɕ	16		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
17	ten-compound-series	bro	f_2uesxfap4fd5c	f_2uesxfap4fd5c	satũɕ	17		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
18	ten-compound-series	bro	f_h7ggsqdpczx74	f_h7ggsqdpczx74	aʂtũɕ	18		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
19	nineteen-comparison	bro	f_hxloxnwqwrf3y	f_hxloxnwqwrf3y	kundʑæ	19		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
20	twenty-control	bro	f_dqzycx6aw4dik	f_dqzycx6aw4dik	biʑæ	20		liljegren-hindukush	dialect:bro:HKAT-bkk:Batalik	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
11	ten-compound-series	Kalk	f_qgiwq6p53ye42	f_qgiwq6p53ye42	aka̰ːɕ	11		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Kalk	f_o26kpl7qg2356	f_o26kpl7qg2356	ba̰ːɕ	12		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
13	ten-compound-series	Kalk	f_vz4egst2zbnzc	f_vz4egst2zbnzc	trḛːɕ	13		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
14	ten-compound-series	Kalk	f_sjjh7pmgeqz5e	f_sjjh7pmgeqz5e	tɕandḛːɕ	14		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
15	ten-compound-series	Kalk	f_kaa27lhxdl4g4	f_kaa27lhxdl4g4	pandʑḛːɕ	15		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
16	ten-compound-series	Kalk	f_nftu2pigwc4j2	f_nftu2pigwc4j2	ʂurḛːɕ	16		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula ṣoṛíiš/ṣoṛéeš E corresponds to Kalkoti ṣureéš H2. Shina contracted ṣoo(y/i) variants and Brokskat ṣobeš are different surface formations; Brokskat has initial stress. A different stem spelling does not erase the independent ten-compound membership.
17	ten-compound-series	Kalk	f_2d4vbqsg4wdye	f_2d4vbqsg4wdye	sata̰ːɕ	17		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula satóoš/satáaš E corresponds to Kalkoti sätaáš H2. Unlike the earlier Brokskat teens, sattõõš has final stress. Shina final accented aa precedes y/i material whose syllabicity varies by source.
18	ten-compound-series	Kalk	f_gfxdrwyjapl2a	f_gfxdrwyjapl2a	eʂʈa̰ːɕ	18		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula aṣṭóoš/aṣṭáaš E corresponds to Kalkoti iṣṭaáš H2. Brokskat aṣṭõš also has final stress. The independent ten-compound series includes both mono- and polysyllabic modern words; its common Kalkoti H2 cannot be reduced to current syllable count.
19	nineteen-comparison	Kalk	f_mmmzjiph66e6w	f_mmmzjiph66e6w	ɑnbiːɕ	19		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula aṇabhiíš L and Kalkoti änbíiš H1 contain the twenty element, unlike 11–18 ten compounds. Their correspondence matches Palula bhiíš L/Kalkoti bíiš H1 twenty. Shina kuniih and Brokskat kunjaa have different one-less formations, so no identical whole-compound accent history is assumed.
20	twenty-control	Kalk	f_7l4hpd3coh5li	f_7l4hpd3coh5li	biːɕ	20		liljegren-hindukush	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
11	ten-compound-series	Sh	f_aqe767qisp3vm	f_aqe767qisp3vm	akaːe	11		liljegren-hindukush	dialect:Sh:HKAT-plk:Palas%20%28Kohistani%29	unmarked			Palula akóoš/akáaš has E in the final syllable; Kalkoti äkaáš has H2. Brokskat qudeš has initial stress and a distinct compound shape; Kundal yagáy marks final prominence without a recoverable mora contrast.
12	ten-compound-series	Sh	f_qhozdurektcka	f_qhozdurektcka	baːe	12		liljegren-hindukush	dialect:Sh:HKAT-plk:Palas%20%28Kohistani%29	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
13	ten-compound-series	Sh	f_rcyuglr446rdo	f_rcyuglr446rdo	ʈʂoːi	13		liljegren-hindukush	dialect:Sh:HKAT-plk:Palas%20%28Kohistani%29	unmarked			Palula tríiš/tréeš E versus Kalkoti treéš H2 belongs to the same ten-compound pattern as twelve. Brokskat trobeš is unmarked in print, not assigned initial stress by analogy. Shina often contracts to a vowel sequence or monosyllable.
14	ten-compound-series	Sh	f_6isf2gf3uodge	f_6isf2gf3uodge	tɕahundeː	14		liljegren-hindukush	dialect:Sh:HKAT-plk:Palas%20%28Kohistani%29	unmarked			Palula čandíiš/čandéeš E corresponds to Kalkoti čändeéš H2. Shina includes initial-long, medial-short and final-short marked variants, with different syllable reductions. Brokskat cuudeš and Ushojo cadʌš have initial stress; the western High pattern is not universal Shinaic final stress.
15	ten-compound-series	Sh	f_2gcyyvu25ykxy	f_2gcyyvu25ykxy	panzəleː	15		liljegren-hindukush	dialect:Sh:HKAT-plk:Palas%20%28Kohistani%29	unmarked			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
