gloss	plural	suffix	plural_stress_from_right	plural_outcome	singulars	singular_stress	singular_ids	plural_id	family_ids	plural_description	review_index	manual_lexical_note	reviewed_family_comparison	primary_check	morphological_assessment	final_vowel_accented	acute_count	suffix_accent_status
mat (general)	zʌŋgoʂéh	-eh/-eɦ	1	stress-marked	"[""ʧhʌrí:"", ""ʧhʌstʌ́n"", ""zʌŋgóʂ""]"	[1, 1, 1]	"[""f_j5fk3stiyjaug"", ""f_td7ttoh5lz5sg"", ""f_eidlzyufig4pe""]"	f_6db7u3d3k3czg	[]	goat skin, pl	178	The zangoṣ mat plural pairs with zangoṣ, not the other two singular mat nouns.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
mattress (cotton); quilt	gʌdéle	-e	2	stress-marked	"[""gʌdéla""]"	[2]	"[""f_jckzqj4itm2vg""]"	f_ledjxerzktnfy	[]	pl. (wool	179	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
mattress (cotton)	hʌrutéh	-eh/-eɦ	1	stress-marked	"[""hʌrút""]"	[1]	"[""f_omfm76m56lzvg""]"	f_xmdscpgkvyca2	[]		180	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
mosquito net; weaver	ʈʂʌʐé:	other	1	stress-marked	[]	[]	[]	f_2xnnhclhx5yxw	[]		181	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
nail	kí:lyéh	-eh/-eɦ		multiple-stress	"[""kí:li""]"	[2]	"[""f_ph2uiffkpegvq""]"	f_eqecsfyzwv674	"[""3202""]"		182	Nail vocabulary prints kí:l yéh with a space and two accents; the merged DB form kí:lyéh retains both. This may be a clitic-like/plural expression or inconsistent accent typography; do not silently remove the root mark. Research comparison: kīla (3202), stake, peg, tumour. This links the root/lexeme, not each inflected cell directly to the old headword.	3202	exact printed passage inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	2	final-plus-other-accent
pillow	unó:e	-e	2	stress-marked	[]	[]	[]	f_vso2wqu5wuou2	[]		183	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
plinth	khúre	-e	2	stress-marked	[]	[]	[]	f_gzbv5scdz5y2a	[]		184	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
rafter	bo:ʃe	-e		unmarked	"[""bo:ʃ""]"	"[""""]"	"[""f_5kjuyegfatmkg""]"	f_tuol7u2v5hluc	[]		185	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
roof	ʃʌro:ɳéh	-eh/-eɦ	1	stress-marked	"[""ʃʌró:ɳ""]"	[1]	"[""f_owz3hu5jg7axk""]"	f_6yyktgwn5xkfi	[]		186	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: śaraṇá (12326), protecting; shelter, home. This links the root/lexeme, not each inflected cell directly to the old headword.	12326	database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
roof	ʧhilíʂéh	-eh/-eɦ		multiple-stress	"[""ʃʌró:ɳ""]"	[1]	"[""f_owz3hu5jg7axk""]"	f_ikc3l7ndfsho4	[]		187	The roof candidate chhiliṣeh is not the plural of śaro:ṇ. Its root and suffix both have acute marks. The other roof noun has an ordinary final-stressed eh plural.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	2	final-plus-other-accent
rope	ráʒe	-e	2	stress-marked	"[""ráʒu""]"	[2]	"[""f_svmrxzq7octqg""]"	f_vt7kf2ylx7th2	[]		188	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: rájju (10582), rope, cord. This links the root/lexeme, not each inflected cell directly to the old headword.	10582	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
scream	kríve	-e	2	stress-marked	"[""krív""]"	[1]	"[""f_amkoj4oxav45q""]"	f_a3mrm5dskijmw	[]		189	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
shed	ʤossále	-e	2	stress-marked	"[""ʤossál""]"	[1]	"[""f_al4xtepyuxcma""]"	f_ooniuosfmdnpu	[]		190	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
stable (horse-shed) ] pl.	ə̃ʃ pʌléh	-eh/-eɦ	1	stress-marked	"[""ə̃ʃ pá:l""]"	[1]	"[""f_arxzqhprdtubs""]"	f_rsyugp2zzpq7a	[]		191	Horse-shed is a compound with a separate horse word. Its final eh is stressed, but it is outside the simplex test.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
storey	póre	-e	2	stress-marked	"[""póro""]"	[2]	"[""f_lguoiierhrtfw""]"	f_3fqv45ew732be	[]		192	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
swing	ʤu:léh	-eh/-eɦ	1	stress-marked	"[""ʤu:lá:""]"	[1]	"[""f_u3cs22zee5efk""]"	f_z4czswy6ubsse	[]		193	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
table	me:ze	-e		unmarked	"[""me:s""]"	"[""""]"	"[""f_6n4stn5ablgja""]"	f_mvsfe6rgnscde	[]		194	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
tube	na:lyéh	-eh/-eɦ	1	stress-marked	"[""na:lí:""]"	[1]	"[""f_mkujfsamx7lww""]"	f_mecchxwbk4v6s	[]		195	Tube nāli/nālyeh is an i-derived form within the reed/channel complex. Do not transfer the unextended bamboo headword’s accent to it. Research comparison: nāḍī́ (7047), tubular stalk of any plant, tubular organ, tube. This links the root/lexeme, not each inflected cell directly to the old headword.	7047	database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
yard (measurement)	diʂʈe	-e		unmarked	[]	[]	[]	f_get3eutukl7ea	[]		196	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
banana	ké:le	-e	2	stress-marked	"[""ké:la""]"	[2]	"[""f_asli3nqa7bb5y""]"	f_ntcqlwz5mqnoa	[]		197	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: kadala (2712), . This links the root/lexeme, not each inflected cell directly to the old headword.	2712	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
bark (of tree)	díle	-e	2	stress-marked	[]	[]	[]	f_nqlewkr3f3viq	[]		198	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
branch (of tree); twig	bʌ́:ke	-e	2	stress-marked	"[""bʌ́:ko""]"	[2]	"[""f_z6bd4h3cyjv5o""]"	f_55da22um645y4	[]		199	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
bud	ʧhʌʈuléh	-eh/-eɦ	1	stress-marked	"[""ʧhʌʈúl""]"	[1]	"[""f_mpeh2od3szzmi""]"	f_tfqrpilbryl5s	[]		200	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
cardemom	ela:ʧyé	-e	1	stress-marked	"[""ela:ʧí:""]"	[1]	"[""f_lv5wipdcxrbci""]"	f_q5xhdycjd5tgy	[]		201	Cardamom elachi is a regional plant-name form; final i is replaced by ye with final stress, which is not simple addition of unstressed e.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
carrot	ga:ʤʌréh	-eh/-eɦ	1	stress-marked	"[""ga:ʤʌ́r""]"	[1]	"[""f_tm3zkvkfg6kns""]"	f_3ezwp4t5kbb3w	[]		202	Carrot gajar has suffix-stressed eh; regional lexical transmission is plausible, but plural behavior is directly observed regardless of etymology.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
crow bar	ʤʌbʌléh	-eh/-eɦ	1	stress-marked	"[""ʤʌbʌ́l""]"	[1]	"[""f_zjggkgamtxyjk""]"	f_ubjtj2xxoj52q	[]		203	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
cucumber	mú:le	-e	2	stress-marked	[]	[]	[]	f_fcprpoub6logi	[]		204	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
dall (pigeon-pea)	mózure	-e	3	stress-marked	"[""mózur""]"	[2]	"[""f_mfrknnedmhx6s""]"	f_wukqmrv3vtab4	[]		205	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
dam	bʌne	-e		unmarked	[]	[]	[]	f_6inmukcwpmo72	[]	pl. (small	206	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
date palm	khrméh	-eh/-eɦ	1	stress-marked	"[""khórma:""]"	[2]	"[""f_sqftbbfld6kzs""]"	f_e2c5qpfa6hqqo	[]		207	Vocabulary item827 prints khrméh, while grammar p42 prints khórméh with both root and suffix acute marks. Preserve this source-internal segment/accent difference.		exact printed passage inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
farm	ʈʂhé:ʐe	-e	2	stress-marked	"[""ʈʂhé:ʂ""]"	[1]	"[""f_mh6ir7xmf2gzs""]"	f_bjjxwclsubijm	[]		208	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: kṣḗtra (3735), land. This links the root/lexeme, not each inflected cell directly to the old headword.	3735	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
farmer	zʌminda:réh	-eh/-eɦ	1	stress-marked	"[""zʌmindá:r""]"	[1]	"[""f_46kmss3oyenv2""]"	f_7ehrtqkzuj4hw	[]		209	Farmer zamin-dar is a transparently regional Persian-derived compound/title; the Dras plural assigns final suffix stress despite stem stress in the singular.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
fence	ʤa:léh	-eh/-eɦ	1	stress-marked	[]	[]	[]	f_ebk2ho565l3ba	[]		210	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
flower	púʂe	-e	2	stress-marked	"[""púʂo""]"	[2]	"[""f_umao2sbgy5o4c""]"	f_gvucva2mxc6ui	[]		211	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: púṣya (8306), vigour. This links the root/lexeme, not each inflected cell directly to the old headword.	8306	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
fodder	ʧhʌké	-e	1	stress-marked	"[""ʧhʌk""]"	"[""""]"	"[""f_k4dj2fkstnfai""]"	f_63ktiwz2pk42e	[]		212	Fodder chhak/chhaké is unmarked in the monosyllabic SG and final-stressed in the plural. The SG omission does not establish a toneless or preaccenting class.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
garden	bʌkéh	-eh/-eɦ	1	stress-marked	"[""bá:k""]"	[1]	"[""f_c5snkxywoqgl2""]"	f_b7puarwzybf3a	[]		213	Garden ba:k/bakeh is a regional bāgh-shaped loan, with final devoicing and shortening before the accented plural suffix.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
garlic	gokpé:	other	1	stress-marked	"[""gokpá:""]"	[1]	"[""f_lznvzfshxmz5w""]"	f_xpetrutjeg4qm	[]		214	Garlic gokpa suggests a regional Himalayan contact form; uṣṇa is not a sufficient segmental match. Vowel replacement forms its final-stressed plural.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
grape	dʌ́ʃe	-e	2	stress-marked	"[""dʌʃ""]"	"[""""]"	"[""f_gptlvmtkdgrho""]"	f_2facrw76vpaeo	[]		215	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: drā́kṣā (6628), . This links the root/lexeme, not each inflected cell directly to the old headword.	6628	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
grass	kʌʂe	-e		unmarked	"[""kʌʂ""]"	"[""""]"	"[""f_ntap64nmrnu5s""]"	f_ja3rcpxpj7zeg	[]	pl. (many grasses	216	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: kákṣa (2589), undergrowth; dead wood; grass. This links the root/lexeme, not each inflected cell directly to the old headword.	2589	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	0	unmarked
green gram	ʧinʌséh	-eh/-eɦ	1	stress-marked	[]	[]	[]	f_es2pklhfvutve	[]		217	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
guava fruit	əmrutéh	-eh/-eɦ	1	stress-marked	"[""əmrú:d""]"	[1]	"[""f_wrg2cwvzfoyrc""]"	f_kqfvvgeujrsie	[]		218	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
hawk; plant	thoké	-e	1	stress-marked	"[""thók""]"	[1]	"[""f_qtv5aikfhxkhs""]"	f_h6uh3awbcxadc	[]		219	The combined hawk/plant gloss may conflate homonyms. Final plural accent is printed, but its lexical identity requires source clarification.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
herb	ʧhiliʂéh	-eh/-eɦ	1	stress-marked	[]	[]	[]	f_gg2ffy5cjqo7a	[]		220	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
jasmine	puɳʌré	-e	1	stress-marked	"[""puɳʌ́r""]"	[1]	"[""f_k7qqo6pgz65lk""]"	f_bagygmxjeusro	[]		221	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
jute	boréh	-eh/-eɦ	1	stress-marked	"[""borá:""]"	[1]	"[""f_p23omo7oj7dv6""]"	f_sxo5efqa5o2g4	[]		222	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
leaf	pʌ́:ʈe	-e	2	stress-marked	"[""pʌ́:ʈo""]"	[2]	"[""f_fnvlleq2socp2""]"	f_4674l576w3lu2	[]		223	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: páttra (7733), wing-feather; wing; leaf, petal; leaf of book. This links the root/lexeme, not each inflected cell directly to the old headword.	7733	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
maize	məkʌ́ie	-e	3	stress-in-vowel-sequence	"[""məkʌ́i""]"	[2]	"[""f_kazxsi7yuwdia""]"	f_vdpq76cks3qqe	[]		224	Maize makai is not securely inherited from markaka bird. The historical semantic/contact problem is retained; the nasal/adjacent-vowel spelling also prevents a simple nucleus count.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
mace	ɖophoséh	-eh/-eɦ	1	stress-marked	[]	[]	[]	f_amphdsqmmctc4	[]		225	Mace ḍophos has final-stressed eh. The botanical sense must be distinguished from the club/weapon sense before proposing a compound etymology.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
marsh	nʌmbeléh	-eh/-eɦ	1	stress-marked	"[""nʌmbél""]"	[1]	"[""f_vxricd2j6rrmu""]"	f_iogpb7lhakcdq	[]		226	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Final eh/eɦ is an independently identified suffix; compare final versus retained stem marks without defining membership by acute placement.	1	1	final-accent-only
mushroom	ʃɪɳʈi:lyé	-e	1	stress-marked	"[""ʃɪɳʈí:li""]"	[2]	"[""f_izmpzfvv5idwq""]"	f_ngqsysd6ix5vy	[]		227	Mushroom śiṇṭili has an extended feminine ending; its plural yé carries stress after the i-to-y alternation. It is not a direct unextended śilīndhra citation reflex. Research comparison: śilīndhra (12468), plaintain tree; mushroom. This links the root/lexeme, not each inflected cell directly to the old headword.	12468	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
nut	kálye	-e	2	stress-marked	"[""káli""]"	[2]	"[""f_xz77f72hkzake""]"	f_b526qbkix5txc	[]		228	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: kali-² (2934), . This links the root/lexeme, not each inflected cell directly to the old headword.	2934	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
pasture	yu:té:	other	1	stress-marked	"[""yu:t""]"	"[""""]"	"[""f_wd3jogtvw24sw""]"	f_4x6kh5u3vr2na	[]		229	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
pigeon pea	khúkuɳé	-e		multiple-stress	[]	[]	[]	f_xaixm4vvvofzm	[]		230	Pigeon-pea khukuṇé also retains a root acute. Preserve multiple accent marking; no single-stress rule can be tested without resolving it.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	2	final-plus-other-accent
pot for plant	kʌryé:	other	1	stress-marked	"[""kʌrí:""]"	[1]	"[""f_7hilkuybatbwe""]"	f_sqkpajumqn7v6	[]		231	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
pulley	gʌɽa:ré:	other	1	stress-marked	"[""gʌ́ɽa:ri""]"	[3]	"[""f_x6agjcd3wbu64""]"	f_4sylqr54vshls	[]		232	Pulley gʌ́ɽa:ri/gʌɽa:ré: shifts stress to the replacement final vowel. This differs from additive unstressed e.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
shovel	phyṍ:lye	-e	2	stress-marked	"[""phyṍ:li""]"	[2]	"[""f_xhb5yyttulvtc""]"	f_hu5afk3wec364	[]		233	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
sickle	ʔóŋe	-e	2	stress-marked	"[""ʔóŋo""]"	[2]	"[""f_7d4enrh4egg4q""]"	f_hx4nmaxlpao56	[]		234	Sickle oŋo/oŋe agrees with the aṅka-derived extended tool noun; root stress remains. The precise historical extension remains distinct from the simplex hook headword. Research comparison: aṅká (100), hook; hip where children are carried; curved line, mark, sign. This links the root/lexeme, not each inflected cell directly to the old headword.	100	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
teak	ʤó:ʐe	-e	2	stress-marked	"[""ʤó:ʐi""]"	[2]	"[""f_e7trboxeacywg""]"	f_gs7uywiw7rhge	[]		235	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
walnut	ʌʈʂhé:	other	1	stress-marked	"[""ʌʈʂhó:""]"	[1]	"[""f_um57nua4v4pcg""]"	f_2sp6bma47jd72	[]		236	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone. Research comparison: akṣōṭa (48), walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹. This links the root/lexeme, not each inflected cell directly to the old headword.	48	database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
water wheel	kopúe	-e	2	stress-in-vowel-sequence	"[""kopúh""]"	[1]	"[""f_yyszopqntykxo""]"	f_xrr3uggjnjyly	[]		237	Water-wheel kopuh/kopue loses final h and introduces a vowel sequence. The acute stays on u; exact syllabicity must be checked before calling it penultimate.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	0	1	stem-accent-only
wheel	giryé:	other	1	stress-marked	"[""girí:""]"	[1]	"[""f_ltsu2sbtqom64""]"	f_dx27q74unfbwg	[]		238	The matched source forms were inspected. The plural ending and its accent are retained as printed; no etymology is assigned from a shared English gloss alone.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
yoke	nalé	-e	1	stress-marked	"[""ná:l""]"	[1]	"[""f_736mbqs2hzrxu""]"	f_stbyzrmxzvhqu	[]		239	Yoke na:l/nalé shortens the root and stresses final e. The semantic candidates yugá and upastambha do not establish a segmental origin; this remains a lexical inflectional residual.		database source citation and candidate lexemes inspected	Plain e/i must distinguish suffix addition, vowel replacement, glide formation, syncope and lexical stem alternants; the source marks are not normalized to the majority pattern.	1	1	final-accent-only
